Matchup,MIN @ DET
Pitcher,Mike Paredes
Pitcher Team,MIN
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,7.1,31,0.154,0.247,0.269,0.115,1.09,1,1.23,12.9%,15.1%,12.9%,13.3%,7.0%,4.91,65.6%,6.1%,-,34.8%,34.8%,12.5%,17.4%
vsLHB,5.0,21,0.167,0.257,0.333,0.167,1.00,1,1.80,9.5%,8.8%,4.8%,6.2%,4.3%,1.80,71.4%,7.2%,-,38.9%,33.3%,16.7%,16.7%
vsRHB,2.1,10,0.125,0.226,0.125,-,1.29,0,-,20.0%,26.3%,30.0%,21.4%,10.9%,11.57,54.5%,4.3%,-,20.0%,40.0%,-,20.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Dillon Dingler RHB,,+473,19,20,4.40,4,6,0.421,0.450,1.158,0.737,0.668,5.0%,20.7%,10.0%,9.1%,96.4,319.0,10,7,29.4%,5.9%,29.4%,58.8%,64.7%,74.0,37.0%,55.6%,29.6%,93.1%,52.9%,44.4%,35.3%,5.9%,29.4%,58.8%,11.8%,23.5%
Riley Greene LHB,,+410,16,23,4.40,2,4,0.429,0.435,0.762,0.333,0.498,4.3%,33.3%,21.7%,19.8%,97.7,304.9,7,7,29.4%,-,17.6%,70.6%,58.8%,75.8,62.7%,23.5%,19.6%,100.0%,29.4%,40.0%,47.1%,23.5%,35.3%,41.2%,23.5%,43.5%
Kerry Carpenter LHB,,+390,29,21,3.80,2,2,0.350,0.381,0.700,0.350,0.461,4.8%,23.6%,28.6%,15.3%,87.2,242.4,2,2,14.3%,14.3%,21.4%,35.7%,28.6%,71.4,6.0%,16.0%,6.0%,90.9%,42.9%,33.3%,21.4%,21.4%,21.4%,42.9%,35.7%,44.4%
Wenceel Perez SHB,,+800,16,14,3.40,1,1,0.231,0.286,0.615,0.385,0.376,7.1%,16.7%,28.6%,7.1%,82.7,211.6,1,1,-,-,44.4%,22.2%,22.2%,71.3,25.0%,16.7%,4.2%,82.8%,33.3%,33.3%,22.2%,22.2%,44.4%,33.3%,22.2%,13.3%
Kevin McGonigle LHB,,+600,26,23,4.60,0,0,0.100,0.217,0.100,-,0.162,13.0%,28.2%,26.1%,12.6%,89.7,234.1,4,2,7.1%,-,28.6%,57.1%,35.7%,71.4,25.7%,25.7%,11.4%,89.7%,35.7%,0.0%,28.6%,14.3%,35.7%,42.9%,21.4%,6.2%
Spencer Torkelson RHB,,+425,14,23,3.80,0,1,0.136,0.174,0.136,-,0.144,4.3%,39.0%,39.1%,18.8%,84.3,227.0,3,1,-,-,30.8%,30.8%,38.5%,72.8,18.2%,12.1%,3.0%,80.5%,38.5%,0.0%,30.8%,23.1%,53.8%,15.4%,30.8%,40.0%
Gleyber Torres RHB,,+820,13,20,4.40,0,0,0.333,0.400,0.389,0.056,0.354,5.0%,31.4%,35.0%,13.9%,92.5,223.3,1,0,-,-,18.2%,45.5%,36.4%,67.6,3.0%,27.3%,9.1%,94.3%,18.2%,0.0%,36.4%,36.4%,36.4%,27.3%,36.4%,23.5%
Zach McKinstry LHB,,+775,14,19,4.00,0,1,0.385,0.579,0.538,0.154,0.478,31.6%,9.4%,15.8%,4.1%,84.7,266.3,1,1,10.0%,10.0%,10.0%,30.0%,20.0%,68.6,3.8%,19.2%,7.7%,81.2%,30.0%,0.0%,10.0%,40.0%,20.0%,40.0%,40.0%,35.3%
Matt Vierling RHB,,+760,12,18,3.40,0,1,0.167,0.167,0.167,-,0.148,-,25.8%,22.2%,14.8%,86.0,244.1,4,1,7.1%,-,7.1%,35.7%,28.6%,71.0,17.9%,32.1%,7.1%,90.3%,35.7%,0.0%,7.1%,35.7%,28.6%,42.9%,28.6%,28.6%
Colt Keith LHB,,+980,31,17,3.20,0,2,-,0.176,-,-,0.115,17.6%,19.2%,17.6%,8.1%,91.1,279.2,5,2,18.2%,-,18.2%,54.5%,45.5%,72.2,33.3%,29.2%,12.5%,92.3%,45.5%,0.0%,27.3%,18.2%,27.3%,54.5%,18.2%,18.8%
Jake Rogers RHB,—,N/A,8,15,3.20,0,0,0.143,0.200,0.143,-,0.162,6.7%,29.6%,40.0%,12.9%,88.1,224.4,0,0,-,-,25.0%,50.0%,25.0%,70.4,-,19.2%,-,100.0%,37.5%,0.0%,25.0%,25.0%,37.5%,25.0%,37.5%,31.6%
Zack Short RHB,—,N/A,9,12,2.20,0,0,0.100,0.250,0.100,-,0.188,8.3%,22.6%,16.7%,10.4%,83.8,214.0,2,0,-,-,25.0%,12.5%,37.5%,69.5,3.6%,17.9%,3.6%,90.3%,25.0%,0.0%,25.0%,25.0%,37.5%,50.0%,12.5%,18.2%
Jahmai Jones RHB,—,N/A,20,7,2.20,0,0,-,-,-,-,-,-,50.0%,42.9%,26.1%,75.6,223.3,1,0,-,-,-,25.0%,-,70.5,-,10.0%,-,83.3%,50.0%,0.0%,-,-,-,50.0%,50.0%,57.1%
