Matchup,WSH @ ARI
Pitcher,Zack Littell
Pitcher Team,WSH
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.1,259,0.264,0.348,0.498,0.234,1.37,15,2.28,7.3%,15.0%,13.5%,15.2%,7.3%,5.31,62.7%,7.3%,11.3%,45.1%,37.7%,19.5%,19.6%
vsLHB,31.1,143,0.285,0.395,0.600,0.315,1.56,12,3.45,8.4%,11.2%,9.8%,11.1%,5.2%,4.02,59.7%,8.4%,12.8%,45.3%,41.0%,25.0%,18.8%
vsRHB,27.1,116,0.238,0.289,0.371,0.133,1.17,3,0.99,6.0%,19.6%,18.1%,20.2%,10.1%,6.91,66.4%,5.8%,9.2%,44.8%,33.3%,10.3%,20.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Nolan Arenado RHB,N/A,25,4.00,1,3,0.261,0.320,0.478,0.217,0.347,4.0%,25.0%,36.0%,11.7%,89.0,14.3%,14.3%,42.9%,42.9%,50.0%,72.5,22.5%,22.5%,10.0%,90.9%,42.9%,16.7%,28.6%,28.6%,57.1%,28.6%,14.3%,39.1%
Gabriel Moreno RHB,N/A,25,3.60,1,2,0.389,0.520,0.667,0.278,0.484,24.0%,8.7%,16.0%,3.2%,89.9,13.3%,-,6.7%,46.7%,53.3%,71.0,15.8%,31.6%,13.2%,84.4%,33.3%,20.0%,26.7%,33.3%,20.0%,40.0%,40.0%,11.5%
Tommy Troy RHB,N/A,23,3.40,1,1,0.200,0.304,0.400,0.200,0.309,13.0%,28.6%,21.7%,13.0%,88.5,13.3%,6.7%,6.7%,40.0%,20.0%,71.0,20.0%,22.5%,10.0%,97.6%,26.7%,25.0%,13.3%,60.0%,26.7%,46.7%,26.7%,20.0%
Corbin Carroll LHB,N/A,21,4.20,1,2,0.200,0.238,0.550,0.350,0.329,4.8%,16.7%,14.3%,9.1%,92.8,11.8%,11.8%,11.8%,64.7%,23.5%,75.9,67.5%,30.0%,12.5%,97.6%,35.3%,16.7%,11.8%,52.9%,41.2%,52.9%,5.9%,45.0%
Geraldo Perdomo SHB,N/A,19,3.40,1,1,0.176,0.263,0.353,0.176,0.276,5.3%,15.4%,15.8%,6.0%,86.2,-,-,21.4%,21.4%,42.9%,67.7,-,40.0%,4.0%,96.2%,21.4%,33.3%,28.6%,42.9%,64.3%,14.3%,21.4%,6.2%
Adrian Del Castillo LHB,N/A,17,2.80,1,1,0.062,0.118,0.250,0.188,0.162,5.9%,35.3%,35.3%,16.9%,83.8,-,-,30.0%,40.0%,10.0%,72.5,34.4%,18.8%,6.2%,97.0%,40.0%,25.0%,10.0%,30.0%,40.0%,60.0%,-,40.0%
Ryan Waldschmidt RHB,N/A,25,3.80,0,0,0.217,0.280,0.261,0.043,0.245,8.0%,37.8%,36.0%,17.7%,90.2,-,-,21.4%,50.0%,50.0%,72.0,20.5%,23.1%,10.3%,86.7%,14.3%,0.0%,50.0%,28.6%,42.9%,28.6%,28.6%,55.2%
Ildemaro Vargas SHB,N/A,20,3.40,0,0,0.111,0.200,0.111,-,0.157,5.0%,16.2%,5.0%,9.0%,84.1,5.9%,-,11.8%,29.4%,23.5%,70.8,13.8%,17.2%,10.3%,78.4%,17.6%,0.0%,29.4%,47.1%,41.2%,41.2%,17.6%,27.8%
Ketel Marte SHB,N/A,17,4.60,0,0,0.067,0.176,0.067,-,0.129,11.8%,15.2%,17.6%,7.4%,84.3,-,-,16.7%,33.3%,50.0%,73.1,20.7%,20.7%,6.9%,87.9%,33.3%,0.0%,25.0%,33.3%,50.0%,33.3%,16.7%,16.7%
Jorge Barrosa SHB,N/A,17,1.80,0,1,0.062,0.118,0.125,0.062,0.113,5.9%,33.3%,29.4%,16.7%,86.1,9.1%,9.1%,27.3%,36.4%,18.2%,69.1,6.5%,22.6%,3.2%,93.9%,27.3%,0.0%,-,27.3%,36.4%,45.5%,18.2%,25.0%
Aramis Garcia RHB,N/A,10,2.60,0,0,0.100,0.100,0.100,-,0.089,-,41.2%,40.0%,19.4%,78.0,-,-,16.7%,16.7%,33.3%,71.0,6.2%,12.5%,-,94.1%,16.7%,0.0%,33.3%,50.0%,50.0%,50.0%,-,9.1%
Pavin Smith LHB,N/A,6,2.40,0,0,-,-,-,-,-,-,12.5%,50.0%,4.8%,87.6,-,-,-,33.3%,-,71.0,12.5%,12.5%,-,100.0%,66.7%,0.0%,-,-,-,33.3%,66.7%,9.1%
