Matchup,CIN @ MIL
Pitcher,Robert Gasser
Pitcher Team,MIL
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,30.1,130,0.228,0.333,0.456,0.228,1.25,6,1.78,9.2%,26.1%,23.8%,17.3%,12.8%,9.20,65.4%,7.7%,6.0%,27.4%,32.1%,18.5%,20.2%
vsLHB,9.2,44,0.243,0.389,0.568,0.324,1.66,2,1.86,15.9%,32.4%,22.7%,20.0%,13.6%,9.31,59.1%,6.8%,3.7%,29.6%,37.0%,20.0%,25.9%
vsRHB,20.2,86,0.221,0.303,0.403,0.182,1.06,4,1.74,5.8%,23.5%,24.4%,16.3%,12.4%,9.15,68.6%,8.1%,7.0%,26.3%,29.8%,17.6%,17.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Spencer Steer RHB,,+450,31,16,3.80,2,3,0.364,0.500,0.909,0.545,0.536,25.0%,25.8%,18.8%,12.9%,90.3,360.5,3,3,25.0%,12.5%,25.0%,50.0%,50.0%,70.9,7.4%,18.5%,11.1%,90.0%,50.0%,37.5%,66.7%,12.5%,50.0%,37.5%,25.0%,37.5%,28.6%
Noelvi Marte RHB,,+630,11,10,3.40,2,2,0.200,0.200,0.800,0.600,0.420,-,37.5%,30.0%,19.1%,88.0,300.8,2,2,28.6%,14.3%,28.6%,28.6%,42.9%,71.2,16.7%,16.7%,8.3%,100.0%,57.2%,28.6%,50.0%,28.6%,42.9%,42.9%,42.9%,14.3%,45.5%
Eugenio Suarez RHB,,+340,27,8,4.00,1,1,0.250,0.250,0.625,0.375,0.374,-,23.5%,25.0%,8.7%,82.6,273.2,1,0,-,-,-,16.7%,16.7%,71.7,26.7%,13.3%,-,88.2%,50.0%,50.0%,33.3%,-,50.0%,33.3%,50.0%,16.7%,20.0%
Tyler Stephenson RHB,,+570,14,18,3.40,0,0,0.250,0.500,0.250,-,0.365,33.3%,16.7%,22.2%,6.2%,88.2,239.8,2,1,12.5%,12.5%,62.5%,50.0%,75.0%,70.3,11.5%,15.4%,7.7%,86.7%,87.5%,12.5%,0.0%,75.0%,-,62.5%,12.5%,25.0%,42.9%
Matt McLain RHB,,+680,24,15,3.40,0,0,0.167,0.333,0.167,-,0.248,20.0%,23.1%,20.0%,10.0%,76.7,188.5,1,0,-,-,33.3%,22.2%,44.4%,70.5,9.1%,18.2%,4.5%,88.0%,55.5%,22.2%,0.0%,33.3%,11.1%,33.3%,22.2%,44.4%,13.3%
Dane Myers RHB,,+520,16,15,3.00,0,1,0.417,0.533,0.500,0.083,0.452,20.0%,16.7%,6.7%,6.5%,87.1,225.9,1,1,-,-,20.0%,40.0%,40.0%,72.1,23.5%,29.4%,17.6%,85.0%,30.0%,10.0%,0.0%,20.0%,30.0%,50.0%,40.0%,10.0%,31.2%
Elly De La Cruz SHB,,+400,40,14,4.20,0,0,0.500,0.571,0.917,0.417,0.611,7.1%,12.5%,28.6%,4.2%,94.7,326.5,2,2,12.5%,-,12.5%,62.5%,37.5%,73.0,20.0%,30.0%,25.0%,83.3%,37.5%,-,-,37.5%,62.5%,25.0%,37.5%,37.5%,20.0%
TJ Friedl LHB,—,N/A,8,10,2.00,0,0,0.300,0.300,0.300,-,0.267,-,15.4%,20.0%,6.1%,72.8,193.5,1,1,-,-,-,25.0%,25.0%,70.5,-,27.3%,-,84.6%,25.0%,25.0%,0.0%,-,12.5%,12.5%,62.5%,25.0%,25.0%
Nathaniel Lowe LHB,—,N/A,3,10,2.20,0,0,-,0.100,-,-,0.065,10.0%,29.2%,30.0%,14.0%,86.7,238.4,0,0,-,-,-,40.0%,40.0%,72.4,21.1%,10.5%,-,82.6%,60.0%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,27.3%
JJ Bleday LHB,,+441,17,9,3.80,0,0,-,0.222,-,-,0.144,22.2%,21.1%,11.1%,8.9%,78.6,357.2,1,1,-,-,-,50.0%,16.7%,74.1,46.7%,20.0%,6.7%,88.2%,16.7%,16.7%,0.0%,-,83.3%,16.7%,66.7%,16.7%,27.3%
