Matchup,SF @ ARI
Pitcher,Eduardo Rodriguez
Pitcher Team,ARI
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.1,245,0.211,0.277,0.350,0.139,1.12,5,0.73,9.0%,20.7%,19.6%,17.5%,9.9%,7.04,61.4%,5.5%,7.4%,34.3%,27.4%,10.4%,13.1%
vsLHB,18.1,68,0.172,0.193,0.203,0.031,0.82,0,-,5.9%,21.0%,19.1%,21.7%,10.3%,6.38,62.3%,6.6%,5.9%,39.2%,27.5%,-,17.6%
vsRHB,43.0,177,0.226,0.309,0.409,0.182,1.26,5,1.05,10.2%,20.5%,19.8%,16.4%,9.8%,7.33,61.0%,5.2%,8.1%,32.3%,27.4%,14.7%,11.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Willy Adames RHB,,+425,12,12,3.80,2,3,0.364,0.417,1.000,0.636,0.584,8.3%,36.0%,25.0%,22.0%,86.9,284.7,3,3,25.0%,12.5%,37.5%,37.5%,37.5%,72.7,25.0%,12.5%,12.5%,96.0%,50.0%,37.5%,66.7%,12.5%,25.0%,62.5%,25.0%,12.5%,42.9%
Bryce Eldridge LHB,,+620,17,14,3.80,1,2,0.167,0.286,0.417,0.250,0.306,14.3%,21.4%,21.4%,8.8%,83.3,317.4,2,1,11.1%,-,11.1%,33.3%,22.2%,72.8,27.3%,36.4%,18.2%,84.6%,33.3%,33.3%,33.3%,-,66.7%,33.3%,33.3%,33.3%,23.1%
Rafael Devers LHB,,+525,18,10,3.80,1,2,0.200,0.200,0.500,0.300,0.299,-,20.0%,20.0%,10.6%,96.9,303.1,3,1,12.5%,-,12.5%,75.0%,37.5%,69.9,5.3%,31.6%,15.8%,82.6%,50.0%,25.0%,50.0%,25.0%,37.5%,25.0%,25.0%,50.0%,25.0%
Jung Hoo Lee LHB,,+1240,10,10,4.00,1,1,0.500,0.500,1.000,0.500,0.642,-,5.9%,-,2.9%,92.3,338.4,6,4,10.0%,10.0%,40.0%,50.0%,60.0%,66.2,-,64.3%,21.4%,82.4%,70.0%,30.0%,33.3%,40.0%,30.0%,40.0%,60.0%,-,10.0%
Luis Arraez LHB,,+1500,5,16,4.00,0,0,0.267,0.312,0.267,-,0.263,6.2%,8.7%,6.2%,4.7%,81.4,211.2,1,0,-,-,-,14.3%,21.4%,63.4,-,44.4%,5.6%,81.8%,21.4%,7.1%,0.0%,14.3%,64.3%,28.6%,35.7%,35.7%,28.6%
Drew Gilbert LHB,—,N/A,6,11,2.00,0,0,-,0.091,-,-,0.059,9.1%,35.7%,36.4%,13.5%,75.5,207.5,0,0,-,-,-,16.7%,-,68.3,-,36.4%,-,78.6%,16.7%,16.7%,0.0%,-,66.7%,33.3%,50.0%,16.7%,42.9%
Matt Chapman RHB,,+547,21,10,3.80,0,1,0.143,0.400,0.143,-,0.284,30.0%,22.7%,30.0%,10.0%,97.2,283.8,1,1,-,-,50.0%,100.0%,50.0%,76.1,60.0%,20.0%,5.0%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,75.0%,25.0%,-,11.1%
Jonah Cox RHB,—,N/A,3,10,2.60,0,0,0.200,0.200,0.400,0.200,0.251,-,63.2%,70.0%,37.5%,84.7,272.3,1,0,-,-,-,33.3%,66.7%,68.6,5.6%,16.7%,-,94.7%,100.0%,66.7%,0.0%,33.3%,-,-,33.3%,66.7%,30.0%
Casey Schmitt RHB,,+500,18,10,4.00,0,0,0.200,0.200,0.200,-,0.178,-,16.2%,-,9.7%,91.5,237.5,3,1,-,-,30.0%,30.0%,70.0%,72.9,33.3%,16.7%,8.3%,100.0%,90.0%,20.0%,0.0%,70.0%,-,30.0%,50.0%,20.0%,50.0%
Victor Bericoto RHB,,+860,7,9,2.80,0,0,0.111,0.111,0.111,-,0.099,-,29.6%,55.6%,15.4%,94.6,-,0,0,-,-,-,75.0%,-,74.2,56.0%,12.0%,4.0%,92.6%,-,-,-,-,100.0%,75.0%,-,25.0%,11.1%
Heliot Ramos RHB,,+670,9,9,4.00,0,0,0.500,0.556,0.750,0.250,0.552,11.1%,34.6%,22.2%,20.0%,92.5,297.5,1,1,16.7%,-,-,50.0%,66.7%,72.4,27.3%,22.7%,9.1%,84.6%,66.7%,-,-,66.7%,33.3%,-,83.3%,16.7%,37.5%
Eric Haase RHB,,+600,2,8,3.00,0,0,0.167,0.375,0.167,-,0.274,25.0%,36.4%,25.0%,16.7%,77.5,189.8,0,0,-,-,-,-,25.0%,70.8,9.1%,9.1%,-,100.0%,25.0%,-,-,25.0%,50.0%,50.0%,25.0%,25.0%,20.0%
