HR Split,Overall
Dates,="7/3/2026"
Games,18

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,7:10 PM,Gavin Williams,vs,1.34,0.64,1.58,1.69,11.1%,27.0%,47.1%,23.9%,8.2%,1253
2,9:45 PM,Jose Cabrera,vs,1.13,0.80,1.03,1.93,9.7%,25.0%,38.7%,25.8%,7.0%,82
3,7:05 PM,Gerrit Cole,vs,1.10,0.85,0.50,2.14,8.4%,19.8%,38.3%,31.8%,6.5%,271
4,8:15 PM,Spencer Arrighetti,vs,0.91,1.42,-0.29,1.87,8.9%,22.7%,34.5%,28.5%,7.3%,582
5,7:05 PM,Mike Paredes,@,0.80,0.12,1.67,1.53,7.6%,16.4%,55.4%,30.6%,8.9%,202
6,9:45 PM,Kyle Harrison,@,0.64,-0.31,0.97,1.55,7.9%,19.0%,39.5%,33.6%,7.7%,568
7,9:40 PM,Tyler Phillips,@,0.62,0.79,0.14,1.44,9.5%,15.2%,45.9%,28.4%,7.9%,704
8,7:10 PM,Brady Singer,vs,0.46,0.76,-0.41,1.50,8.8%,17.3%,39.0%,30.4%,6.0%,1184
9,7:15 PM,Grant Holmes,vs,0.36,0.27,0.41,1.44,9.0%,13.5%,44.4%,27.5%,6.2%,916
10,9:40 PM,Jack Perkins,vs,0.26,-0.17,0.77,1.45,7.5%,15.3%,38.7%,31.6%,6.5%,492
11,4:05 PM,David Peterson,vs,0.17,0.34,0.12,1.42,8.2%,15.2%,38.2%,24.5%,7.2%,1149
12,6:45 PM,Mitch Keller,@,0.10,0.12,0.15,1.27,6.9%,13.1%,44.7%,28.4%,8.3%,1272
13,8:15 PM,Nick Martinez,@,0.01,0.11,-0.03,1.25,7.6%,13.7%,34.7%,29.4%,8.1%,1195
14,7:15 PM,Christian Scott,@,-0.01,0.48,-1.03,1.24,7.5%,17.0%,32.0%,30.0%,7.2%,302
15,10:10 PM,Michael King,@,-0.03,-0.12,0.18,1.17,8.7%,16.3%,37.2%,24.4%,6.3%,832
16,7:10 PM,Anthony Kay,@,-0.09,-0.11,-0.05,1.19,7.8%,19.3%,36.8%,21.6%,6.5%,476
17,6:45 PM,Foster Griffin,vs,-0.13,-0.08,0.05,1.12,7.5%,19.1%,37.0%,23.5%,6.6%,520
18,8:10 PM,Ryan Feltner,vs,-0.14,0.31,-0.40,1.18,6.4%,17.5%,37.4%,24.0%,8.3%,467
19,10:10 PM,Luis Castillo,vs,-0.34,0.26,-1.08,0.90,8.7%,11.5%,37.9%,28.0%,5.9%,1227
20,9:38 PM,Reid Detmers,vs,-0.83,-1.17,-0.21,0.67,6.1%,10.7%,37.3%,26.3%,7.5%,789
21,7:10 PM,Trevor Rogers,@,-0.88,-1.25,-0.27,0.61,5.9%,8.2%,40.6%,26.0%,8.5%,877
22,10:10 PM,Dylan Cease,@,-1.03,-0.08,-1.44,0.70,4.9%,14.9%,31.6%,23.7%,7.0%,1194
23,4:05 PM,Andre Pallante,@,-1.20,-0.83,-0.66,0.67,4.8%,14.8%,34.8%,14.8%,7.3%,1211
24,9:38 PM,Jake Bennett,@,-1.40,-2.00,-0.50,0.43,5.6%,8.3%,33.7%,19.8%,7.8%,238
25,10:10 PM,Shohei Ohtani,vs,-1.78,-1.16,-1.20,0.37,3.7%,7.6%,32.6%,21.1%,6.1%,706
