Matchup,LAA @ TB
Pitcher,Walbert Urena
Pitcher Team,LAA
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,38.1,168,0.217,0.282,0.301,0.084,1.38,2,0.47,13.1%,28.1%,21.4%,20.3%,12.6%,8.45,51.8%,6.4%,7.3%,33.0%,23.9%,3.8%,11.9%
vsLHB,22.0,92,0.192,0.264,0.282,0.090,1.27,1,0.41,14.1%,23.8%,18.5%,17.7%,10.2%,6.95,48.9%,6.4%,6.5%,33.9%,25.8%,6.2%,12.9%
vsRHB,16.0,76,0.246,0.304,0.323,0.077,1.56,1,0.56,11.8%,33.1%,25.0%,23.5%,15.8%,10.69,55.3%,6.4%,8.5%,31.9%,21.3%,-,10.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Yandy Diaz RHB,+710,32,3.80,3,5,0.333,0.438,0.778,0.444,0.503,12.5%,11.1%,12.5%,4.9%,92.1,21.7%,4.3%,13.0%,47.8%,39.1%,75.3,58.8%,23.5%,21.6%,94.4%,30.4%,42.9%,17.4%,47.8%,39.1%,34.8%,26.1%,28.1%
Junior Caminero RHB,+375,36,4.40,2,6,0.290,0.389,0.548,0.258,0.401,13.9%,21.1%,16.7%,7.9%,95.7,24.0%,16.0%,20.0%,64.0%,36.0%,79.4,90.4%,32.7%,23.1%,91.2%,28.0%,14.3%,24.0%,48.0%,48.0%,40.0%,12.0%,30.8%
Cedric Mullins LHB,+725,36,4.40,1,1,0.300,0.417,0.400,0.100,0.366,13.9%,18.2%,16.7%,7.8%,88.1,-,-,33.3%,45.8%,37.5%,71.2,9.8%,31.1%,11.5%,95.3%,29.2%,14.3%,29.2%,25.0%,50.0%,16.7%,33.3%,27.0%
Jonathan Aranda LHB,+578,34,4.20,1,5,0.267,0.324,0.467,0.200,0.336,8.8%,21.0%,23.5%,10.6%,94.1,26.1%,13.0%,26.1%,56.5%,47.8%,71.7,19.2%,32.7%,19.2%,83.9%,30.4%,14.3%,34.8%,26.1%,43.5%,43.5%,13.0%,42.9%
Hunter Feduccia LHB,+1360,26,3.00,1,3,0.292,0.308,0.458,0.167,0.326,3.8%,27.5%,34.6%,14.6%,84.8,6.2%,-,6.2%,31.2%,43.8%,70.0,6.7%,24.4%,6.7%,90.0%,43.8%,14.3%,25.0%,12.5%,12.5%,50.0%,37.5%,33.3%
Ryan Vilade RHB,N/A,20,2.80,1,1,0.267,0.400,0.467,0.200,0.368,20.0%,18.6%,10.0%,8.6%,86.8,7.1%,7.1%,7.1%,42.9%,28.6%,75.7,55.6%,11.1%,8.3%,90.0%,21.4%,33.3%,21.4%,42.9%,21.4%,64.3%,14.3%,35.0%
Victor Mesa Jr. LHB,+880,11,4.00,1,1,0.300,0.364,0.600,0.300,0.412,9.1%,28.0%,18.2%,17.1%,95.7,25.0%,12.5%,25.0%,62.5%,62.5%,73.4,21.7%,21.7%,17.4%,92.0%,25.0%,50.0%,37.5%,25.0%,50.0%,37.5%,12.5%,45.5%
Chandler Simpson LHB,+2500,38,4.80,0,0,0.286,0.342,0.371,0.086,0.315,7.9%,8.3%,13.2%,3.6%,88.1,-,-,10.0%,30.0%,20.0%,65.6,2.0%,46.0%,6.0%,84.7%,13.3%,0.0%,20.0%,66.7%,50.0%,26.7%,23.3%,21.1%
Richie Palacios LHB,+1300,34,3.80,0,1,0.233,0.324,0.267,0.033,0.271,11.8%,18.2%,17.6%,7.0%,89.7,4.2%,4.2%,16.7%,33.3%,25.0%,70.0,4.2%,37.5%,14.6%,88.9%,8.3%,0.0%,25.0%,45.8%,37.5%,45.8%,12.5%,23.5%
Taylor Walls SHB,+900,31,4.00,0,0,0.269,0.387,0.423,0.154,0.354,16.1%,26.0%,25.8%,9.7%,82.5,11.1%,5.6%,11.1%,22.2%,27.8%,66.7,2.2%,26.7%,2.2%,90.0%,11.1%,0.0%,22.2%,50.0%,55.6%,22.2%,22.2%,29.0%
Carson Williams RHB,+1040,19,3.20,0,0,0.167,0.211,0.222,0.056,0.195,5.3%,25.0%,31.6%,12.7%,80.3,-,-,8.3%,16.7%,25.0%,74.4,36.7%,20.0%,6.7%,83.3%,25.0%,0.0%,16.7%,33.3%,25.0%,41.7%,33.3%,42.1%
Nick Fortes RHB,N/A,18,2.80,0,0,0.222,0.222,0.222,-,0.198,-,22.7%,27.8%,13.3%,84.7,-,-,7.7%,30.8%,7.7%,72.3,18.9%,13.5%,10.8%,84.1%,7.7%,0.0%,7.7%,53.8%,53.8%,23.1%,15.4%,33.3%
Oliver Dunn LHB,N/A,7,2.67,0,0,-,0.143,-,-,0.093,14.3%,22.2%,28.6%,8.0%,85.6,-,-,-,25.0%,-,74.6,42.9%,14.3%,-,87.5%,-,-,-,100.0%,25.0%,50.0%,25.0%,14.3%
