Split,Season
Range,Season
Dates,="8/5/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
6:40 PM,Andrew Painter,vs,71.0,322,5.45,0.301,0.375,1.61,0.208,0.509,15,1.90,147,22.6%,18.3%,17.2%,10.9%,7.48,27,8.4%,61.5%,7.8%,233,36.5%,22,9.4%,28.3%,21.2%,18.5%
2:35 PM,Carson Whisenhunt,@,19.0,87,6.05,0.284,0.376,1.74,0.203,0.486,4,1.89,36,31.2%,18.4%,17.6%,15.4%,7.58,12,13.8%,69.0%,6.2%,59,47.5%,7,11.9%,35.6%,19.0%,28.8%
9:40 PM,Mitch Bratt,vs,20.2,98,6.78,0.280,0.384,1.84,0.232,0.512,4,1.74,42,15.6%,12.2%,12.2%,7.5%,5.23,15,15.3%,58.8%,6.7%,70,37.1%,6,8.6%,30.0%,19.0%,22.9%
7:40 PM,Dean Kremer,@,36.0,152,6.29,0.273,0.385,1.36,0.324,0.597,12,3.00,83,28.4%,24.3%,21.5%,13.4%,9.25,11,7.2%,63.0%,7.0%,104,34.6%,9,8.7%,38.5%,30.0%,29.8%
6:40 PM,Jacob Lopez,@,70.0,326,5.51,0.271,0.359,1.67,0.181,0.451,12,1.54,125,23.5%,18.7%,16.6%,10.4%,7.84,42,12.9%,59.2%,7.1%,220,30.9%,10,4.5%,31.4%,14.5%,19.5%
6:40 PM,Rhett Lowder,vs,83.0,375,4.46,0.267,0.334,1.52,0.156,0.423,10,1.08,141,21.2%,18.7%,18.6%,9.4%,7.59,37,9.9%,58.1%,8.0%,264,38.6%,24,9.1%,28.4%,13.3%,15.2%
3:10 PM,Tomoyuki Sugano,vs,102.2,429,5.39,0.264,0.346,1.26,0.244,0.509,21,1.84,202,18.1%,13.5%,13.1%,8.3%,5.08,24,5.6%,58.8%,7.9%,345,44.6%,48,13.9%,30.4%,17.1%,19.7%
7:05 PM,Will Warren,vs,108.2,471,3.97,0.263,0.329,1.36,0.178,0.441,15,1.24,188,22.4%,23.1%,19.5%,9.8%,9.03,36,7.6%,61.7%,8.2%,323,41.8%,23,7.1%,22.9%,18.9%,19.2%
2:10 PM,Jameson Taillon,@,76.0,326,6.73,0.256,0.362,1.36,0.286,0.542,25,2.96,161,25.7%,20.9%,19.5%,11.9%,8.05,27,8.3%,56.1%,6.6%,229,38.9%,36,15.7%,40.2%,26.1%,24.0%
7:40 PM,Noah Cameron,vs,115.2,499,3.89,0.256,0.317,1.34,0.161,0.417,14,1.09,189,25.5%,21.4%,18.4%,12.0%,8.33,39,7.8%,60.1%,7.3%,351,38.7%,32,9.1%,25.6%,14.4%,19.1%
6:35 PM,Trevor Rogers,vs,109.2,463,3.57,0.254,0.306,1.28,0.144,0.398,10,0.82,169,23.5%,19.2%,15.2%,12.4%,7.30,32,6.9%,69.6%,8.1%,341,39.3%,22,6.5%,24.9%,10.6%,17.3%
3:10 PM,Nick Martinez,@,123.1,497,4.12,0.246,0.292,1.10,0.153,0.399,15,1.09,188,17.8%,13.9%,14.6%,9.0%,5.04,20,4.0%,64.2%,7.5%,405,32.6%,30,7.4%,28.9%,12.0%,21.2%
7:05 PM,Andre Pallante,@,118.2,496,3.76,0.244,0.293,1.22,0.119,0.363,10,0.76,165,21.3%,17.3%,15.3%,9.6%,6.52,34,6.9%,63.9%,7.6%,370,33.8%,21,5.7%,18.1%,13.4%,11.6%
7:10 PM,Sonny Gray,vs,113.2,461,3.62,0.242,0.298,1.17,0.148,0.391,12,0.95,166,22.3%,21.3%,23.0%,10.6%,7.76,30,6.5%,63.8%,7.4%,330,38.5%,22,6.7%,21.8%,12.5%,18.5%
9:40 PM,Bryan Woo,vs,120.1,497,3.20,0.241,0.287,1.15,0.138,0.379,13,0.97,176,25.2%,24.5%,19.9%,13.4%,9.12,26,5.2%,67.6%,7.3%,346,42.5%,23,6.6%,28.6%,12.1%,15.6%
9:40 PM,Drew Anderson,@,63.2,277,3.85,0.239,0.312,1.32,0.162,0.401,9,1.27,99,29.3%,28.2%,22.4%,14.2%,11.03,25,9.0%,62.3%,7.2%,170,39.4%,13,7.6%,23.5%,20.0%,10.0%
7:15 PM,Bryce Elder,vs,119.2,503,4.53,0.238,0.305,1.25,0.162,0.400,19,1.43,183,22.4%,20.1%,22.5%,10.4%,7.60,40,8.0%,62.7%,6.8%,360,41.1%,23,6.4%,26.4%,20.0%,18.1%
6:40 PM,Jake Irvin,@,56.2,248,4.67,0.235,0.322,1.32,0.171,0.406,9,1.43,88,25.1%,23.8%,18.2%,11.6%,9.37,24,9.7%,60.9%,8.5%,159,45.9%,21,13.2%,32.1%,17.6%,23.3%
6:40 PM,Tanner Bibee,vs,132.1,537,4.52,0.233,0.297,1.15,0.159,0.392,20,1.36,192,23.8%,18.4%,16.7%,11.1%,6.73,38,7.1%,64.9%,7.8%,395,39.5%,33,8.4%,27.6%,15.6%,20.8%
2:20 PM,Eric Lauer,@,88.0,365,5.87,0.230,0.318,1.19,0.212,0.442,20,2.05,146,18.2%,15.3%,13.1%,9.4%,5.73,29,7.9%,62.3%,6.3%,277,34.7%,31,11.2%,37.5%,18.3%,19.5%
7:40 PM,Paul Skenes,@,124.2,511,2.93,0.229,0.291,1.11,0.150,0.379,13,0.94,177,28.5%,30.3%,22.6%,14.7%,11.19,32,6.3%,60.5%,6.3%,316,38.0%,22,7.0%,23.4%,16.2%,14.2%
2:20 PM,Shota Imanaga,vs,127.2,510,4.43,0.226,0.297,1.07,0.193,0.419,24,1.69,200,29.1%,23.3%,19.3%,15.0%,8.39,29,5.7%,59.1%,6.0%,359,35.1%,34,9.5%,30.9%,19.8%,20.1%
7:40 PM,Kyle Harrison,vs,83.2,341,3.10,0.221,0.279,1.08,0.145,0.366,10,1.08,116,29.0%,29.6%,20.2%,14.4%,10.86,20,5.9%,64.3%,7.7%,216,36.6%,14,6.5%,30.1%,13.8%,17.6%
7:10 PM,Sean Burke,@,124.1,504,3.29,0.219,0.286,1.10,0.144,0.363,13,0.94,166,25.9%,27.8%,20.9%,12.6%,10.13,37,7.3%,64.2%,7.4%,319,36.1%,25,7.8%,30.4%,10.3%,20.4%
6:40 PM,Christian Scott,@,69.1,295,3.48,0.215,0.293,1.24,0.135,0.350,7,0.91,91,25.8%,28.8%,20.4%,12.5%,11.03,30,10.2%,58.8%,6.9%,175,34.3%,11,6.3%,26.9%,14.9%,18.3%
6:35 PM,Reid Detmers,@,125.0,512,3.35,0.214,0.280,1.10,0.149,0.363,15,1.08,168,28.9%,28.3%,21.0%,14.2%,10.44,38,7.4%,65.1%,7.9%,326,37.4%,26,8.0%,30.1%,12.2%,14.7%
9:40 PM,Casey Mize,@,86.2,341,2.58,0.211,0.258,0.99,0.123,0.334,5,0.52,106,27.8%,24.9%,20.7%,13.4%,8.83,19,5.6%,65.6%,7.1%,236,35.6%,15,6.4%,29.7%,5.7%,20.8%
2:10 PM,Hunter Brown,vs,52.2,223,4.43,0.202,0.295,1.29,0.122,0.324,6,1.03,61,27.7%,24.7%,20.1%,11.6%,9.40,30,13.5%,55.6%,6.6%,134,38.1%,9,6.7%,23.1%,16.1%,11.9%
7:15 PM,Eury Perez,@,104.2,423,3.97,0.201,0.289,1.10,0.161,0.362,13,1.12,135,27.9%,26.2%,19.9%,14.4%,9.54,40,9.5%,61.9%,7.5%,263,38.8%,27,10.3%,28.9%,14.5%,18.3%
2:35 PM,Cody Bradford,vs,-,0,-,-,-,-,-,-,0,-,0,-,-,-,-,-,0,-,-,-,0,-,0,-,-,-,-
