Matchup,SD @ TEX
Pitcher,Randy Vasquez
Pitcher Team,SD
Opposing Team,TEX

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,9.2,1.45,="10-38",.263,.395,0.132,1,0,1,3,19.0,4,.333,.728
Batting Second,10.1,1.26,="9-38",.237,.447,0.210,2,2,0,2,23.8,4,.310,.757
Batting Third,7.0,2.57,="13-33",.394,.818,0.424,3,5,0,5,17.5,5,.487,1.305
Batting Fourth,8.1,1.56,="10-35",.286,.286,0.000,0,0,0,1,18.4,3,.342,.628
Batting Fifth,8.1,1.20,="8-31",.258,.452,0.194,1,1,1,5,11.4,2,.314,.766
Batting Sixth,8.0,1.00,="8-30",.267,.567,0.300,2,3,0,5,19.4,0,.290,.857
Batting Seventh,6.2,1.35,="8-27",.296,.519,0.223,1,3,0,5,20.7,1,.310,.829
Batting Eighth,8.0,0.75,="4-25",.160,.200,0.040,0,1,0,1,10.7,2,.214,.414
Batting Ninth,7.1,0.95,="6-27",.222,.333,0.111,1,0,0,1,25.0,1,.250,.583

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Joc Pederson LHB,Batting First ​,="25-86",.291,.628,0.337,7,4,2,17,18.2,10,.378,1.006
Josh Jung RHB,Batting Second ​,="19-64",.297,.422,0.125,2,2,0,10,13.7,6,.370,.792
Wyatt Langford RHB,Batting Third ​,="12-29",.414,.552,0.138,1,1,0,2,20.0,1,.433,.985
Brandon Nimmo LHB,Batting Fourth ​,="9-31",.290,.387,0.097,0,3,0,1,12.5,1,.313,.700
Ezequiel Duran RHB,Batting Fifth ​,="23-70",.329,.543,0.214,2,5,2,18,22.7,5,.373,.916
Alejandro Osuna LHB,Batting Sixth ​,="7-32",.219,.250,0.031,0,1,0,2,14.3,1,.265,.515
Jake Burger RHB,Batting Seventh ​,="10-33",.303,.455,0.152,1,2,0,6,19.4,3,.361,.816
Nicky Lopez LHB,Batting Eighth ​,="5-10",.500,.500,0.000,0,0,0,1,10.0,0,.500,1.000
Elias Diaz RHB,Batting Ninth ​,="6-21",.286,.524,0.238,1,2,0,2,19.0,0,.286,.810
