Matchup,LAD @ NYM
Pitcher,Sean Manaea
Pitcher Team,NYM
Opposing Team,LAD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,79.2,353,0.260,0.340,0.454,0.194,1.36,12,1.36,7.4%,21.5%,22.7%,17.5%,10.7%,9.04,54.5%,7.5%,8.4%,40.1%,26.6%,19.0%,24.5%
vsLHB,28.1,117,0.220,0.272,0.349,0.128,1.06,3,0.95,5.1%,28.9%,31.6%,24.5%,14.0%,11.75,61.5%,8.0%,7.0%,35.2%,16.9%,25.0%,12.7%
vsRHB,51.0,236,0.282,0.374,0.510,0.228,1.53,9,1.59,8.5%,18.1%,18.2%,14.1%,9.1%,7.59,51.0%,7.2%,9.0%,42.2%,30.7%,17.6%,29.5%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Shohei Ohtani LHB,,+320,32,4.60,10,2,2,85.3,320.0,3,2,20.0%,-,-,50.0%,20.0%,75.3,50.0%,50.0%,41.7%,100.0%,50.0%,40.0%,50.0%,10.0%,50.0%,30.0%,40.0%,30.0%,62.5%
Max Muncy LHB,—,N/A,22,3.80,10,1,1,88.2,201.1,2,1,10.0%,10.0%,30.0%,30.0%,30.0%,72.5,23.1%,38.5%,15.4%,92.9%,40.0%,20.0%,50.0%,20.0%,30.0%,50.0%,10.0%,40.0%,42.9%
Freddie Freeman LHB,,+720,23,4.40,10,1,1,89.7,332.7,4,3,-,-,10.0%,50.0%,30.0%,70.8,-,50.0%,28.6%,100.0%,50.0%,30.0%,33.3%,20.0%,50.0%,30.0%,50.0%,20.0%,60.0%
Alex Call RHB,,+1060,7,1.60,10,1,1,89.5,260.4,3,2,10.0%,10.0%,20.0%,30.0%,30.0%,65.4,-,50.0%,12.5%,100.0%,40.0%,20.0%,50.0%,20.0%,50.0%,30.0%,50.0%,20.0%,42.9%
Andy Pages RHB,,+406,20,4.60,10,1,1,89.9,259.0,1,1,10.0%,10.0%,10.0%,60.0%,40.0%,74.6,56.2%,43.8%,25.0%,100.0%,80.0%,50.0%,20.0%,30.0%,20.0%,20.0%,60.0%,20.0%,57.1%
Mookie Betts RHB,,+560,22,4.20,10,0,0,94.5,272.0,1,1,10.0%,-,-,60.0%,30.0%,70.2,-,70.0%,30.0%,100.0%,50.0%,20.0%,0.0%,30.0%,50.0%,40.0%,60.0%,-,33.3%
Teoscar Hernandez RHB,,+542,27,3.80,10,0,0,92.8,262.7,3,0,-,-,-,40.0%,10.0%,69.5,8.3%,75.0%,16.7%,92.3%,50.0%,50.0%,0.0%,-,40.0%,-,60.0%,40.0%,33.3%
Kyle Tucker LHB,,+800,20,4.00,10,0,1,89.9,268.6,3,2,20.0%,-,-,50.0%,60.0%,72.7,9.1%,54.5%,36.4%,100.0%,50.0%,30.0%,0.0%,20.0%,40.0%,30.0%,40.0%,30.0%,50.0%
Alex Freeland SHB,—,N/A,3,2.40,10,0,0,87.2,273.6,3,1,-,-,-,20.0%,30.0%,70.7,14.3%,50.0%,14.3%,100.0%,60.0%,40.0%,0.0%,20.0%,40.0%,20.0%,40.0%,40.0%,33.3%
Miguel Rojas RHB,,+710,24,2.60,10,0,0,89.1,234.8,2,0,-,-,10.0%,30.0%,30.0%,68.2,-,54.5%,9.1%,100.0%,40.0%,10.0%,0.0%,30.0%,40.0%,20.0%,50.0%,30.0%,50.0%
Dalton Rushing LHB,,+544,19,3.40,10,0,1,93.3,261.1,2,1,20.0%,20.0%,50.0%,60.0%,40.0%,72.8,38.5%,53.8%,38.5%,92.9%,70.0%,30.0%,0.0%,40.0%,30.0%,60.0%,20.0%,20.0%,55.6%
Tommy Edman SHB,,+520,10,3.80,6,0,0,94.3,211.0,0,0,-,-,-,50.0%,16.7%,75.3,62.5%,50.0%,37.5%,100.0%,33.3%,33.3%,0.0%,-,66.7%,33.3%,50.0%,16.7%,75.0%
Eliezer Alfonzo SHB,—,N/A,-,1.60,2,0,0,90.4,329.6,1,0,-,-,-,-,50.0%,69.3,-,66.7%,-,100.0%,50.0%,50.0%,0.0%,-,50.0%,50.0%,50.0%,-,50.0%
