Matchup,BAL @ SEA
Pitcher,Shane Baz
Pitcher Team,BAL
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,82.0,355,0.264,0.333,0.434,0.170,1.39,8,0.88,9.0%,21.0%,18.9%,17.6%,9.9%,7.35,59.3%,7.1%,8.7%,40.7%,24.9%,11.1%,16.6%
vsLHB,45.2,206,0.288,0.364,0.475,0.186,1.60,4,0.79,10.7%,21.7%,19.9%,19.1%,10.0%,8.08,57.3%,7.2%,9.9%,38.7%,25.4%,11.1%,17.6%
vsRHB,36.1,149,0.231,0.290,0.381,0.149,1.13,4,0.99,6.7%,20.1%,17.4%,15.7%,9.8%,6.44,62.2%,6.9%,7.2%,43.2%,24.3%,11.1%,15.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JP Crawford LHB,,+810,26,19,3.80,3,3,0.467,0.579,1.067,0.600,0.656,21.1%,14.6%,15.8%,7.0%,92.3,314.2,5,3,25.0%,16.7%,25.0%,58.3%,58.3%,71.0,20.0%,24.4%,8.9%,93.8%,50.0%,50.0%,25.0%,25.0%,33.3%,41.7%,25.0%,33.3%
Colt Emerson LHB,,+740,36,18,3.60,3,3,0.333,0.333,0.889,0.556,0.519,-,40.0%,27.8%,30.5%,84.5,248.6,3,3,7.7%,-,15.4%,30.8%,15.4%,72.3,27.9%,16.3%,2.3%,97.7%,30.8%,75.0%,15.4%,23.1%,30.8%,30.8%,38.5%,69.2%
Dominic Canzone LHB,,+420,25,13,3.80,2,3,0.462,0.462,1.077,0.615,0.655,-,21.4%,-,13.6%,94.8,299.7,6,3,23.1%,-,7.7%,53.8%,61.5%,75.6,59.3%,37.0%,18.5%,96.4%,30.8%,50.0%,46.2%,15.4%,15.4%,53.8%,30.8%,36.4%
Josh Naylor LHB,,+526,26,17,4.20,1,1,0.286,0.412,0.571,0.286,0.422,11.8%,12.0%,5.9%,6.0%,86.5,209.2,2,2,-,-,15.4%,30.8%,15.4%,69.6,4.5%,31.8%,9.1%,88.0%,15.4%,50.0%,7.7%,38.5%,38.5%,23.1%,38.5%,33.3%
Mitch Garver RHB,—,N/A,24,16,3.80,1,1,0.231,0.375,0.462,0.231,0.364,18.8%,18.5%,25.0%,7.6%,93.4,301.6,5,1,11.1%,11.1%,44.4%,55.6%,33.3%,72.9,23.1%,23.1%,11.5%,96.3%,55.6%,20.0%,22.2%,22.2%,55.6%,44.4%,-,36.8%
Julio Rodriguez RHB,,+410,23,23,4.40,0,0,0.227,0.261,0.227,-,0.222,4.3%,10.5%,4.3%,4.9%,89.4,266.7,2,1,-,-,15.0%,50.0%,20.0%,76.3,70.6%,26.5%,8.8%,94.4%,10.0%,0.0%,25.0%,65.0%,35.0%,50.0%,15.0%,19.2%
Cole Young LHB,,+880,11,22,4.60,0,0,0.238,0.273,0.238,-,0.235,-,16.7%,13.6%,9.1%,89.0,268.3,4,2,-,-,22.2%,38.9%,33.3%,72.3,23.5%,32.4%,11.8%,94.4%,38.9%,0.0%,22.2%,27.8%,27.8%,55.6%,16.7%,33.3%
Luke Raley LHB,,+490,27,19,3.80,0,1,0.111,0.158,0.167,0.056,0.148,5.3%,32.6%,26.3%,18.1%,92.6,210.9,4,1,7.7%,-,46.2%,53.8%,30.8%,75.7,60.5%,16.3%,11.6%,93.5%,30.8%,0.0%,30.8%,15.4%,53.8%,7.7%,38.5%,38.9%
Cal Raleigh SHB,,+272,23,19,4.20,0,1,0.111,0.158,0.111,-,0.128,5.3%,32.7%,36.8%,22.5%,90.4,256.9,4,1,9.1%,-,27.3%,45.5%,27.3%,74.1,40.8%,10.2%,8.2%,92.5%,54.5%,0.0%,27.3%,-,27.3%,45.5%,27.3%,61.9%
Victor Robles RHB,,+1100,10,17,3.80,0,1,0.250,0.294,0.250,-,0.248,5.9%,7.1%,-,4.3%,79.7,223.1,1,1,6.2%,-,6.2%,6.2%,12.5%,66.6,-,26.9%,3.8%,96.3%,12.5%,0.0%,6.2%,75.0%,56.2%,31.2%,12.5%,53.8%
Miles Mastrobuoni LHB,—,N/A,6,11,3.60,0,0,0.200,0.273,0.200,-,0.221,9.1%,23.5%,27.3%,8.7%,92.0,315.4,2,1,-,-,-,28.6%,28.6%,66.3,-,41.2%,5.9%,100.0%,28.6%,0.0%,28.6%,42.9%,28.6%,71.4%,-,25.0%
Connor Joe RHB,,N/A,9,9,2.20,0,0,0.375,0.444,0.500,0.125,0.411,11.1%,15.8%,22.2%,7.5%,89.3,244.5,1,1,-,-,16.7%,33.3%,66.7%,73.0,47.1%,17.6%,5.9%,89.5%,50.0%,0.0%,50.0%,-,16.7%,16.7%,66.7%,33.3%
Rob Refsnyder RHB,—,N/A,3,9,2.60,0,0,0.125,0.222,0.125,-,0.171,11.1%,28.6%,22.2%,12.1%,70.2,258.0,1,0,-,-,33.3%,-,33.3%,73.3,30.8%,-,-,100.0%,50.0%,0.0%,16.7%,16.7%,66.7%,16.7%,16.7%,50.0%
