Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Spencer Jones","NYY","Davis Martin","CWS","1","1.000","0.00","3.00","4.00","0","0","0","1","1","2","4","0.0","1.000","1"
"Chase DeLauter","CLE","Brady Singer","CIN","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","0"
"Josh Bell","MIN","Randy Dobnak","KC","2","1.000","1.00","0.50","1.50","1","1","0","0","1","0","3","0.0","1.000","0"
"Pete Crow-Armstrong","CHC","Dustin May","STL","3","1.000","1.00","1.33","2.33","1","1","0","1","2","3","7","0.0","1.000","0"
"Brayan Rocchio","CLE","Brady Singer","CIN","4","1.000","0.75","0.75","1.75","3","0","0","1","1","2","7","0.0","0.833","0"
"Michael Harris II","ATL","Christian Scott","NYM","5","0.800","0.75","0.60","1.40","3","0","0","1","1","3","7","0.0","0.800","0"
"Cam Smith","HOU","Grayson Rodriguez","LAA","3","0.667","0.67","0.67","1.33","0","2","0","0","2","1","4","0.0","0.667","0"
"Jordan Walker","STL","Matthew Boyd","CHC","3","0.667","0.50","1.00","1.67","1","0","0","1","1","3","5","0.0","0.750","1"
"Brandon Marsh","PHI","Ryan Gusto","MIA","3","0.667","0.67","0.33","1.00","1","1","0","0","1","0","3","0.0","0.667","0"
"Amed Rosario","NYY","Davis Martin","CWS","3","0.667","0.67","0.67","1.33","0","2","0","0","2","2","4","0.0","0.667","0"
"Jeff McNeil","ATH","Patrick Sandoval","BOS","6","0.667","0.67","0.17","0.83","3","1","0","0","1","0","5","0.0","0.667","0"
"Kyle Manzardo","CLE","Brady Singer","CIN","9","0.667","0.71","0.67","1.33","2","3","0","1","4","2","12","11.1","0.667","0"
"Eli White","ATL","Sean Manaea","NYM","7","0.571","0.50","1.00","1.57","1","1","0","2","3","3","11","14.3","0.571","0"
"Bryce Eldridge","SF","Shane Drohan","MIL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Dillon Dingler","DET","Trevor Rogers","BAL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.500","0"
"Jared Triolo","PIT","Eduardo Rodriguez","ARI","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"LaMonte Wade Jr.","HOU","Grayson Rodriguez","LAA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","1","2","0.0","0.667","1"
"Donovan Walton","ATH","Patrick Sandoval","BOS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Carson Kelly","CHC","Dustin May","STL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","0","2","50.0","0.500","0"
"Jac Caglianone","KC","Joe Ryan","MIN","4","0.500","1.00","0.25","0.75","1","1","0","0","1","0","3","50.0","0.500","0"
"Max Schuemann","NYY","Davis Martin","CWS","4","0.500","0.67","0.50","1.00","1","0","1","0","1","0","4","25.0","0.500","0"
"Esteury Ruiz","MIA","Jesus Luzardo","PHI","6","0.500","1.00","1.00","1.50","1","0","0","2","2","4","9","50.0","0.500","0"
"Vladimir Guerrero Jr.","TOR","Zack Littell","WSH","8","0.500","0.43","0.38","0.88","3","0","0","1","1","1","7","0.0","0.667","4"
"Daulton Varsho","TOR","Zack Littell","WSH","11","0.455","0.60","0.64","1.09","2","1","0","2","3","2","12","36.4","0.500","1"
"Alejandro Kirk","TOR","Zack Littell","WSH","7","0.429","0.33","0.43","0.86","2","0","0","1","1","3","6","0.0","0.429","0"
