Matchup,TB @ TOR
Pitcher,Kevin Gausman
Pitcher Team,TOR
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,112.1,470,0.242,0.299,0.401,0.159,1.22,15,1.20,6.8%,27.8%,24.7%,19.5%,13.8%,9.29,61.7%,6.2%,8.7%,40.2%,24.9%,16.2%,17.8%
vsLHB,66.1,277,0.234,0.288,0.369,0.135,1.22,6,0.81,7.9%,26.2%,22.4%,17.9%,12.8%,8.41,60.6%,5.5%,7.3%,37.3%,24.4%,10.6%,13.5%
vsRHB,45.2,193,0.253,0.316,0.445,0.192,1.23,9,1.77,5.2%,30.0%,28.0%,21.9%,15.4%,10.64,63.2%,7.3%,10.9%,44.5%,25.8%,24.2%,24.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ryan Vilade RHB,—,N/A,25,3.20,10,2,2,95.1,294.6,5,3,20.0%,10.0%,30.0%,40.0%,40.0%,75.5,61.5%,46.2%,30.8%,92.9%,60.0%,50.0%,40.0%,10.0%,30.0%,40.0%,40.0%,20.0%,20.0%
Richie Palacios LHB,,+1100,17,4.00,10,1,1,85.2,270.9,2,1,10.0%,10.0%,20.0%,30.0%,40.0%,68.2,-,41.7%,25.0%,85.7%,80.0%,50.0%,20.0%,30.0%,20.0%,40.0%,50.0%,10.0%,75.0%
Hunter Feduccia LHB,,+1160,16,3.60,10,1,3,98.5,296.1,5,4,40.0%,10.0%,10.0%,60.0%,30.0%,73.5,36.4%,81.8%,54.5%,100.0%,70.0%,50.0%,20.0%,20.0%,20.0%,20.0%,60.0%,20.0%,60.0%
Victor Mesa Jr. LHB,,+600,31,4.00,10,1,1,82.6,253.9,3,2,-,-,10.0%,20.0%,10.0%,76.8,76.9%,30.8%,7.7%,92.9%,40.0%,40.0%,25.0%,-,10.0%,40.0%,40.0%,20.0%,57.1%
Junior Caminero RHB,,+251,31,4.40,10,1,1,90.1,217.7,1,1,20.0%,20.0%,40.0%,40.0%,30.0%,79.4,84.6%,30.8%,30.8%,92.9%,30.0%,10.0%,100.0%,20.0%,50.0%,70.0%,10.0%,20.0%,50.0%
Jonathan Aranda LHB,,+518,33,3.80,10,0,2,100.9,319.5,6,2,20.0%,-,-,90.0%,40.0%,71.5,13.3%,66.7%,46.7%,83.3%,70.0%,30.0%,0.0%,40.0%,30.0%,20.0%,50.0%,30.0%,50.0%
Yandy Diaz RHB,,+600,17,4.60,10,0,1,88.6,244.5,2,1,10.0%,-,-,30.0%,20.0%,74.3,35.7%,21.4%,21.4%,87.5%,20.0%,10.0%,0.0%,10.0%,60.0%,30.0%,40.0%,30.0%,33.3%
Cedric Mullins LHB,,+487,27,4.00,10,0,0,81.0,193.6,1,0,-,-,20.0%,40.0%,-,70.9,-,87.5%,25.0%,88.9%,20.0%,20.0%,0.0%,-,30.0%,30.0%,40.0%,30.0%,60.0%
Taylor Walls SHB,,+1200,17,3.60,10,0,1,88.4,269.7,3,1,10.0%,-,20.0%,70.0%,40.0%,70.2,-,57.1%,21.4%,93.3%,60.0%,30.0%,0.0%,30.0%,30.0%,40.0%,30.0%,30.0%,28.6%
Nick Fortes RHB,,+875,16,3.20,10,0,1,83.9,245.6,1,1,-,-,30.0%,30.0%,20.0%,72.4,28.6%,21.4%,21.4%,100.0%,20.0%,10.0%,0.0%,10.0%,60.0%,80.0%,20.0%,-,50.0%
Jonny DeLuca RHB,—,N/A,9,3.80,10,0,0,80.8,214.0,1,0,-,-,10.0%,10.0%,10.0%,72.6,35.7%,14.3%,7.1%,93.3%,50.0%,50.0%,0.0%,-,20.0%,30.0%,20.0%,50.0%,60.0%
Chandler Simpson LHB,,+2200,6,3.80,10,0,0,86.8,172.9,0,0,-,-,-,30.0%,-,64.6,-,66.7%,8.3%,92.3%,10.0%,-,-,10.0%,80.0%,30.0%,40.0%,30.0%,28.6%
Ben Williamson RHB,—,N/A,10,3.80,10,0,1,83.9,243.9,1,1,10.0%,-,10.0%,20.0%,60.0%,67.7,-,27.3%,9.1%,100.0%,70.0%,10.0%,0.0%,60.0%,30.0%,10.0%,50.0%,40.0%,0.0%
