Matchup,ARI @ BOS
Pitcher,Merrill Kelly
Pitcher Team,ARI
Opposing Team,BOS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,125.0,541,0.274,0.357,0.489,0.214,1.48,25,1.80,9.8%,21.3%,15.2%,15.4%,10.4%,5.90,61.0%,4.9%,12.7%,44.7%,26.8%,19.4%,18.4%
vsLHB,72.0,328,0.280,0.374,0.526,0.246,1.62,17,2.12,11.0%,18.6%,13.1%,14.1%,8.8%,5.38,58.0%,4.1%,13.4%,46.6%,29.6%,21.9%,19.0%
vsRHB,50.2,213,0.266,0.329,0.432,0.167,1.34,8,1.42,8.0%,25.2%,18.3%,17.1%,12.9%,6.93,65.6%,6.0%,11.5%,41.7%,22.4%,14.3%,17.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
3 Wilyer Abreu LHB,,+390,14,4.40,10,1,2,91.4,324.7,4,3,20.0%,10.0%,20.0%,60.0%,50.0%,74.6,50.0%,42.9%,35.7%,93.3%,50.0%,20.0%,50.0%,30.0%,40.0%,40.0%,50.0%,10.0%,0.0%
9 Mickey Gasper SHB,—,N/A,7,3.40,10,1,1,89.5,232.4,1,0,10.0%,10.0%,30.0%,30.0%,20.0%,72.6,23.1%,53.8%,15.4%,100.0%,40.0%,30.0%,33.3%,10.0%,50.0%,50.0%,30.0%,20.0%,40.0%
7 Jarren Duran LHB,,+610,12,4.00,10,1,1,87.8,203.6,1,1,10.0%,-,10.0%,40.0%,20.0%,76.0,72.7%,36.4%,36.4%,91.7%,40.0%,30.0%,33.3%,10.0%,30.0%,40.0%,10.0%,50.0%,33.3%
4 Willson Contreras RHB,,+491,37,4.40,10,0,0,71.6,219.8,1,0,-,-,20.0%,10.0%,20.0%,76.8,76.5%,5.9%,-,94.4%,30.0%,10.0%,0.0%,20.0%,50.0%,50.0%,-,50.0%,60.0%
8 Andruw Monasterio RHB,,+875,11,4.20,10,0,0,87.6,275.3,4,0,-,-,10.0%,10.0%,50.0%,71.1,5.0%,30.0%,5.0%,87.0%,70.0%,40.0%,0.0%,30.0%,20.0%,20.0%,40.0%,40.0%,33.3%
2 Ceddanne Rafaela RHB,,+790,23,4.60,10,0,2,81.1,257.5,4,2,20.0%,-,20.0%,30.0%,50.0%,69.7,-,42.9%,14.3%,77.8%,70.0%,40.0%,0.0%,30.0%,20.0%,30.0%,40.0%,30.0%,62.5%
5 Adley Rutschman SHB,,+760,17,4.40,10,0,0,90.6,255.8,2,1,-,-,10.0%,50.0%,40.0%,69.8,11.8%,41.2%,17.6%,89.5%,30.0%,10.0%,0.0%,20.0%,60.0%,40.0%,60.0%,-,11.1%
1 Nick Sogard SHB,,+1260,12,4.60,10,0,0,84.1,236.0,2,0,-,-,20.0%,20.0%,40.0%,68.6,7.7%,46.2%,7.7%,92.9%,60.0%,20.0%,0.0%,40.0%,20.0%,30.0%,30.0%,40.0%,12.5%
6 Caleb Durbin RHB,,+980,11,4.40,10,0,0,79.3,205.9,0,0,-,-,10.0%,10.0%,40.0%,70.0,10.0%,50.0%,-,100.0%,50.0%,20.0%,0.0%,30.0%,40.0%,20.0%,70.0%,10.0%,33.3%
