Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Victor Mesa Jr.","TB","Seth Lugo","KC","1","1.000","0.00","3.00","4.00","0","0","0","1","1","3","4","0.0","1.000","1"
"Austin Wells","NYY","Troy Melton","DET","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Eugenio Suarez","CIN","Shane Drohan","MIL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","1"
"Michael Busch","CHC","Walker Buehler","SD","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","2"
"Josh Bell","MIN","Tatsuya Imai","HOU","2","1.000","0.00","3.00","4.00","0","0","0","2","2","3","8","0.0","1.000","0"
"Jac Caglianone","KC","Shane McClanahan","TB","3","0.667","0.00","2.00","2.67","0","0","0","2","2","3","8","33.3","0.667","0"
"Nick Loftin","KC","Shane McClanahan","TB","3","0.667","0.50","1.00","1.67","1","0","0","1","1","2","5","0.0","0.667","0"
"Hunter Goodman","COL","Max Meyer","MIA","6","0.667","0.67","1.00","1.67","2","0","0","2","2","3","10","16.7","0.667","0"
"Josh Jung","TEX","Joey Cantillo","CLE","5","0.600","0.67","0.80","1.40","1","1","0","1","2","2","7","20.0","0.600","0"
"Jake Cronenworth","SD","Colin Rea","CHC","5","0.600","1.00","0.60","1.20","2","0","0","1","1","1","6","40.0","0.600","0"
"Javier Sanoja","MIA","Kyle Freeland","COL","7","0.571","0.57","0.14","0.71","3","1","0","0","1","2","5","0.0","0.571","0"
"Kyle Karros","COL","Max Meyer","MIA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Owen Caissie","MIA","Kyle Freeland","COL","2","0.500","1.00","0.50","1.00","0","1","0","0","1","1","2","50.0","0.500","0"
"Justin Foscue","TEX","Joey Cantillo","CLE","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","0.0","0.667","1"
"Alejandro Kirk","TOR","Freddy Peralta","NYM","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Esteury Ruiz","MIA","Kyle Freeland","COL","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Derek Hill","PHI","Paul Skenes","PIT","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Willi Castro","COL","Max Meyer","MIA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Brandon Nimmo","TEX","Joey Cantillo","CLE","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Junior Caminero","TB","Seth Lugo","KC","6","0.500","0.25","1.00","1.50","1","0","0","2","2","3","9","0.0","0.500","0"
"Manny Machado","SD","Colin Rea","CHC","6","0.500","0.50","0.67","1.17","1","1","0","1","2","1","7","16.7","0.500","0"
"Cedric Mullins","TB","Seth Lugo","KC","11","0.455","0.50","0.36","0.82","3","1","0","1","2","1","9","18.2","0.455","0"
"Jackson Chourio","MIL","Andrew Abbott","CIN","7","0.429","0.25","0.86","1.29","1","0","0","2","2","3","9","14.3","0.500","1"
