Matchup,CHC @ STL
Pitcher,Ben Brown
Pitcher Team,CHC
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,44.2,178,0.186,0.223,0.230,0.043,0.99,1,0.20,7.9%,29.3%,26.4%,24.1%,13.7%,9.47,62.4%,8.0%,6.0%,41.4%,18.1%,4.8%,13.8%
vsLHB,21.2,94,0.205,0.246,0.241,0.036,1.25,0,-,10.6%,30.6%,28.7%,23.9%,14.2%,11.22,67.0%,7.3%,3.5%,38.6%,12.3%,-,12.3%
vsRHB,23.0,84,0.167,0.197,0.218,0.051,0.74,1,0.39,4.8%,27.8%,23.8%,24.4%,13.1%,7.83,57.1%,8.9%,8.5%,44.1%,23.7%,7.1%,15.3%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jordan Walker RHB,+420,14,4.00,2,2,0.333,0.429,0.833,0.500,0.525,7.1%,16.1%,14.3%,9.6%,95.3,20.0%,-,-,50.0%,30.0%,80.3,90.3%,16.1%,12.9%,100.0%,50.0%,20.0%,20.0%,30.0%,30.0%,50.0%,20.0%,38.5%
Alec Burleson LHB,+570,19,4.20,1,3,0.368,0.368,0.632,0.263,0.432,-,35.1%,26.3%,22.4%,93.6,14.3%,7.1%,14.3%,57.1%,42.9%,72.2,21.9%,28.1%,15.6%,86.5%,42.9%,16.7%,14.3%,28.6%,35.7%,28.6%,28.6%,53.8%
JJ Wetherholt LHB,+520,14,4.40,1,2,0.250,0.357,0.500,0.250,0.370,14.3%,25.0%,21.4%,11.4%,97.1,11.1%,-,22.2%,66.7%,22.2%,72.7,20.6%,26.5%,11.8%,94.4%,33.3%,33.3%,11.1%,44.4%,55.6%,22.2%,22.2%,22.2%
Jose Fermin RHB,N/A,12,2.80,1,2,0.333,0.333,0.583,0.250,0.397,-,5.3%,-,2.7%,89.5,8.3%,8.3%,41.7%,41.7%,8.3%,67.0,10.5%,52.6%,10.5%,100.0%,58.3%,14.3%,-,25.0%,58.3%,8.3%,33.3%,20.0%
Pedro Pages RHB,N/A,12,3.40,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,17.4%,25.0%,7.7%,80.5,12.5%,-,12.5%,12.5%,37.5%,72.7,26.3%,21.1%,5.3%,86.4%,50.0%,25.0%,12.5%,25.0%,25.0%,25.0%,50.0%,20.0%
Bryan Torres LHB,+980,9,4.20,1,1,0.500,0.556,0.875,0.375,0.602,11.1%,28.6%,11.1%,11.1%,86.8,-,-,28.6%,42.9%,71.4%,66.5,-,30.8%,7.7%,92.9%,28.6%,50.0%,57.1%,14.3%,42.9%,28.6%,28.6%,33.3%
Nolan Gorman LHB,+630,19,3.00,0,0,0.062,0.211,0.062,-,0.149,15.8%,52.5%,42.1%,28.0%,92.6,-,-,12.5%,37.5%,-,74.3,51.3%,12.8%,5.1%,97.5%,62.5%,0.0%,-,25.0%,37.5%,12.5%,50.0%,42.9%
Ivan Herrera RHB,+630,17,4.20,0,0,0.143,0.294,0.143,-,0.219,17.6%,9.1%,29.4%,3.6%,88.9,-,-,-,22.2%,11.1%,74.3,42.1%,21.1%,10.5%,86.4%,11.1%,0.0%,22.2%,55.6%,33.3%,55.6%,-,37.5%
Masyn Winn RHB,+1200,15,4.00,0,0,0.154,0.267,0.154,-,0.205,13.3%,23.1%,33.3%,8.5%,90.1,-,-,12.5%,62.5%,25.0%,70.4,17.4%,21.7%,8.7%,88.5%,12.5%,0.0%,37.5%,50.0%,25.0%,12.5%,62.5%,18.2%
Thomas Saggese RHB,N/A,14,2.20,0,0,-,-,-,-,-,-,32.1%,42.9%,19.6%,88.2,25.0%,-,-,37.5%,12.5%,72.1,18.5%,22.2%,11.1%,96.4%,12.5%,0.0%,12.5%,75.0%,37.5%,50.0%,12.5%,42.9%
Victor Scott II LHB,+1300,12,3.20,0,0,0.273,0.333,0.364,0.091,0.308,8.3%,9.1%,8.3%,5.0%,91.6,-,-,10.0%,30.0%,60.0%,66.2,-,25.8%,6.5%,96.9%,20.0%,0.0%,40.0%,40.0%,30.0%,50.0%,20.0%,33.3%
