Matchup,TB @ LAA
Pitcher,Grayson Rodriguez
Pitcher Team,LAA
Opposing Team,TB

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,23.1,111,0.302,0.387,0.542,0.240,1.80,4,1.54,11.7%,22.0%,20.7%,17.3%,10.0%,8.87,56.4%,7.1%,10.7%,52.0%,29.3%,18.2%,21.3%
vsLHB,11.1,59,0.333,0.422,0.608,0.275,2.21,3,2.38,13.6%,17.7%,16.9%,12.8%,7.9%,7.94,56.9%,7.5%,12.2%,61.0%,34.1%,21.4%,14.6%
vsRHB,12.0,52,0.267,0.346,0.467,0.200,1.42,1,0.75,9.6%,27.2%,25.0%,23.6%,12.8%,9.75,55.8%,6.6%,8.8%,41.2%,23.5%,12.5%,29.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Cedric Mullins LHB,,N/A,24,10,3.40,2,4,0.250,0.400,1.000,0.750,0.550,20.0%,26.3%,20.0%,11.4%,93.5,339.1,4,4,50.0%,50.0%,66.7%,66.7%,33.3%,70.9,-,25.0%,18.8%,84.2%,66.7%,50.0%,-,16.7%,83.3%,-,16.7%,20.0%
Jonathan Aranda LHB,,N/A,39,13,4.40,1,1,0.222,0.462,0.556,0.333,0.430,30.8%,20.7%,30.8%,7.9%,92.3,326.4,1,1,20.0%,20.0%,40.0%,40.0%,40.0%,70.7,12.0%,12.0%,8.0%,89.3%,20.0%,100.0%,20.0%,60.0%,80.0%,20.0%,-,43.5%
Hunter Feduccia LHB,,N/A,11,12,2.80,1,1,0.300,0.417,0.600,0.300,0.432,16.7%,20.8%,25.0%,9.4%,88.3,332.2,3,1,14.3%,-,14.3%,42.9%,42.9%,70.4,-,26.1%,8.7%,100.0%,42.9%,33.3%,28.6%,14.3%,14.3%,57.1%,28.6%,28.6%
Ryan Vilade RHB,—,N/A,27,7,3.60,1,1,0.429,0.429,0.857,0.429,0.554,-,21.1%,14.3%,11.8%,98.0,273.2,2,1,16.7%,16.7%,33.3%,50.0%,33.3%,75.3,63.2%,21.1%,15.8%,100.0%,33.3%,50.0%,33.3%,33.3%,33.3%,33.3%,33.3%,14.3%
Yandy Diaz RHB,,N/A,19,24,4.60,0,0,0.364,0.417,0.409,0.045,0.367,8.3%,18.4%,16.7%,9.1%,94.1,261.6,2,1,5.6%,-,-,55.6%,22.2%,75.3,51.4%,35.1%,21.6%,97.4%,16.7%,0.0%,16.7%,66.7%,11.1%,66.7%,22.2%,22.7%
Junior Caminero RHB,,N/A,24,17,4.20,0,0,0.214,0.353,0.214,-,0.272,17.6%,25.9%,17.6%,10.4%,90.3,193.8,0,0,-,-,-,54.5%,9.1%,79.6,100.0%,26.1%,17.4%,92.0%,-,-,9.1%,90.9%,36.4%,45.5%,18.2%,7.7%
Ben Williamson RHB,—,N/A,5,17,4.00,0,0,0.250,0.294,0.250,-,0.248,5.9%,15.4%,17.6%,6.2%,89.3,226.6,0,0,-,-,-,38.5%,23.1%,67.9,10.0%,40.0%,-,95.2%,-,-,23.1%,69.2%,15.4%,61.5%,23.1%,15.4%
Taylor Walls SHB,,N/A,18,16,3.80,0,0,0.133,0.188,0.200,0.067,0.176,6.2%,32.3%,43.8%,13.3%,89.7,263.9,3,0,12.5%,12.5%,37.5%,37.5%,37.5%,68.2,3.3%,23.3%,6.7%,96.8%,25.0%,0.0%,37.5%,25.0%,62.5%,-,37.5%,10.5%
Richie Palacios LHB,,N/A,16,16,3.80,0,0,0.083,0.312,0.083,-,0.218,25.0%,34.4%,25.0%,14.7%,74.0,263.1,0,0,-,-,-,-,12.5%,68.7,3.7%,7.4%,-,84.4%,25.0%,0.0%,12.5%,50.0%,50.0%,25.0%,25.0%,29.4%
Victor Mesa Jr. LHB,,N/A,27,13,2.80,0,0,0.222,0.462,0.222,-,0.337,30.8%,48.0%,23.1%,18.2%,90.4,239.6,1,0,-,-,20.0%,40.0%,40.0%,73.5,26.1%,13.0%,8.7%,92.0%,40.0%,0.0%,20.0%,-,20.0%,60.0%,20.0%,37.5%
Nick Fortes RHB,—,N/A,13,12,3.80,0,0,0.091,0.167,0.091,-,0.134,-,14.3%,8.3%,8.6%,92.7,225.4,1,1,-,-,30.0%,50.0%,-,73.6,28.6%,28.6%,14.3%,100.0%,30.0%,0.0%,10.0%,30.0%,60.0%,30.0%,10.0%,42.9%
Chandler Simpson LHB,,N/A,11,12,3.00,0,0,0.182,0.250,0.182,-,0.202,8.3%,15.8%,16.7%,6.4%,76.9,187.0,1,0,-,-,11.1%,-,22.2%,64.6,-,37.5%,-,88.9%,11.1%,0.0%,33.3%,22.2%,22.2%,33.3%,44.4%,21.1%
Austin Slater RHB,—,N/A,4,6,3.80,0,0,0.600,0.667,0.600,-,0.553,16.7%,0.0%,16.7%,-,76.9,-,0,0,-,-,-,-,-,70.3,-,25.0%,-,80.0%,-,-,-,100.0%,75.0%,-,25.0%,75.0%
