Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Zac Veen","COL","Jake Irvin","WSH","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","0"
"Jordan Walker","STL","Trevor Rogers","BAL","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","1"
"Vinnie Pasquantino","KC","Spencer Arrighetti","TOR","1","1.000","1.00","1.00","2.00","0","1","0","0","1","2","2","0.0","1.000","1"
"Garrett Mitchell","MIL","Sean Manaea","NYM","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Brice Turang","MIL","Sean Manaea","NYM","5","1.000","1.00","0.40","1.40","3","2","0","0","2","1","7","0.0","1.000","0"
"Max Kepler","ARI","Landen Roupp","SF","6","0.667","0.67","0.17","0.83","3","1","0","0","1","1","5","0.0","0.667","0"
"Jorbit Vivas","WSH","Gabriel Hughes","COL","2","0.500","1.00","1.00","1.50","0","0","1","0","1","0","3","50.0","0.500","0"
"Lars Nootbaar","ARI","Landen Roupp","SF","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Francisco Lindor","NYM","Jacob Misiorowski","MIL","4","0.500","0.33","0.75","1.25","1","0","0","1","1","1","5","0.0","0.500","0"
"Ildemaro Vargas","ARI","Landen Roupp","SF","4","0.500","0.50","0.25","0.75","1","1","0","0","1","1","3","0.0","0.500","0"
"Nolan Arenado","ARI","Landen Roupp","SF","11","0.455","0.63","0.27","0.73","2","3","0","0","3","1","8","27.3","0.455","0"
"Ha-Seong Kim","ATL","Yoshinobu Yamamoto","LAD","5","0.400","0.25","0.60","1.00","1","0","0","1","1","2","5","20.0","0.333","0"
"Heliot Ramos","NYY","Hayden Wesneski","HOU","5","0.400","0.00","1.20","1.60","0","0","0","2","2","2","8","40.0","0.400","0"
"William Contreras","MIL","Sean Manaea","NYM","11","0.364","0.50","0.36","0.73","2","1","0","1","2","1","8","36.4","0.462","2"
"Mookie Betts","LAD","Chris Sale","ATL","14","0.357","0.33","0.36","0.71","2","2","0","1","3","4","10","14.3","0.375","0"
"Austin Riley","ATL","Yoshinobu Yamamoto","LAD","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"George Springer","TOR","Noah Cameron","KC","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"Jackson Chourio","MIL","Sean Manaea","NYM","6","0.333","0.25","0.50","0.83","1","0","0","1","1","2","5","16.7","0.333","0"
"Gabriel Moreno","ARI","Landen Roupp","SF","6","0.333","0.25","0.67","1.00","0","1","0","1","2","3","6","16.7","0.500","2"
"Freddie Freeman","LAD","Chris Sale","ATL","12","0.333","0.22","0.67","1.00","0","2","0","2","4","4","12","8.3","0.333","0"
"Gary Sanchez","MIL","Sean Manaea","NYM","10","0.300","0.38","0.20","0.50","1","2","0","0","2","2","5","20.0","0.364","1"
"Shohei Ohtani","LAD","Chris Sale","ATL","11","0.273","0.38","0.09","0.36","2","1","0","0","1","1","4","27.3","0.333","1"
"Isaac Paredes","HOU","Gerrit Cole","NYY","23","0.261","0.32","0.04","0.30","5","1","0","0","1","4","7","17.4","0.292","1"
"Sean Murphy","ATL","Yoshinobu Yamamoto","LAD","4","0.250","0.50","0.25","0.50","0","1","0","0","1","0","2","50.0","0.250","0"
"Dominic Smith","ATL","Yoshinobu Yamamoto","LAD","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Hunter Goodman","COL","Jake Irvin","WSH","8","0.250","0.25","0.38","0.63","1","0","0","1","1","2","5","37.5","0.250","0"
"Andrew Vaughn","MIL","Sean Manaea","NYM","8","0.250","0.33","0.13","0.38","1","1","0","0","1","1","3","25.0","0.333","1"
"Teoscar Hernandez","LAD","Chris Sale","ATL","20","0.250","0.33","0.25","0.50","2","2","0","1","3","2","10","40.0","0.360","3"
"Jose Altuve","HOU","Gerrit Cole","NYY","13","0.231","0.25","0.08","0.31","2","1","0","0","1","1","4","15.4","0.313","2"
"Enrique Hernandez","LAD","Chris Sale","ATL","9","0.222","0.40","0.11","0.33","1","1","0","0","1","0","3","44.4","0.222","0"
"Mickey Moniak","COL","Jake Irvin","WSH","5","0.200","0.33","0.40","0.60","0","0","1","0","1","0","3","40.0","0.200","0"
"Christian Vazquez","HOU","Gerrit Cole","NYY","27","0.185","0.24","0.04","0.22","4","1","0","0","1","1","6","25.9","0.207","0"
"Corbin Carroll","ARI","Landen Roupp","SF","11","0.182","0.25","0.18","0.36","1","0","1","0","1","0","4","27.3","0.182","0"
"Mike Yastrzemski","ATL","Yoshinobu Yamamoto","LAD","6","0.167","0.33","0.17","0.33","0","1","0","0","1","0","2","50.0","0.375","2"
"Yordan Alvarez","HOU","Gerrit Cole","NYY","12","0.167","0.00","0.50","0.67","0","0","0","2","2","2","8","75.0","0.231","0"
"Kyle Tucker","LAD","Chris Sale","ATL","12","0.083","0.13","0.08","0.17","0","1","0","0","1","2","2","41.7","0.077","0"
