Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Freddy Fermin","SD","Braxton Ashcraft","PIT","1","1.000","1.00","1.00","2.00","0","1","0","0","1","0","2","0.0","1.000","0"
"Kody Clemens","MIN","Jeffrey Springs","ATH","1","1.000","1.00","2.00","3.00","0","0","1","0","1","1","3","0.0","1.000","0"
"Zach Neto","LAA","Parker Messick","CLE","2","1.000","1.00","1.50","2.50","1","0","0","1","1","2","5","0.0","1.000","1"
"Spencer Torkelson","DET","Drew Rasmussen","TB","3","0.667","0.67","0.67","1.33","0","2","0","0","2","1","4","0.0","0.667","0"
"Corey Julks","DET","Drew Rasmussen","TB","3","0.667","0.67","0.33","1.00","1","1","0","0","1","1","3","0.0","0.667","0"
"Tommy White","ATH","Zebby Matthews","MIN","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Nathaniel Lowe","CLE","George Klassen","LAA","2","0.500","0.50","0.50","1.00","0","1","0","0","1","3","2","0.0","0.500","0"
"Cal Raleigh","SEA","Zack Wheeler","PHI","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.667","1"
"Danny Jansen","TEX","José Urquidy","CWS","2","0.500","0.00","1.50","2.00","0","0","0","1","1","1","4","0.0","0.500","0"
"Michael Busch","CHC","Merrill Kelly","ARI","8","0.500","0.43","0.75","1.25","1","1","1","1","3","5","10","0.0","0.600","2"
"Bryson Stott","PHI","Logan Gilbert","SEA","7","0.429","0.75","0.14","0.57","2","1","0","0","1","1","4","42.9","0.500","1"
"Lars Nootbaar","ARI","Kevin Gausman","CHC","7","0.429","0.43","0.14","0.57","2","1","0","0","1","1","4","0.0","0.500","1"
"Pete Crow-Armstrong","CHC","Merrill Kelly","ARI","5","0.400","0.40","0.40","0.80","0","2","0","0","2","1","4","0.0","0.500","1"
"Taylor Walls","TB","Framber Valdez","DET","8","0.375","0.38","0.38","0.75","1","1","1","0","2","0","6","0.0","0.375","0"
"Michael Conforto","CHC","Merrill Kelly","ARI","14","0.357","0.42","0.21","0.57","2","3","0","0","3","1","8","14.3","0.500","4"
"TJ Rumfield","COL","Cade Cavalli","WSH","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Jake McCarthy","COL","Cade Cavalli","WSH","3","0.333","0.50","0.33","0.67","0","1","0","0","1","0","2","33.3","0.333","0"
"J.T. Realmuto","PHI","Logan Gilbert","SEA","6","0.333","0.33","0.50","0.83","1","0","0","1","1","1","5","33.3","0.333","0"
"Corey Seager","TEX","José Urquidy","CWS","9","0.333","0.29","0.44","0.78","1","1","0","1","2","2","7","11.1","0.333","0"
"Willson Contreras","BOS","Sandy Alcantara","MIA","10","0.300","0.29","0.40","0.70","1","1","0","1","2","2","7","20.0","0.462","2"
"Kyle Schwarber","PHI","Logan Gilbert","SEA","14","0.286","0.50","0.29","0.57","2","1","0","1","2","2","8","50.0","0.286","0"
"Ian Happ","CHC","Merrill Kelly","ARI","18","0.278","0.33","0.06","0.33","4","1","0","0","1","0","6","16.7","0.350","2"
"Yandy Diaz","TB","Framber Valdez","DET","12","0.250","0.38","0.08","0.33","2","1","0","0","1","2","4","33.3","0.471","5"
"Max Kepler","ARI","Kevin Gausman","CHC","17","0.235","0.25","0.18","0.41","3","0","0","1","1","2","7","23.5","0.278","1"
"Seiya Suzuki","CHC","Merrill Kelly","ARI","13","0.231","0.43","0.08","0.31","2","1","0","0","1","0","4","46.2","0.286","1"
"Gleyber Torres","DET","Drew Rasmussen","TB","9","0.222","0.29","0.11","0.33","1","1","0","0","1","0","3","22.2","0.300","1"
"Victor Robles","SEA","Zack Wheeler","PHI","29","0.207","0.27","0.03","0.24","5","1","0","0","1","1","7","24.1","0.258","2"
"Jared Triolo","PIT","Robbie Ray","SD","5","0.200","0.25","0.20","0.40","0","1","0","0","1","0","2","20.0","0.200","0"
"Cedric Mullins","TB","Framber Valdez","DET","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","40.0","0.200","0"
"Tyrone Taylor","CHC","Merrill Kelly","ARI","10","0.200","0.22","0.10","0.30","1","1","0","0","1","3","3","10.0","0.200","0"
"Nick Fortes","TB","Framber Valdez","DET","6","0.167","0.17","0.17","0.33","0","1","0","0","1","0","2","0.0","0.167","0"
"Javier Baez","DET","Drew Rasmussen","TB","6","0.167","0.33","0.17","0.33","0","1","0","0","1","2","2","50.0","0.167","0"
"Luis Arraez","PHI","Logan Gilbert","SEA","12","0.167","0.11","0.33","0.50","0","1","0","1","2","2","6","16.7","0.167","0"
"Nolan Arenado","ARI","Kevin Gausman","CHC","21","0.143","0.11","0.14","0.29","2","0","0","1","1","2","6","9.5","0.250","3"
"Trea Turner","PHI","Logan Gilbert","SEA","8","0.125","0.00","0.38","0.50","0","0","0","1","1","3","4","12.5","0.125","0"
"Brandon Marsh","PHI","Logan Gilbert","SEA","17","0.118","0.18","0.06","0.18","1","1","0","0","1","0","3","35.3","0.118","0"
