Matchup,HOU @ CWS
Pitcher,Sean Burke
Pitcher Team,CWS
Opposing Team,HOU

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,112.1,458,0.224,0.293,0.378,0.154,1.13,13,1.04,7.4%,24.6%,26.2%,20.1%,11.9%,9.61,64.1%,7.2%,7.4%,35.4%,30.0%,11.2%,20.5%
vsLHB,69.2,284,0.218,0.292,0.385,0.167,1.13,9,1.16,8.1%,23.7%,26.4%,20.9%,11.6%,9.69,64.8%,7.0%,7.6%,37.0%,32.1%,13.6%,20.1%
vsRHB,41.2,174,0.234,0.296,0.367,0.133,1.15,4,0.86,6.3%,26.1%,25.9%,18.8%,12.4%,9.72,62.9%,7.6%,7.1%,32.7%,26.5%,6.7%,21.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Taylor Trammell LHB,—,N/A,21,2.20,10,2,3,96.0,332.9,6,5,30.0%,20.0%,30.0%,60.0%,40.0%,77.6,80.0%,40.0%,26.7%,100.0%,90.0%,70.0%,28.6%,20.0%,10.0%,30.0%,50.0%,20.0%,28.6%
Yordan Alvarez LHB,,+235,24,4.20,10,2,3,99.1,339.2,4,3,40.0%,10.0%,20.0%,70.0%,40.0%,78.2,90.0%,80.0%,50.0%,100.0%,70.0%,50.0%,40.0%,20.0%,30.0%,50.0%,20.0%,30.0%,25.0%
Jose Altuve RHB,,+660,28,4.40,10,1,1,91.7,289.4,4,2,-,-,20.0%,40.0%,40.0%,70.7,20.0%,53.3%,20.0%,93.8%,60.0%,50.0%,20.0%,10.0%,30.0%,30.0%,40.0%,30.0%,44.4%
Isaac Paredes RHB,,+437,22,4.20,10,1,1,84.6,241.8,1,1,10.0%,10.0%,60.0%,30.0%,30.0%,67.7,9.1%,54.5%,18.2%,91.7%,80.0%,60.0%,16.7%,20.0%,-,60.0%,30.0%,10.0%,0.0%
Jeremy Pena RHB,,+563,25,4.00,10,1,2,93.1,285.3,2,1,-,-,10.0%,50.0%,40.0%,72.1,20.0%,53.3%,26.7%,93.8%,60.0%,20.0%,50.0%,40.0%,40.0%,40.0%,40.0%,20.0%,87.5%
Cam Smith RHB,,+574,24,3.80,10,1,1,84.6,220.5,1,1,10.0%,10.0%,10.0%,30.0%,20.0%,78.4,69.2%,23.1%,15.4%,86.7%,40.0%,30.0%,33.3%,10.0%,40.0%,40.0%,30.0%,30.0%,62.5%
Yainer Diaz RHB,,+750,25,3.80,10,0,0,93.2,276.6,3,1,-,-,10.0%,50.0%,60.0%,72.0,8.3%,58.3%,33.3%,85.7%,60.0%,10.0%,0.0%,50.0%,40.0%,30.0%,50.0%,20.0%,40.0%
Christian Walker RHB,,+369,34,2.80,10,0,0,85.7,219.1,1,0,-,-,10.0%,40.0%,30.0%,75.4,53.3%,20.0%,6.7%,93.8%,40.0%,20.0%,0.0%,20.0%,40.0%,30.0%,60.0%,10.0%,20.0%
Christian Vazquez RHB,—,N/A,21,3.20,10,0,0,81.2,266.2,1,0,-,-,20.0%,20.0%,20.0%,67.2,-,60.0%,10.0%,76.9%,40.0%,20.0%,0.0%,20.0%,50.0%,20.0%,30.0%,50.0%,62.5%
Nick Allen RHB,—,N/A,9,2.60,10,0,0,77.3,275.6,2,0,-,-,20.0%,30.0%,20.0%,68.8,-,45.5%,9.1%,100.0%,30.0%,10.0%,0.0%,20.0%,40.0%,40.0%,30.0%,30.0%,50.0%
LaMonte Wade Jr. LHB,,+920,12,3.60,10,0,0,83.4,241.8,1,1,-,-,10.0%,40.0%,20.0%,70.3,-,50.0%,10.0%,90.9%,30.0%,10.0%,0.0%,20.0%,40.0%,30.0%,40.0%,30.0%,33.3%
Zach Dezenzo RHB,—,N/A,16,2.40,10,0,1,85.6,261.5,2,0,20.0%,10.0%,10.0%,30.0%,30.0%,75.6,58.8%,35.3%,17.6%,94.4%,50.0%,20.0%,0.0%,30.0%,50.0%,60.0%,20.0%,20.0%,50.0%
Lucas Spence LHB,—,N/A,5,3.80,5,0,0,93.6,290.5,2,1,-,-,20.0%,40.0%,40.0%,73.3,20.0%,100.0%,-,100.0%,80.0%,40.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,33.3%
