Matchup,ATL @ CWS
Pitcher,Grant Holmes
Pitcher Team,ATL
Opposing Team,CWS

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,117.2,507,0.241,0.321,0.415,0.174,1.35,19,1.45,10.1%,26.9%,18.9%,19.3%,13.0%,7.34,59.3%,7.0%,9.0%,43.0%,27.2%,17.5%,20.2%
vsLHB,70.0,298,0.228,0.319,0.409,0.181,1.34,12,1.54,11.7%,25.9%,18.8%,20.1%,12.2%,7.20,59.2%,6.6%,10.7%,46.3%,29.3%,20.0%,19.5%
vsRHB,47.1,209,0.259,0.324,0.423,0.164,1.37,7,1.33,7.7%,28.3%,19.1%,18.3%,14.1%,7.61,59.3%,7.7%,6.6%,38.4%,24.5%,13.5%,21.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Munetaka Murakami LHB,,+272,29,5.00,10,2,2,96.1,274.1,4,3,30.0%,10.0%,20.0%,60.0%,20.0%,72.2,31.2%,50.0%,25.0%,94.1%,50.0%,40.0%,50.0%,10.0%,30.0%,20.0%,20.0%,60.0%,44.4%
Miguel Vargas RHB,,+369,27,4.80,10,2,2,94.6,348.5,5,3,30.0%,30.0%,30.0%,60.0%,40.0%,73.2,36.4%,72.7%,27.3%,100.0%,60.0%,40.0%,50.0%,20.0%,40.0%,60.0%,30.0%,10.0%,33.3%
Tristan Peters LHB,,+900,18,3.20,10,1,1,86.8,263.0,2,1,10.0%,10.0%,30.0%,30.0%,60.0%,68.5,-,46.7%,6.7%,93.8%,70.0%,20.0%,0.0%,50.0%,30.0%,50.0%,10.0%,40.0%,50.0%
Andrew Benintendi LHB,,+500,13,3.00,10,1,1,92.3,276.7,2,2,10.0%,10.0%,20.0%,30.0%,50.0%,70.8,7.1%,57.1%,14.3%,100.0%,90.0%,50.0%,20.0%,40.0%,10.0%,30.0%,50.0%,20.0%,44.4%
Drew Romo SHB,,+910,18,4.00,10,1,1,85.1,249.7,1,1,10.0%,10.0%,20.0%,30.0%,30.0%,70.3,15.4%,46.2%,15.4%,86.7%,50.0%,30.0%,33.3%,20.0%,40.0%,50.0%,30.0%,20.0%,100.0%
Colson Montgomery LHB,,+366,27,4.20,10,1,1,91.3,287.4,4,3,10.0%,10.0%,20.0%,50.0%,40.0%,77.0,64.7%,35.3%,23.5%,100.0%,70.0%,60.0%,16.7%,10.0%,20.0%,20.0%,60.0%,20.0%,62.5%
Sam Antonacci LHB,,+850,9,4.40,10,0,0,88.9,241.4,2,0,-,-,10.0%,20.0%,30.0%,71.7,18.2%,63.6%,9.1%,91.7%,40.0%,10.0%,0.0%,30.0%,60.0%,40.0%,60.0%,-,62.5%
Braden Montgomery SHB,,+710,16,4.40,10,0,1,94.6,279.2,1,1,10.0%,-,-,70.0%,30.0%,69.2,6.2%,50.0%,25.0%,88.9%,40.0%,10.0%,0.0%,30.0%,60.0%,30.0%,50.0%,20.0%,66.7%
Randal Grichuk RHB,—,N/A,26,2.20,10,0,0,97.9,264.4,2,0,-,-,20.0%,70.0%,20.0%,75.5,61.5%,69.2%,53.8%,92.9%,50.0%,20.0%,0.0%,30.0%,50.0%,40.0%,50.0%,10.0%,25.0%
Brenton Doyle RHB,—,N/A,20,3.00,10,0,0,89.0,290.1,2,0,-,-,10.0%,40.0%,20.0%,71.7,-,58.3%,8.3%,92.3%,50.0%,30.0%,0.0%,20.0%,50.0%,30.0%,50.0%,20.0%,28.6%
Jake Rogers RHB,—,N/A,18,3.80,10,0,1,85.3,295.4,3,1,20.0%,20.0%,40.0%,40.0%,60.0%,70.7,-,50.0%,21.4%,87.5%,60.0%,10.0%,0.0%,50.0%,30.0%,50.0%,40.0%,10.0%,42.9%
Luisangel Acuna RHB,—,N/A,10,3.60,10,0,0,80.4,179.6,0,0,-,-,-,20.0%,20.0%,71.8,33.3%,33.3%,-,93.8%,10.0%,-,-,10.0%,80.0%,60.0%,20.0%,20.0%,33.3%
Chase Meidroth RHB,,+1000,15,4.20,10,0,0,92.7,191.1,1,0,-,-,10.0%,50.0%,20.0%,67.3,-,75.0%,16.7%,92.3%,40.0%,10.0%,0.0%,30.0%,60.0%,40.0%,30.0%,30.0%,11.1%
