Matchup,CLE @ BAL
Pitcher,Joey Cantillo
Pitcher Team,CLE
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,141.2,617,0.254,0.329,0.403,0.148,1.48,16,1.02,11.7%,29.7%,24.3%,22.0%,13.3%,9.53,55.2%,6.7%,7.7%,38.6%,26.3%,15.5%,17.1%
vsLHB,36.1,151,0.242,0.317,0.379,0.136,1.38,3,0.74,11.9%,22.0%,17.2%,15.9%,10.7%,6.44,53.9%,6.6%,8.5%,36.8%,26.4%,10.7%,17.9%
vsRHB,104.2,466,0.258,0.332,0.410,0.152,1.52,13,1.12,11.6%,32.4%,26.6%,23.9%,14.1%,10.66,55.7%,6.7%,7.4%,39.3%,26.3%,17.3%,16.8%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Gunnar Henderson LHB,,+640,12,4.00,8,2,2,88.0,323.0,2,2,25.0%,12.5%,12.5%,37.5%,50.0%,72.5,25.0%,37.5%,25.0%,72.7%,50.0%,25.0%,50.0%,25.0%,50.0%,37.5%,25.0%,37.5%,40.0%
Samuel Basallo LHB,—,N/A,13,3.00,8,1,1,85.1,297.5,4,1,25.0%,25.0%,25.0%,25.0%,25.0%,74.1,55.6%,55.6%,22.2%,81.8%,50.0%,37.5%,33.3%,12.5%,37.5%,37.5%,25.0%,37.5%,40.0%
Pete Alonso RHB,,+410,31,4.20,8,1,2,95.9,370.8,3,3,37.5%,-,-,62.5%,25.0%,76.5,44.4%,77.8%,55.6%,90.0%,50.0%,37.5%,33.3%,12.5%,50.0%,25.0%,75.0%,-,0.0%
Colton Cowser LHB,,+525,16,3.60,8,1,1,88.3,267.9,3,1,12.5%,12.5%,25.0%,37.5%,25.0%,74.4,57.1%,35.7%,14.3%,87.5%,37.5%,12.5%,100.0%,25.0%,50.0%,50.0%,37.5%,12.5%,20.0%
Christian Encarnacion-Strand RHB,,+572,33,3.40,8,1,2,86.9,288.5,4,1,-,-,37.5%,25.0%,50.0%,73.5,27.3%,54.5%,9.1%,91.7%,87.5%,62.5%,20.0%,25.0%,12.5%,50.0%,25.0%,25.0%,50.0%
Coby Mayo RHB,,+582,37,2.80,8,1,1,87.9,270.4,2,2,12.5%,12.5%,25.0%,37.5%,50.0%,75.8,44.4%,66.7%,22.2%,100.0%,62.5%,12.5%,0.0%,50.0%,37.5%,50.0%,25.0%,25.0%,25.0%
Leody Taveras SHB,,+980,17,3.20,8,0,0,91.9,335.1,1,0,-,-,-,50.0%,-,74.3,60.0%,50.0%,30.0%,90.9%,12.5%,12.5%,0.0%,-,87.5%,75.0%,25.0%,-,66.7%
Dylan Beavers LHB,,+495,7,3.60,8,0,0,77.5,255.6,2,0,-,-,-,12.5%,62.5%,72.9,18.2%,27.3%,-,91.7%,37.5%,25.0%,0.0%,12.5%,50.0%,25.0%,37.5%,37.5%,16.7%
Yohel Pozo RHB,—,N/A,10,2.00,8,0,1,84.4,193.6,1,0,-,-,12.5%,25.0%,12.5%,69.5,6.2%,18.8%,6.2%,94.1%,37.5%,12.5%,0.0%,25.0%,50.0%,25.0%,50.0%,25.0%,62.5%
Blaze Alexander RHB,,+890,17,4.20,8,0,0,83.2,268.3,0,0,-,-,12.5%,25.0%,25.0%,71.3,20.0%,50.0%,10.0%,83.3%,25.0%,-,-,25.0%,75.0%,62.5%,-,37.5%,66.7%
Carlos Narvaez RHB,,+960,23,3.00,8,0,0,94.7,266.8,3,0,-,-,25.0%,62.5%,12.5%,71.2,15.4%,61.5%,15.4%,100.0%,62.5%,50.0%,0.0%,12.5%,25.0%,50.0%,12.5%,37.5%,25.0%
Jackson Holliday LHB,,+980,11,3.80,8,0,0,80.5,269.1,2,1,12.5%,-,12.5%,37.5%,62.5%,70.9,11.1%,33.3%,22.2%,81.8%,62.5%,25.0%,0.0%,37.5%,37.5%,37.5%,50.0%,12.5%,25.0%
Rece Hinds RHB,,+860,2,1.60,1,0,0,59.3,-,0,0,-,-,-,-,-,71.1,-,-,-,50.0%,-,-,-,-,100.0%,-,-,100.0%,100.0%
