HR Split,Overall
Dates,="7/27/2026"
Games,12

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,6:45 PM,Max Scherzer,@,2.33,2.05,2.28,3.94,13.4%,36.4%,40.1%,30.1%,7.8%,598
2,6:40 PM,Merrill Kelly,@,0.93,0.78,0.94,1.99,11.5%,23.2%,47.7%,25.3%,5.4%,1314
3,9:38 PM,Tatsuya Imai,@,0.89,0.86,0.27,1.49,12.8%,22.9%,45.5%,29.5%,8.2%,359
4,7:40 PM,Noah Schultz,vs,0.88,-0.09,1.11,2.00,11.3%,22.1%,40.3%,30.1%,7.3%,358
5,9:40 PM,Jack Perkins,vs,0.67,0.61,0.68,1.87,9.0%,19.4%,39.4%,37.8%,6.1%,545
6,6:40 PM,Mitch Keller,vs,0.37,0.55,-0.37,1.52,8.3%,11.9%,43.3%,32.4%,8.2%,1323
7,7:10 PM,Slade Cecconi,@,0.24,0.21,0.20,1.39,9.1%,15.3%,42.0%,26.6%,6.7%,1127
8,9:40 PM,Payton Tolle,@,0.04,-0.71,0.60,1.25,7.3%,17.6%,35.4%,28.3%,8.7%,548
9,6:40 PM,Tyler Phillips,vs,0.04,0.10,-0.02,1.13,7.5%,11.5%,45.5%,25.3%,8.3%,744
10,2:35 PM,Kumar Rocker,vs,0.01,0.54,-0.56,1.28,7.2%,16.0%,39.5%,24.1%,7.9%,807
11,7:10 PM,Chase Burns,vs,-0.01,0.30,-0.59,1.02,8.5%,13.0%,36.7%,32.9%,7.5%,739
12,9:45 PM,Brandon Sproat,@,-0.02,-0.46,0.65,1.24,7.3%,16.3%,40.1%,22.7%,7.6%,554
13,7:10 PM,Zach Thornton,vs,-0.03,0.63,-0.37,0.39,12.5%,4.0%,37.5%,39.1%,9.3%,174
14,2:35 PM,George Kirby,@,-0.05,-0.01,-0.18,0.93,7.9%,11.8%,43.3%,27.7%,8.0%,1207
15,7:10 PM,Martin Perez,@,-0.11,0.45,-0.27,1.27,7.3%,20.4%,36.3%,22.6%,5.5%,681
16,7:45 PM,David Peterson,@,-0.15,0.24,-0.23,1.11,6.3%,12.1%,43.7%,25.6%,6.5%,1235
17,6:40 PM,Keider Montero,vs,-0.43,-0.45,-0.24,0.81,6.3%,18.9%,36.4%,18.5%,7.5%,892
18,9:45 PM,Tyler Mahle,vs,-0.48,-0.51,-0.27,0.97,6.3%,11.1%,35.4%,27.1%,4.8%,815
19,6:40 PM,Zack Wheeler,@,-0.55,-0.53,-0.43,0.96,4.7%,20.5%,32.2%,22.6%,5.2%,1086
20,6:40 PM,Kyle Bradish,@,-0.71,-1.00,-0.24,0.64,5.5%,11.5%,36.5%,22.2%,5.9%,728
21,6:45 PM,Andrew Alvarez,vs,-1.03,-0.98,-0.78,0.19,5.7%,3.6%,41.9%,17.8%,6.2%,427
22,9:38 PM,Walbert Urena,vs,-1.32,-1.35,-1.01,0.24,3.9%,3.6%,33.3%,19.2%,5.7%,484
23,7:40 PM,Max Fried,@,-1.49,-1.21,-1.18,0.15,1.7%,2.7%,31.5%,19.4%,7.9%,1199
24,7:45 PM,Matthew Liberatore,vs,0.48,0.72,0.28,1.64,9.3%,17.2%,43.0%,29.0%,7.1%,437
