Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Hunter Goodman,RHB,COL,Robert Gasser,L,41.3,51.8,57.6,42.9,50.3
Rhys Hoskins,RHB,CLE,Nick Martinez,R,45.5,43,43.3,44.2,43.6
Garrett Mitchell,LHB,MIL,Ryan Feltner,R,41.4,44.3,24.8,56,41.1
Jonathan Aranda,LHB,TB,Tanner Bibee,R,23.4,43.3,25,51.9,38
Austin Hedges,RHB,CLE,Nick Martinez,R,54.6,21.6,26.5,58.1,35.5
Kyle Schwarber,LHB,PHI,Ryan Weathers,L,50.2,22.8,39.3,38.2,34.3
Jackson Chourio,RHB,MIL,Ryan Feltner,R,43.6,39.5,19.2,41.5,34.3
Christian Walker,RHB,HOU,Sean Burke,R,39.4,27.8,30.1,44.9,33.9
Munetaka Murakami,LHB,CWS,Hunter Brown,R,26.6,49.7,18.2,33.4,33.9
Ryan Jeffers,RHB,MIN,Brady Basso,L,36.7,39.4,12.7,50.7,33.9
Marcell Ozuna,RHB,PIT,Shota Imanaga,L,21.4,42.3,25.5,36.4,33.7
Travis Bazzana,LHB,CLE,Nick Martinez,R,27.8,33.3,37.7,28.6,32.9
Junior Caminero,RHB,TB,Tanner Bibee,R,49.3,32.5,31.9,26.8,32.6
Gary Sanchez,RHB,MIL,Ryan Feltner,R,27.4,32.7,37.4,27.7,32.3
Jake Burger,RHB,TEX,Bryan Woo,R,52.8,24.4,21.7,46.5,32
Derek Hill,RHB,PHI,Ryan Weathers,L,27.9,40.7,30.3,23,31.9
Justin Foscue,RHB,TEX,Bryan Woo,R,35.5,22.2,23.3,54.3,31.9
Max Muncy,LHB,LAD,Nolan McLean,R,24.7,29,29.3,40.9,31.6
Tyrone Taylor,RHB,NYM,Yoshinobu Yamamoto,R,39.2,31.7,18.4,43.2,31.3
Byron Buxton,RHB,MIN,Brady Basso,L,33.8,33.7,34.4,22.3,31.1
Victor Mesa Jr.,LHB,TB,Tanner Bibee,R,30.4,31.4,12.2,50.3,30.3
Joc Pederson,LHB,TEX,Bryan Woo,R,35.3,30.8,27.5,30,30.1
Ke'Bryan Hayes,RHB,CIN,Andre Pallante,R,51.9,34,18.7,29.5,30.1
Brice Turang,LHB,MIL,Ryan Feltner,R,20.7,22.1,22.1,53.6,29.8
Jimmy Crooks,LHB,STL,Hunter Greene,R,52.4,32.6,9.5,39.7,29.4
Nathan Church,LHB,STL,Hunter Greene,R,27.9,23,21.8,47.6,29.3
Michael Conforto,LHB,CHC,Paul Skenes,R,34.3,13.6,26.5,52.3,29.2
Gabriel Arias,RHB,CLE,Nick Martinez,R,46.3,23.1,23.3,37.8,29.2
Jorge Mateo,RHB,ATL,Brandon Young,R,53.6,29.2,21.2,27.6,28.8
Kody Clemens,LHB,MIN,Brady Basso,L,30.1,20.5,20.5,48.7,28.5
Ivan Herrera,RHB,STL,Hunter Greene,R,40.2,23,19.2,41.9,28.3
Cole Carrigg,SHB,COL,Robert Gasser,L,20.7,35.3,11.5,41.4,28.2
Jose Altuve,RHB,HOU,Sean Burke,R,24.4,19,38.3,30.1,28.1
Cedric Mullins,LHB,TB,Tanner Bibee,R,25.6,13.6,23.6,54.6,28
Pedro Pages,RHB,STL,Hunter Greene,R,49.8,23.8,26.5,25.6,27.7
Luke Raley,LHB,SEA,Nathan Eovaldi,R,28.8,24.8,21.1,38.9,27.6
Colton Cowser,LHB,BAL,Bryce Elder,R,28.8,32.5,24.9,22.8,27.4
Angel Martinez,SHB,CLE,Nick Martinez,R,32.1,20.8,21.9,38.9,26.8
Bryan Torres,LHB,STL,Hunter Greene,R,30.9,16.7,9.5,59.5,26.7
Dalton Rushing,LHB,LAD,Nolan McLean,R,22.7,28.9,16,37.6,26.6
Drake Baldwin,LHB,ATL,Brandon Young,R,27.1,25.2,30.3,23.5,26.5
Royce Lewis,RHB,MIN,Brady Basso,L,22.5,33.2,,49.3,26.2
JP Crawford,LHB,SEA,Nathan Eovaldi,R,31.8,24.1,20.8,32.7,26
Blaze Jordan,RHB,STL,Hunter Greene,R,44.2,20,9.4,47.1,26
Alec Burleson,LHB,STL,Hunter Greene,R,26.8,31.4,22.2,22.6,26
Esmerlyn Valdez,RHB,PIT,Shota Imanaga,L,9.8,37,25.2,17.3,25.8
Randal Grichuk,RHB,CWS,Hunter Brown,R,37.8,17,9.1,53.2,25.8
Wyatt Langford,RHB,TEX,Bryan Woo,R,40,18.3,15.7,42.9,25.8
Alec Bohm,RHB,PHI,Ryan Weathers,L,19.6,25.4,14,41.6,25.5
Ezequiel Tovar,RHB,COL,Robert Gasser,L,29.9,23.7,11.5,42.9,25.5
Yainer Diaz,RHB,HOU,Sean Burke,R,36.5,24,24,24.6,25.4
Ryan Vilade,RHB,TB,Tanner Bibee,R,33,21.1,21.1,33.3,25.3
David Hamilton,LHB,MIL,Ryan Feltner,R,49.8,21,16,32.8,25.3
Colson Montgomery,LHB,CWS,Hunter Brown,R,17.2,18,18.2,46.9,25.2
Juan Soto,LHB,NYM,Yoshinobu Yamamoto,R,28.8,29.4,10.5,35.1,25.1
Jordan Walker,RHB,STL,Hunter Greene,R,46.7,24.1,16.2,28.2,25
Jake Bauers,LHB,MIL,Ryan Feltner,R,40.4,11.2,24.3,37.8,24.7
Nathaniel Lowe,LHB,CIN,Andre Pallante,R,39.6,12.6,24.2,36.2,24.7
Miguel Amaya,RHB,CHC,Paul Skenes,R,30.9,18.5,24.5,30.7,24.6
Matt Olson,LHB,ATL,Brandon Young,R,3.7,29,26.2,24.3,24.5
Jeremy Pena,RHB,HOU,Sean Burke,R,75.1,3.4,25.3,33,24.5
Trea Turner,RHB,PHI,Ryan Weathers,L,42.5,13.8,7.4,52.5,24.4
Francisco Alvarez,RHB,NYM,Yoshinobu Yamamoto,R,36.9,22.4,21.3,25.8,24.4
Yordan Alvarez,LHB,HOU,Sean Burke,R,15.9,34.6,14.9,24.9,24.4
Tyler Freeman,RHB,COL,Robert Gasser,L,41.5,8.8,23.9,40.2,24.4
Brandon Marsh,LHB,PHI,Ryan Weathers,L,37.8,29.5,16.7,20.2,24.2
Ryan O'Hearn,LHB,PIT,Shota Imanaga,L,35.9,25,17.5,26.2,24.1
William Contreras,RHB,MIL,Ryan Feltner,R,43.2,19.3,15.3,33.8,24.1
Cam Smith,RHB,HOU,Sean Burke,R,55.1,14.1,20.4,29.7,24
Christian Yelich,LHB,MIL,Ryan Feltner,R,30.1,13.2,13.6,48.6,23.9
