Matchup,DET @ NYY
Pitcher,Ryan Weathers
Pitcher Team,NYY
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,57.2,237,0.219,0.293,0.406,0.187,1.11,12,1.87,6.8%,25.9%,24.5%,22.1%,11.5%,9.05,57.0%,6.9%,11.2%,41.6%,28.0%,24.4%,16.8%
vsLHB,11.1,52,0.292,0.362,0.500,0.208,1.50,3,2.38,5.8%,27.2%,17.3%,22.0%,12.3%,7.15,57.7%,8.9%,12.8%,35.9%,33.3%,23.1%,10.3%
vsRHB,46.1,185,0.199,0.274,0.380,0.181,1.01,9,1.75,7.0%,25.6%,26.5%,22.1%,11.3%,9.52,56.8%,6.4%,10.7%,43.4%,26.2%,25.0%,18.9%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Kevin McGonigle LHB,,+650,19,18,4.40,1,2,0.235,0.278,0.471,0.235,0.322,5.6%,18.2%,16.7%,9.4%,88.8,246.7,4,2,7.1%,-,28.6%,57.1%,57.1%,69.8,7.1%,35.7%,17.9%,84.8%,57.1%,21.4%,33.3%,35.7%,21.4%,35.7%,35.7%,28.6%,28.6%
Dillon Dingler RHB,,+443,32,16,3.60,1,1,0.467,0.438,0.733,0.267,0.489,-,23.3%,18.8%,14.9%,90.9,252.4,3,2,7.7%,-,15.4%,46.2%,53.8%,72.5,28.6%,28.6%,21.4%,93.3%,61.6%,15.4%,50.0%,46.2%,38.5%,30.8%,61.5%,7.7%,46.2%
Matt Vierling RHB,,+620,15,10,2.60,1,1,0.200,0.200,0.500,0.300,0.299,-,0.0%,-,-,94.3,266.9,3,2,10.0%,-,-,60.0%,30.0%,70.5,-,44.4%,22.2%,94.7%,50.0%,30.0%,0.0%,20.0%,30.0%,-,60.0%,40.0%,35.7%
Zach McKinstry LHB,,+1120,5,17,3.80,0,0,0.154,0.353,0.154,-,0.257,23.5%,25.9%,17.6%,8.5%,80.9,256.3,0,0,-,-,-,20.0%,40.0%,67.5,-,27.8%,5.6%,69.2%,40.0%,10.0%,0.0%,30.0%,50.0%,40.0%,40.0%,20.0%,21.1%
Riley Greene LHB,,+522,15,16,4.20,0,1,0.154,0.312,0.154,-,0.233,18.8%,48.1%,25.0%,20.3%,101.4,280.1,3,1,11.1%,-,11.1%,77.8%,33.3%,74.1,43.5%,34.8%,17.4%,92.0%,55.5%,22.2%,0.0%,33.3%,33.3%,33.3%,22.2%,44.4%,23.5%
James Outman LHB,—,N/A,3,14,3.20,0,0,0.300,0.500,0.400,0.100,0.408,21.4%,41.7%,28.6%,20.0%,92.8,347.5,2,1,-,-,-,66.7%,33.3%,72.4,14.3%,23.8%,14.3%,87.5%,33.4%,16.7%,0.0%,16.7%,66.7%,33.3%,50.0%,16.7%,40.0%
Hao-Yu Lee RHB,,+650,14,11,3.40,0,0,0.700,0.727,0.900,0.200,0.694,9.1%,17.4%,9.1%,8.0%,94.4,257.9,1,0,-,-,22.2%,55.6%,55.6%,70.1,10.0%,40.0%,20.0%,90.9%,77.8%,22.2%,0.0%,55.6%,22.2%,33.3%,44.4%,22.2%,40.0%
Jake Rogers RHB,,+370,4,11,3.00,0,1,0.200,0.273,0.300,0.100,0.255,9.1%,47.1%,36.4%,20.0%,92.4,289.2,3,1,-,-,50.0%,50.0%,16.7%,72.2,18.8%,31.2%,12.5%,94.1%,66.7%,50.0%,0.0%,16.7%,16.7%,66.7%,16.7%,16.7%,36.4%
Colt Keith LHB,—,N/A,2,10,3.00,0,0,0.111,0.200,0.111,-,0.161,-,15.4%,10.0%,6.9%,69.4,52.7,0,0,-,-,-,12.5%,-,70.1,11.1%,11.1%,11.1%,69.2%,-,-,-,-,87.5%,50.0%,50.0%,-,18.2%
Jahmai Jones RHB,,+690,16,9,1.40,0,0,0.125,0.222,0.125,-,0.171,11.1%,25.0%,22.2%,11.8%,83.2,247.3,1,1,-,-,-,16.7%,-,71.3,13.3%,20.0%,6.7%,93.8%,33.3%,33.3%,0.0%,-,33.3%,-,100.0%,-,42.9%
Spencer Torkelson RHB,,+364,40,9,4.00,0,0,0.375,0.444,0.625,0.250,0.453,11.1%,25.0%,33.3%,10.9%,91.2,296.0,3,1,20.0%,20.0%,40.0%,80.0%,80.0%,72.7,17.6%,23.5%,23.5%,85.0%,80.0%,-,-,80.0%,20.0%,40.0%,40.0%,20.0%,0.0%
Kerry Carpenter LHB,—,N/A,1,7,3.00,0,1,-,-,-,-,-,-,38.5%,28.6%,14.7%,88.1,329.1,4,1,-,-,40.0%,40.0%,20.0%,70.8,-,40.0%,10.0%,83.3%,80.0%,80.0%,0.0%,-,20.0%,60.0%,40.0%,-,10.0%
Ben Malgeri RHB,—,N/A,-,6,3.50,0,0,0.400,0.333,0.400,-,0.297,-,27.3%,33.3%,15.0%,92.0,213.1,0,0,-,-,-,25.0%,75.0%,66.7,-,36.4%,9.1%,100.0%,75.0%,-,-,75.0%,-,-,25.0%,75.0%,66.7%
