Date,Venue,Game,Time,HR %,2B/3B %,1B %,Runs %,HR #,2B/3B #,1B #,Runs #,HR % Stadium,2B/3B % Stadium,1B % Stadium,Runs % Stadium,HR # Stadium,2B/3B # Stadium,1B # Stadium,Runs # Stadium,HR % Weather,2B/3B % Weather,1B % Weather,Runs % Weather,HR # Weather,2B/3B # Weather,1B # Weather,Runs # Weather
2026-08-05,Citizens Bank Park,WAS @ PHI,6:40,+34%,+2%,-4%,+14%,+0.77,+0.06,-0.40,+1.22,+17%,-2%,-2%,+6%,+0.37,-0.08,-0.17,+0.54,+18%,+4%,-2%,+8%,+0.40,+0.14,-0.22,+0.68
2026-08-05,Coors Field,TB  @ COL,3:10,+30%,+29%,+22%,+42%,+0.68,+1.02,+2.38,+3.69,+17%,+31%,+16%,+32%,+0.38,+1.08,+1.71,+2.78,+13%,-2%,+6%,+10%,+0.30,-0.06,+0.67,+0.91
2026-08-05,Wrigley Field,LAD @ CHC,2:20,+23%,-6%,-3%,+6%,+0.52,-0.22,-0.36,+0.54,0%,-10%,-3%,-6%,-0.01,-0.36,-0.34,-0.51,+23%,+4%,0%,+12%,+0.52,+0.14,-0.01,+1.05
2026-08-05,Great American BP,ATH @ CIN,6:40,+22%,+6%,-2%,+14%,+0.50,+0.22,-0.18,+1.24,+15%,+2%,-1%,+10%,+0.34,+0.07,-0.07,+0.88,+7%,+4%,-1%,+4%,+0.16,+0.15,-0.11,+0.36
2026-08-05,Kauffman Stadium,MIN @ KC,7:40,+19%,+2%,-3%,+5%,+0.42,+0.07,-0.33,+0.40,+11%,+3%,-1%,+4%,+0.25,+0.09,-0.06,+0.33,+8%,-1%,-3%,+1%,+0.17,-0.02,-0.27,+0.06
2026-08-05,Yankee Stadium,STL @ NYY,7:05,+13%,-9%,-8%,-2%,+0.29,-0.32,-0.88,-0.17,+4%,-13%,-6%,-5%,+0.10,-0.44,-0.63,-0.45,+8%,+3%,-2%,+3%,+0.19,+0.12,-0.26,+0.28
2026-08-05,Fenway Park,CHW @ BOS,7:10,+6%,+32%,+6%,+18%,+0.13,+1.11,+0.61,+1.61,-7%,+23%,+6%,+9%,-0.16,+0.80,+0.65,+0.81,+13%,+9%,0%,+9%,+0.29,+0.31,-0.04,+0.80
2026-08-05,Oriole Park,LAA @ BAL,6:35,+6%,+7%,+12%,+14%,+0.13,+0.25,+1.33,+1.20,-8%,+10%,+6%,+4%,-0.19,+0.35,+0.65,+0.35,+14%,-3%,+6%,+10%,+0.32,-0.11,+0.67,+0.86
2026-08-05,Daikin Park,TOR @ HOU,2:10,+6%,-11%,-4%,-4%,+0.13,-0.39,-0.43,-0.39,+6%,-12%,-4%,-5%,+0.14,-0.41,-0.45,-0.40,-1%,+1%,+0%,+0%,-0.02,+0.02,+0.02,+0.01
2026-08-05,American Family Fld,PIT @ MIL,7:40,+6%,-14%,-8%,-5%,+0.13,-0.48,-0.81,-0.45,+10%,-11%,-8%,-3%,+0.23,-0.39,-0.90,-0.27,-4%,-3%,+1%,-2%,-0.09,-0.09,+0.09,-0.18
2026-08-05,Truist Park,MIA @ ATL,7:15,+4%,-6%,-4%,-5%,+0.09,-0.22,-0.47,-0.43,-1%,-7%,+1%,-3%,-0.02,-0.23,+0.10,-0.27,+5%,+0%,-5%,-2%,+0.11,+0.01,-0.57,-0.16
2026-08-05,Progressive Field,NYM @ CLE,6:40,-2%,+3%,-1%,+2%,-0.05,+0.09,-0.09,+0.13,-3%,+2%,-2%,0%,-0.07,+0.06,-0.24,-0.04,+1%,+1%,+1%,+2%,+0.03,+0.03,+0.15,+0.17
2026-08-05,T-Mobile Park,DET @ SEA,9:40,-3%,-17%,-9%,-12%,-0.06,-0.60,-0.93,-1.07,0%,-15%,-6%,-9%,-0.01,-0.53,-0.67,-0.77,-2%,-2%,-3%,-3%,-0.05,-0.07,-0.27,-0.31
2026-08-05,Chase Field,SD  @ ARI,9:40,-9%,+12%,+0%,+1%,-0.19,+0.43,+0.03,+0.07,-8%,+14%,+0%,+2%,-0.18,+0.48,+0.04,+0.14,0%,-2%,0%,-1%,-0.01,-0.06,-0.01,-0.08
2026-08-05,Globe Life Field,SF  @ TEX,2:35,-12%,-7%,-2%,-8%,-0.27,-0.25,-0.16,-0.68,-11%,-7%,-1%,-7%,-0.25,-0.25,-0.14,-0.66,-1%,+0%,0%,0%,-0.01,+0.00,-0.02,-0.02
