Matchup,SEA @ TEX
Pitcher,Jacob deGrom
Pitcher Team,TEX
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,105.1,424,0.218,0.273,0.378,0.160,1.05,16,1.37,5.7%,34.1%,30.2%,24.3%,17.7%,10.94,62.2%,6.3%,9.2%,44.9%,28.7%,20.5%,20.2%
vsLHB,63.1,253,0.207,0.265,0.376,0.169,1.01,10,1.42,5.9%,33.7%,30.0%,24.0%,16.7%,10.80,59.0%,6.3%,9.3%,47.5%,28.4%,21.7%,20.4%
vsRHB,41.2,171,0.235,0.284,0.383,0.148,1.13,6,1.30,5.3%,34.7%,30.4%,24.8%,19.2%,11.23,67.1%,6.4%,9.1%,40.9%,29.1%,18.8%,20.0%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mitch Garver RHB,—,N/A,15,3.00,10,1,1,91.4,224.2,2,1,10.0%,10.0%,50.0%,40.0%,60.0%,71.1,-,58.3%,25.0%,92.3%,70.0%,30.0%,33.3%,40.0%,20.0%,60.0%,30.0%,10.0%,75.0%
Luke Raley LHB,,+551,32,2.20,10,1,1,94.1,292.6,4,2,20.0%,20.0%,20.0%,70.0%,30.0%,76.5,81.0%,33.3%,19.0%,100.0%,60.0%,40.0%,25.0%,20.0%,30.0%,50.0%,30.0%,20.0%,14.3%
Julio Rodriguez RHB,,+471,26,3.60,10,1,1,86.5,293.4,2,1,20.0%,-,20.0%,30.0%,40.0%,76.9,77.8%,44.4%,33.3%,75.0%,60.0%,30.0%,33.3%,30.0%,40.0%,40.0%,40.0%,20.0%,80.0%
Randy Arozarena RHB,,+670,18,4.60,10,1,1,94.5,275.1,2,1,10.0%,10.0%,30.0%,60.0%,30.0%,71.6,36.8%,42.1%,21.1%,90.5%,40.0%,20.0%,50.0%,20.0%,50.0%,70.0%,10.0%,20.0%,50.0%
Cole Young LHB,,+930,12,4.20,10,1,1,86.6,294.5,4,2,10.0%,10.0%,10.0%,30.0%,70.0%,71.0,18.8%,43.8%,6.2%,94.1%,70.0%,20.0%,50.0%,50.0%,30.0%,30.0%,30.0%,40.0%,25.0%
Colt Emerson LHB,,+870,9,3.60,10,0,0,82.0,316.6,2,2,-,-,-,30.0%,30.0%,71.9,22.7%,22.7%,-,100.0%,40.0%,30.0%,0.0%,10.0%,50.0%,20.0%,70.0%,10.0%,75.0%
JP Crawford LHB,,+830,28,4.40,10,0,0,89.9,279.0,2,1,10.0%,10.0%,30.0%,20.0%,50.0%,70.3,14.3%,50.0%,14.3%,87.5%,40.0%,-,-,40.0%,50.0%,70.0%,20.0%,10.0%,33.3%
Josh Naylor LHB,,+650,19,4.20,10,0,0,83.5,237.3,2,1,-,-,20.0%,10.0%,50.0%,71.3,25.0%,41.7%,-,100.0%,50.0%,30.0%,0.0%,20.0%,50.0%,60.0%,40.0%,-,75.0%
Cal Raleigh SHB,,+337,23,4.00,10,0,0,81.7,167.9,0,0,-,-,-,10.0%,20.0%,76.0,65.0%,20.0%,-,95.2%,30.0%,20.0%,0.0%,10.0%,40.0%,20.0%,40.0%,40.0%,42.9%
Victor Robles RHB,—,N/A,12,3.60,10,0,1,85.2,231.1,3,0,-,-,50.0%,10.0%,70.0%,66.8,-,53.3%,-,100.0%,90.0%,40.0%,0.0%,50.0%,-,50.0%,30.0%,20.0%,28.6%
Dominic Canzone LHB,,+417,14,4.40,10,0,0,85.6,234.1,0,0,-,-,-,20.0%,10.0%,76.0,72.2%,27.8%,5.6%,90.0%,20.0%,10.0%,0.0%,10.0%,80.0%,60.0%,30.0%,10.0%,62.5%
Weston Wilson RHB,—,N/A,13,2.40,7,0,0,87.7,256.0,1,0,-,-,14.3%,28.6%,-,72.1,20.0%,40.0%,10.0%,100.0%,57.1%,57.1%,0.0%,-,28.6%,28.6%,42.9%,28.6%,25.0%
