HR Split,Overall
Dates,="6/1/2026"
Games,20

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,9:38 PM,Kyle Freeland,@,2.04,-0.14,2.43,3.10,11.0%,26.9%,44.4%,30.6%,7.1%,1026
2,7:45 PM,Jacob deGrom,@,1.61,2.04,0.67,2.28,10.5%,26.5%,47.0%,34.6%,6.1%,1022
3,9:40 PM,Emmet Sheehan,@,0.77,0.84,0.42,1.58,9.7%,21.0%,37.1%,29.7%,8.0%,654
4,7:45 PM,Michael McGreevy,vs,0.30,0.55,-0.32,1.11,9.7%,14.7%,44.5%,25.3%,6.0%,751
5,6:45 PM,Sandy Alcantara,@,0.21,0.50,-0.30,1.33,8.0%,14.6%,39.6%,25.3%,7.8%,1197
6,7:10 PM,Chase Burns,vs,0.02,0.19,-0.07,1.01,7.9%,16.4%,37.6%,27.0%,6.6%,552
7,7:40 PM,Shane Drohan,vs,-0.03,-0.39,0.01,0.54,8.8%,7.9%,43.5%,30.3%,9.6%,157
8,7:40 PM,Joe Ryan,vs,-0.07,0.21,-0.61,0.59,9.3%,8.0%,43.1%,28.0%,7.9%,1042
9,9:38 PM,Jose Soriano,vs,-0.10,-0.44,0.47,0.84,8.5%,14.2%,39.5%,24.2%,6.4%,1138
10,9:40 PM,Emerson Hancock,vs,-0.12,0.11,-0.38,0.81,7.8%,12.5%,44.1%,24.0%,7.3%,773
11,6:45 PM,Cade Cavalli,vs,-0.27,-0.45,0.14,0.65,8.1%,8.5%,42.9%,22.5%,8.6%,610
12,6:40 PM,Ty Madden,@,-0.48,0.39,-0.87,0.79,6.9%,16.7%,34.5%,20.7%,5.1%,86
13,6:40 PM,Griffin Jax,vs,-0.54,-0.95,0.60,0.83,5.4%,14.9%,34.4%,22.4%,7.5%,486
14,9:40 PM,Eduardo Rodriguez,vs,-0.61,-0.46,-0.29,0.61,7.2%,7.3%,34.1%,26.2%,5.9%,1094
15,9:40 PM,Austin Warren,@,-0.66,0.11,-1.23,0.39,5.1%,5.8%,43.5%,28.8%,8.9%,141
16,7:40 PM,Landen Roupp,@,-1.04,-1.38,0.05,0.65,4.9%,14.2%,28.5%,17.5%,5.2%,835
17,7:10 PM,Luinder Avila,@,-1.05,-0.73,-0.73,0.20,7.6%,2.5%,28.9%,23.1%,6.6%,193
