Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Pete Alonso,RHB,BAL,George Kirby,R,27.2,37.8,51.4,56,45.4
Dalton Rushing,LHB,LAD,Jared Jones,R,20,44.5,39.5,44.4,40.5
Adrian Del Castillo,LHB,ARI,Ryan Gusto,R,21.6,37.5,33.5,54.8,39
Corey Seager,LHB,TEX,Seth Lugo,R,35,35,33.9,49.8,38.4
Nick Kurtz,LHB,ATH,Brandon Sproat,R,45.2,38.4,26.3,46.3,37.4
Ian Happ,SHB,CHC,Michael Lorenzen,R,32.2,37.7,14.6,64.8,37
Liam Hicks,LHB,MIA,Ryne Nelson,R,59.7,24.4,45.1,33.9,36.5
Alex Freeland,SHB,LAD,Jared Jones,R,28.7,39.7,22.2,50.8,36.1
Ketel Marte,SHB,ARI,Ryan Gusto,R,29.9,33.6,49,26.3,36
Carson Benge,LHB,NYM,Andre Pallante,R,37.8,45.2,25.3,34.5,35.8
Jeff McNeil,LHB,ATH,Brandon Sproat,R,34.6,29.6,32.9,47.5,35.6
Ryan O'Hearn,LHB,PIT,Shohei Ohtani,R,37.6,31.2,26.8,50.4,35.3
Garrett Mitchell,LHB,MIL,Jack Perkins,R,29,45.4,17.9,44.1,35.2
Nolan Arenado,RHB,ARI,Ryan Gusto,R,7.4,28.9,39.5,48.8,34.9
Randal Grichuk,RHB,CWS,Chris Sale,L,31,42.1,27.8,34.4,34.8
Willson Contreras,RHB,BOS,Drew Rasmussen,R,28.7,36.7,35.3,33.5,34.7
Derek Hill,RHB,CWS,Chris Sale,L,30.3,37.6,37.8,25.4,33.9
Jackson Chourio,RHB,MIL,Jack Perkins,R,29.2,38,22.4,42.8,33.6
Ernie Clement,RHB,TOR,Jesus Luzardo,L,12.6,36.1,34.4,36.9,33.4
Shohei Ohtani,LHB,LAD,Jared Jones,R,32.1,30.1,17.5,56.5,33.1
Ben Rice,LHB,NYY,Parker Messick,L,46.4,27.5,33.4,33.5,32.7
Brandon Valenzuela,SHB,TOR,Jesus Luzardo,L,26.7,42.5,34.4,18,32.4
Brandon Nimmo,LHB,TEX,Seth Lugo,R,23,31.7,11.9,60.3,32
Nathaniel Lowe,LHB,CIN,Michael King,R,19.5,14.5,33.2,57.9,31.5
Andy Pages,RHB,LAD,Jared Jones,R,34.9,18.9,35.6,42.6,31.4
Bryce Harper,LHB,PHI,Max Scherzer,R,45.9,25.9,25.7,39.8,31.3
Colton Cowser,LHB,BAL,George Kirby,R,28.2,38.2,10.1,47.7,31.1
Gary Sanchez,RHB,MIL,Jack Perkins,R,42.2,17.7,27.6,46.6,30.3
Wilyer Abreu,LHB,BOS,Drew Rasmussen,R,39.5,17.8,27.2,47.6,30.2
Zach Neto,RHB,LAA,Peter Lambert,R,50.1,26,30.6,27.7,30.2
Owen Caissie,LHB,MIA,Ryne Nelson,R,43.4,32.2,21.1,32.2,30
Nolan Gorman,LHB,STL,Austin Warren,R,30.1,42.2,15.3,30.3,29.9
Leo Jimenez,RHB,MIA,Ryne Nelson,R,20.6,44.3,,49.4,29.9
Gunnar Henderson,LHB,BAL,George Kirby,R,23.4,22,19.6,56,29.9
Tommy Troy,RHB,ARI,Ryan Gusto,R,60.5,31,17.2,31,29.8
Brent Rooker,RHB,ATH,Brandon Sproat,R,46.5,31.3,16.5,35.9,29.5
Mitch Garver,RHB,SEA,Brandon Young,R,44.6,18.5,26.1,42.4,29.4
Adolis Garcia,RHB,PHI,Max Scherzer,R,48,23.3,22.6,38.4,29.3
JJ Wetherholt,LHB,STL,Austin Warren,R,23,30.1,17.1,43.9,28.9
Freddie Freeman,LHB,LAD,Jared Jones,R,11.8,27.1,18.4,50.8,28.9
Seiya Suzuki,RHB,CHC,Michael Lorenzen,R,37.8,40.1,9.9,31.9,28.8
Luke Raley,LHB,SEA,Brandon Young,R,24,25.2,21,44.1,28.5
