Matchup,PIT @ PHI
Pitcher,Braxton Ashcraft
Pitcher Team,PIT
Opposing Team,PHI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,63.1,254,0.237,0.273,0.339,0.102,1.04,5,0.71,3.9%,25.7%,26.8%,25.5%,13.9%,9.66,69.7%,7.1%,3.5%,40.4%,23.4%,12.5%,15.2%
vsLHB,34.2,144,0.252,0.303,0.389,0.137,1.12,4,1.04,4.2%,29.0%,30.6%,26.0%,15.7%,11.42,69.4%,6.6%,5.6%,48.9%,34.4%,12.9%,22.2%
vsRHB,28.2,110,0.219,0.235,0.276,0.057,0.94,1,0.31,3.6%,20.8%,21.8%,24.5%,11.3%,7.53,70.0%,7.7%,1.2%,30.9%,11.1%,11.1%,7.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
J.T. Realmuto RHB,,+870,13,24,4.40,2,2,0.286,0.333,0.714,0.429,0.425,8.3%,23.1%,16.7%,12.7%,92.6,299.7,6,3,16.7%,11.1%,22.2%,44.4%,55.6%,73.1,25.0%,44.4%,11.1%,97.3%,66.7%,27.8%,20.0%,38.9%,33.3%,50.0%,22.2%,27.8%,36.4%
Bryce Harper LHB,,+340,40,12,4.40,2,2,0.545,0.583,1.364,0.818,0.793,8.3%,22.7%,25.0%,11.1%,93.3,284.1,2,2,12.5%,-,12.5%,62.5%,37.5%,74.3,47.4%,31.6%,21.1%,86.4%,62.5%,25.0%,100.0%,37.5%,37.5%,25.0%,75.0%,-,42.9%
Rafael Marchan SHB,—,N/A,6,17,2.80,1,2,0.125,0.176,0.312,0.188,0.214,5.9%,15.8%,-,8.3%,84.3,212.0,2,2,6.2%,6.2%,37.5%,18.8%,37.5%,66.2,-,34.3%,2.9%,92.1%,43.8%,18.8%,33.3%,25.0%,18.8%,50.0%,18.8%,31.2%,30.0%
Edmundo Sosa RHB,—,N/A,20,16,3.40,1,2,0.375,0.375,0.688,0.312,0.457,-,24.2%,12.5%,16.0%,88.6,309.3,3,3,14.3%,-,7.1%,42.9%,50.0%,71.0,19.4%,25.8%,16.1%,93.9%,50.0%,14.3%,50.0%,35.7%,50.0%,28.6%,50.0%,21.4%,31.2%
Alec Bohm RHB,,+940,24,15,4.20,1,1,0.286,0.333,0.500,0.214,0.361,6.7%,9.7%,13.3%,5.5%,86.4,280.9,2,1,8.3%,-,-,25.0%,33.3%,69.9,-,25.0%,10.7%,90.3%,41.7%,25.0%,33.3%,16.7%,58.3%,-,50.0%,50.0%,52.9%
Kyle Schwarber LHB,,+220,36,12,3.60,1,1,0.364,0.417,0.636,0.273,0.452,8.3%,30.0%,41.7%,12.5%,95.1,246.4,1,1,-,-,50.0%,66.7%,83.3%,77.8,78.6%,14.3%,10.7%,96.6%,100.0%,16.7%,0.0%,83.3%,-,50.0%,50.0%,-,25.0%
Derek Hill RHB,—,N/A,20,10,2.40,1,1,0.556,0.600,0.889,0.333,0.638,-,41.2%,30.0%,22.6%,83.6,335.5,1,1,16.7%,16.7%,16.7%,33.3%,33.3%,70.2,20.0%,20.0%,13.3%,93.8%,33.3%,33.3%,50.0%,-,50.0%,50.0%,33.3%,16.7%,50.0%
Trea Turner RHB,,+820,27,17,4.80,0,0,0.375,0.412,0.438,0.062,0.379,-,18.2%,11.8%,8.8%,91.9,213.5,1,0,-,-,15.4%,61.5%,46.2%,72.0,20.0%,33.3%,16.7%,90.9%,46.2%,-,-,46.2%,38.5%,30.8%,46.2%,23.1%,29.4%
Garrett Stubbs LHB,—,N/A,6,15,3.00,0,0,0.167,0.333,0.167,-,0.258,6.7%,14.8%,13.3%,7.7%,82.0,240.3,3,0,-,-,10.0%,40.0%,40.0%,68.2,-,31.8%,4.5%,91.7%,60.0%,20.0%,0.0%,40.0%,20.0%,20.0%,60.0%,20.0%,28.6%
Justin Crawford LHB,,+1120,19,14,3.60,0,1,0.286,0.286,0.357,0.071,0.281,-,26.7%,28.6%,13.8%,83.8,251.9,1,1,-,-,-,60.0%,50.0%,68.2,3.6%,25.0%,7.1%,93.3%,40.0%,-,-,40.0%,40.0%,10.0%,60.0%,30.0%,38.5%
Gabriel Rincones Jr. LHB,,+581,15,14,3.80,0,0,0.071,0.071,0.071,-,0.064,-,25.7%,42.9%,15.5%,89.9,263.9,2,1,-,-,-,50.0%,12.5%,76.6,71.0%,12.9%,9.7%,88.6%,25.0%,25.0%,0.0%,-,62.5%,37.5%,12.5%,50.0%,27.3%
