Matchup,SD @ BAL
Pitcher,Walker Buehler
Pitcher Team,SD
Opposing Team,BAL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.1,266,0.257,0.302,0.361,0.104,1.35,4,0.58,8.3%,19.1%,19.5%,16.9%,8.5%,7.51,66.7%,9.1%,8.0%,41.0%,19.1%,11.1%,16.0%
vsLHB,30.0,142,0.304,0.339,0.384,0.080,1.80,1,0.30,11.3%,21.2%,20.4%,19.6%,9.3%,8.70,66.2%,9.1%,5.2%,43.8%,15.6%,6.7%,22.9%
vsRHB,31.2,124,0.207,0.260,0.336,0.129,0.95,3,0.85,4.8%,17.0%,18.5%,14.4%,7.5%,6.54,67.2%,9.1%,10.9%,38.0%,22.8%,14.3%,8.7%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Pete Alonso RHB,,+320,47,37,4.60,4,4,0.312,0.378,0.688,0.375,0.442,10.8%,24.2%,24.3%,10.6%,92.9,292.6,6,5,16.7%,4.2%,4.2%,54.2%,33.3%,75.9,67.7%,24.2%,17.7%,95.4%,41.7%,40.0%,8.3%,41.7%,29.2%,50.0%,20.8%,33.3%
Colton Cowser LHB,,+490,33,22,3.40,2,3,0.294,0.409,0.647,0.353,0.433,13.6%,11.6%,-,4.9%,88.7,305.0,8,6,22.2%,-,16.7%,38.9%,38.9%,76.4,67.5%,22.5%,17.5%,95.2%,44.4%,25.0%,27.8%,16.7%,22.2%,50.0%,27.8%,26.3%
Adley Rutschman SHB,,+490,26,29,4.20,1,1,0.318,0.414,0.636,0.318,0.420,17.2%,13.3%,17.2%,5.8%,93.6,316.8,9,3,22.2%,5.6%,22.2%,55.6%,38.9%,71.9,21.4%,35.7%,19.0%,93.3%,44.4%,12.5%,22.2%,33.3%,44.4%,44.4%,11.1%,33.3%
Coby Mayo RHB,,+410,25,29,3.60,1,1,0.143,0.172,0.321,0.179,0.213,3.4%,45.9%,48.3%,24.8%,91.0,274.4,3,2,7.1%,7.1%,21.4%,57.1%,14.3%,75.8,57.7%,17.3%,7.7%,89.7%,28.6%,25.0%,14.3%,42.9%,35.7%,42.9%,21.4%,39.3%
Gunnar Henderson LHB,,+410,26,27,4.60,1,1,0.300,0.481,0.450,0.150,0.416,18.5%,22.4%,14.8%,9.6%,91.5,238.3,3,2,6.2%,6.2%,18.8%,56.2%,31.2%,74.8,46.7%,22.2%,15.6%,91.8%,18.8%,33.3%,25.0%,43.8%,43.8%,18.8%,37.5%,30.0%
Blaze Alexander RHB,—,N/A,14,25,3.40,1,1,0.571,0.640,0.905,0.333,0.646,8.0%,17.9%,8.0%,10.3%,88.5,247.3,4,3,15.8%,5.3%,21.1%,52.6%,52.6%,71.3,14.9%,34.0%,14.9%,85.5%,15.8%,33.3%,47.4%,26.3%,31.6%,42.1%,26.3%,24.0%
Jackson Holliday LHB,,+680,20,20,3.60,1,2,0.167,0.250,0.389,0.222,0.278,10.0%,14.0%,15.0%,6.6%,89.3,305.2,7,3,28.6%,7.1%,7.1%,50.0%,50.0%,70.1,7.9%,23.7%,10.5%,88.4%,35.7%,20.0%,28.6%,28.6%,28.6%,42.9%,28.6%,42.3%
Samuel Basallo LHB,,+360,25,13,3.00,1,2,0.300,0.462,0.700,0.400,0.477,23.1%,15.4%,7.7%,8.7%,99.8,313.4,4,2,33.3%,22.2%,33.3%,77.8%,55.6%,75.6,44.0%,28.0%,24.0%,96.2%,22.2%,50.0%,44.4%,33.3%,55.6%,22.2%,22.2%,54.5%
Taylor Ward RHB,,+490,12,36,4.80,0,1,0.296,0.472,0.333,0.037,0.375,19.4%,14.0%,13.9%,4.9%,93.5,272.7,4,2,4.5%,-,-,59.1%,36.4%,68.1,4.7%,34.9%,11.6%,93.5%,13.6%,0.0%,36.4%,40.9%,13.6%,50.0%,36.4%,30.8%
Leody Taveras SHB,,+680,16,26,4.20,0,1,0.208,0.231,0.333,0.125,0.239,3.8%,21.7%,15.4%,10.9%,82.2,275.1,7,2,4.8%,-,23.8%,33.3%,38.1%,72.5,29.5%,20.5%,6.8%,97.8%,19.0%,0.0%,28.6%,33.3%,47.6%,28.6%,23.8%,38.1%
