Matchup,MIN @ TEX
Pitcher,Zebby Matthews
Pitcher Team,MIN
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,36.1,150,0.246,0.329,0.471,0.225,1.18,8,1.98,6.0%,23.5%,20.0%,21.0%,10.8%,7.43,67.3%,8.5%,12.8%,39.4%,35.8%,20.5%,17.4%
vsLHB,21.1,90,0.250,0.335,0.450,0.200,1.27,4,1.69,7.8%,22.7%,23.3%,25.9%,10.6%,8.86,65.6%,8.4%,13.3%,41.7%,41.7%,16.0%,21.7%
vsRHB,15.0,60,0.241,0.321,0.500,0.259,1.07,4,2.40,3.3%,24.8%,15.0%,14.5%,11.2%,5.40,70.0%,8.6%,12.2%,36.7%,28.6%,28.6%,12.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,,+445,26,19,2.40,1,3,0.176,0.263,0.353,0.176,0.276,5.3%,22.2%,5.3%,9.8%,94.2,317.8,6,4,12.5%,6.2%,6.2%,50.0%,31.2%,72.1,19.2%,46.2%,26.9%,100.0%,25.0%,25.0%,25.0%,43.8%,18.8%,37.5%,43.8%,15.0%
Brandon Nimmo LHB,,+425,26,28,3.60,0,0,0.346,0.357,0.462,0.115,0.352,-,22.9%,21.4%,12.6%,97.2,283.9,8,3,-,-,9.5%,71.4%,38.1%,73.3,28.6%,40.5%,31.0%,91.3%,23.8%,0.0%,52.4%,23.8%,23.8%,57.1%,19.0%,42.9%
Alejandro Osuna LHB,,+1020,7,25,3.40,0,1,0.130,0.200,0.130,-,0.162,4.0%,15.0%,8.0%,6.9%,88.2,258.7,4,1,-,-,14.3%,28.6%,23.8%,72.4,27.8%,33.3%,13.9%,92.3%,9.5%,0.0%,23.8%,61.9%,42.9%,33.3%,23.8%,16.7%
Nicky Lopez LHB,—,N/A,16,23,3.20,0,0,0.182,0.217,0.182,-,0.186,-,21.6%,21.7%,10.0%,82.1,257.4,3,0,-,-,17.6%,11.8%,29.4%,66.0,-,30.3%,6.1%,89.2%,23.5%,0.0%,29.4%,47.1%,29.4%,47.1%,23.5%,32.0%
Josh Smith LHB,,+780,26,22,3.00,0,0,0.333,0.455,0.333,-,0.361,18.2%,9.8%,9.1%,4.8%,82.8,222.2,3,0,-,-,18.8%,12.5%,31.2%,69.6,-,22.2%,2.8%,90.0%,43.8%,0.0%,18.8%,12.5%,25.0%,18.8%,56.2%,27.3%
Justin Foscue RHB,—,N/A,32,16,2.80,0,2,0.286,0.312,0.357,0.071,0.291,-,21.4%,25.0%,10.5%,88.0,282.6,3,3,9.1%,9.1%,27.3%,36.4%,36.4%,71.1,7.7%,23.1%,7.7%,96.3%,36.4%,0.0%,27.3%,36.4%,45.5%,36.4%,18.2%,22.2%
Ezequiel Duran RHB,,+1040,26,13,4.40,0,1,0.273,0.385,0.545,0.273,0.396,7.7%,32.0%,30.8%,14.0%,80.9,277.3,1,1,-,-,28.6%,42.9%,42.9%,70.7,23.8%,19.0%,9.5%,87.5%,28.6%,0.0%,14.3%,42.9%,71.4%,14.3%,14.3%,41.2%
Kyle Higashioka RHB,,+650,21,12,3.60,0,0,0.200,0.333,0.200,-,0.256,16.7%,35.3%,33.3%,8.6%,92.1,187.2,1,0,-,-,50.0%,50.0%,50.0%,70.1,-,35.7%,14.3%,82.4%,-,-,50.0%,16.7%,50.0%,33.3%,16.7%,0.0%
Josh Jung RHB,,+680,22,12,4.40,0,0,0.182,0.167,0.182,-,0.148,-,42.3%,50.0%,24.4%,87.0,262.5,2,1,-,-,16.7%,33.3%,33.3%,68.5,-,13.6%,4.5%,88.0%,16.7%,0.0%,50.0%,33.3%,33.3%,33.3%,33.3%,56.2%
Wyatt Langford RHB,,+490,19,12,4.60,0,0,0.083,0.083,0.083,-,0.074,-,17.9%,25.0%,7.9%,81.4,231.1,1,0,-,-,11.1%,11.1%,11.1%,72.0,13.0%,21.7%,4.3%,92.0%,44.4%,0.0%,22.2%,22.2%,33.3%,44.4%,22.2%,30.8%
Jake Burger RHB,,+478,28,10,4.00,0,0,0.125,0.300,0.125,-,0.219,20.0%,21.1%,10.0%,11.8%,85.7,180.1,0,0,-,-,14.3%,42.9%,14.3%,76.1,82.4%,17.6%,5.9%,89.5%,14.3%,0.0%,14.3%,71.4%,42.9%,28.6%,28.6%,55.6%
Elias Diaz RHB,—,N/A,6,7,2.20,0,0,0.714,0.714,1.000,0.286,0.744,-,35.7%,14.3%,19.2%,83.6,232.7,0,0,-,-,33.3%,50.0%,66.7%,75.0,53.8%,23.1%,23.1%,100.0%,16.7%,0.0%,66.7%,-,50.0%,33.3%,16.7%,40.0%
Cody Freeman RHB,,+1120,1,4,3.50,0,0,0.250,0.250,0.250,-,0.222,-,0.0%,-,-,78.5,229.2,0,0,-,-,-,25.0%,25.0%,64.3,-,42.9%,-,87.5%,25.0%,0.0%,25.0%,50.0%,-,75.0%,25.0%,0.0%
