HR Split,Overall
Dates,="7/22/2026"
Games,17

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,1:35 PM,Dean Kremer,@,1.86,1.75,0.92,2.93,11.4%,29.5%,33.2%,39.7%,6.4%,911
2,6:40 PM,Aaron Nola,vs,1.25,0.67,1.79,2.25,11.3%,24.1%,40.5%,31.1%,6.4%,983
3,6:40 PM,Bailey Ober,@,1.19,1.14,0.57,2.18,11.8%,20.7%,37.0%,31.6%,8.5%,1054
4,2:10 PM,Seth Lugo,vs,1.10,0.70,1.21,2.05,8.8%,22.2%,46.1%,31.6%,9.1%,1199
5,1:05 PM,Gerrit Cole,vs,0.87,1.25,-0.43,1.58,11.5%,17.7%,45.6%,31.5%,8.2%,345
6,3:40 PM,Merrill Kelly,vs,0.84,0.65,0.81,1.80,11.3%,20.3%,46.0%,25.1%,5.7%,1302
7,2:10 PM,Christian Scott,@,0.79,1.21,-0.76,1.71,10.8%,23.4%,36.1%,32.1%,7.0%,350
8,6:40 PM,Eric Lauer,@,0.68,0.23,0.78,1.74,10.0%,14.9%,33.3%,39.1%,7.6%,909
9,1:05 PM,Mitch Keller,@,0.56,0.84,-0.34,1.67,8.3%,14.6%,46.0%,29.2%,8.4%,1305
10,7:07 PM,Griffin Jax,@,0.46,0.27,0.66,1.38,9.4%,22.9%,42.6%,25.3%,7.3%,704
11,4:07 PM,Hunter Dobbins,@,0.41,0.04,0.94,1.16,10.6%,21.6%,47.4%,20.8%,7.8%,446
12,3:40 PM,Brady Singer,@,0.35,0.73,-0.51,1.46,8.6%,18.6%,40.7%,28.7%,6.2%,1268
13,3:40 PM,Gage Jump,@,0.31,-0.37,0.67,1.21,7.6%,19.1%,48.1%,24.7%,9.8%,324
14,4:07 PM,Reid Detmers,vs,0.13,-0.74,0.47,1.25,8.9%,11.8%,39.4%,29.7%,7.6%,858
15,2:10 PM,Logan Henderson,vs,0.11,0.13,0.05,0.99,9.6%,16.1%,35.4%,27.2%,10.8%,324
16,8:10 PM,Peter Lambert,vs,0.10,-0.34,0.69,1.36,6.8%,18.3%,33.5%,32.2%,7.1%,496
17,6:40 PM,Slade Cecconi,vs,-0.06,-0.04,0.07,1.18,8.5%,11.5%,40.4%,25.3%,6.6%,1097
18,3:40 PM,Emerson Hancock,vs,-0.09,0.22,-0.41,0.99,7.5%,13.2%,42.0%,28.7%,7.7%,891
19,7:15 PM,Martin Perez,vs,-0.11,0.58,-0.33,1.25,7.2%,22.5%,33.8%,20.8%,6.0%,669
20,7:07 PM,Braydon Fisher,vs,-0.11,0.26,-0.08,0.81,10.4%,11.6%,37.5%,31.1%,6.0%,454
21,8:10 PM,Colin Rea,vs,-0.19,-0.57,0.46,1.18,7.2%,12.0%,37.5%,25.2%,7.4%,1249
22,3:10 PM,Cade Cavalli,@,-0.24,0.26,-0.81,0.95,5.6%,18.1%,41.8%,21.4%,9.5%,776
23,8:05 PM,Anthony Kay,@,-0.33,-1.13,0.29,0.99,7.4%,12.7%,39.3%,21.8%,6.7%,522
24,7:05 PM,Bubba Chandler,@,-0.52,0.00,-0.92,0.77,6.1%,10.7%,39.2%,26.3%,6.9%,664
25,7:15 PM,Michael King,@,-0.63,-0.67,-0.15,0.72,7.4%,9.1%,31.9%,28.3%,6.0%,891
26,8:10 PM,Sandy Alcantara,@,-0.79,-0.52,-0.70,0.79,4.4%,11.6%,34.2%,23.1%,6.9%,1448
27,7:10 PM,Kyle Bradish,@,-0.81,-0.72,-0.40,0.66,5.6%,12.3%,35.0%,21.3%,6.4%,710
28,2:10 PM,Landen Roupp,@,-0.89,-0.93,-0.30,0.80,5.0%,12.8%,28.8%,23.8%,4.6%,1033
29,1:35 PM,Jake Bennett,vs,-0.98,-1.92,-0.33,0.53,5.2%,8.3%,33.6%,25.4%,5.8%,321
30,8:10 PM,Keider Montero,@,-0.99,-0.14,-0.82,0.55,5.5%,7.2%,36.7%,18.5%,7.4%,859
31,8:05 PM,Tyler Alexander,vs,-1.12,-0.61,-0.97,0.41,5.1%,3.8%,36.2%,23.8%,6.7%,620
32,7:05 PM,Max Fried,vs,-1.57,-0.70,-1.37,0.16,2.9%,2.7%,32.2%,21.6%,7.6%,1196
33,3:10 PM,Gabriel Hughes,vs,-1.57,-1.53,-0.72,0.00,2.7%,0.0%,29.7%,29.7%,9.2%,112
