Matchup,PHI @ NYM
Pitcher,Aaron Nola
Pitcher Team,PHI
Opposing Team,NYM

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,161.1,690,0.264,0.342,0.481,0.217,1.37,34,1.90,8.0%,27.3%,23.9%,20.0%,12.6%,9.20,63.6%,6.0%,9.4%,40.2%,28.0%,22.1%,20.1%
vsLHB,96.0,423,0.255,0.342,0.462,0.207,1.47,20,1.88,10.9%,27.0%,22.5%,18.0%,12.4%,8.91,58.0%,4.8%,8.9%,44.5%,30.2%,23.5%,21.0%
vsRHB,63.2,267,0.277,0.343,0.508,0.230,1.26,14,1.98,3.4%,27.8%,26.2%,23.6%,13.1%,9.90,72.5%,8.0%,10.2%,33.7%,24.6%,19.6%,18.7%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Francisco Lindor SHB,,+364,30,4.80,8,2,2,90.8,255.0,3,3,12.5%,12.5%,25.0%,37.5%,12.5%,73.8,45.5%,54.5%,18.2%,100.0%,62.5%,62.5%,40.0%,-,12.5%,25.0%,37.5%,37.5%,42.9%
A.J. Ewing LHB,,+800,13,4.00,8,1,1,84.1,284.1,1,1,12.5%,12.5%,12.5%,25.0%,37.5%,72.7,12.5%,62.5%,25.0%,88.9%,37.5%,25.0%,50.0%,12.5%,50.0%,25.0%,50.0%,25.0%,50.0%
Carson Benge LHB,,+670,27,4.60,8,1,1,97.5,325.0,3,3,37.5%,12.5%,25.0%,62.5%,50.0%,73.5,33.3%,58.3%,33.3%,92.3%,75.0%,50.0%,25.0%,25.0%,25.0%,37.5%,37.5%,25.0%,50.0%
Luis Torrens RHB,—,N/A,14,4.00,8,1,1,91.2,332.7,1,1,12.5%,12.5%,12.5%,62.5%,25.0%,71.0,-,46.2%,23.1%,100.0%,25.0%,-,-,25.0%,62.5%,50.0%,25.0%,25.0%,57.1%
Brett Baty LHB,,+600,14,2.80,8,1,1,93.9,310.2,2,1,12.5%,-,12.5%,37.5%,12.5%,76.3,60.0%,26.7%,20.0%,100.0%,62.5%,50.0%,25.0%,12.5%,37.5%,12.5%,62.5%,25.0%,40.0%
Nick Morabito RHB,—,N/A,5,3.60,8,0,0,92.0,228.1,1,0,-,-,12.5%,62.5%,37.5%,71.5,33.3%,50.0%,33.3%,100.0%,37.5%,-,-,37.5%,50.0%,25.0%,62.5%,12.5%,37.5%
Marcus Semien RHB,,+710,14,4.40,8,0,1,92.1,293.6,3,0,-,-,25.0%,37.5%,37.5%,71.5,11.1%,66.7%,11.1%,90.0%,62.5%,50.0%,0.0%,12.5%,37.5%,37.5%,12.5%,50.0%,50.0%
Juan Soto LHB,,+299,25,4.60,8,0,0,99.3,186.6,1,0,-,-,12.5%,75.0%,37.5%,73.3,30.8%,53.8%,38.5%,100.0%,50.0%,12.5%,0.0%,37.5%,37.5%,37.5%,37.5%,25.0%,50.0%
Francisco Alvarez RHB,,+525,22,4.00,8,0,1,92.7,305.0,1,0,-,-,-,62.5%,12.5%,74.3,45.5%,45.5%,36.4%,91.7%,25.0%,12.5%,0.0%,12.5%,75.0%,25.0%,62.5%,12.5%,20.0%
Christopher Morel RHB,—,N/A,11,2.80,8,0,0,83.5,205.0,0,0,-,-,25.0%,37.5%,12.5%,76.6,63.6%,27.3%,18.2%,100.0%,25.0%,12.5%,0.0%,12.5%,50.0%,50.0%,37.5%,12.5%,50.0%
Bo Bichette RHB,,+700,16,4.60,8,0,0,96.1,172.4,0,0,-,-,-,62.5%,12.5%,69.2,14.3%,28.6%,14.3%,100.0%,37.5%,-,-,37.5%,62.5%,37.5%,50.0%,12.5%,37.5%
Mark Vientos RHB,—,N/A,22,2.40,8,0,0,89.5,209.7,2,0,-,-,-,50.0%,12.5%,75.7,60.0%,50.0%,20.0%,100.0%,37.5%,25.0%,0.0%,12.5%,25.0%,12.5%,50.0%,37.5%,40.0%
Jared Young LHB,,+545,9,4.20,8,0,0,102.1,308.2,2,1,12.5%,-,-,87.5%,25.0%,74.0,22.2%,88.9%,66.7%,90.0%,37.5%,12.5%,0.0%,25.0%,62.5%,50.0%,37.5%,12.5%,42.9%
Cristian Pache RHB,—,N/A,-,1.60,2,0,0,91.9,72.1,0,0,-,-,50.0%,50.0%,-,70.4,16.7%,16.7%,16.7%,100.0%,-,-,-,-,50.0%,50.0%,-,50.0%,0.0%
