Matchup,KC @ TEX
Pitcher,Kumar Rocker
Pitcher Team,TEX
Opposing Team,KC

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,50.0,216,0.242,0.304,0.358,0.116,1.36,5,0.90,10.2%,22.8%,19.4%,18.5%,10.8%,7.56,54.6%,6.9%,7.3%,42.7%,19.3%,13.8%,8.7%
vsLHB,25.1,112,0.253,0.333,0.400,0.147,1.54,3,1.07,13.4%,22.8%,21.4%,19.2%,10.7%,8.53,57.0%,7.0%,9.6%,53.4%,24.7%,11.1%,9.6%
vsRHB,24.1,104,0.232,0.275,0.316,0.084,1.19,2,0.74,6.7%,22.8%,17.3%,17.6%,11.0%,6.66,51.9%,6.9%,5.2%,32.5%,14.3%,18.2%,7.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jac Caglianone LHB,+243,17,3.60,1,1,0.267,0.353,0.533,0.267,0.379,11.8%,38.2%,17.6%,19.1%,102.9,25.0%,8.3%,25.0%,91.7%,41.7%,77.0,76.5%,35.3%,23.5%,100.0%,41.7%,20.0%,50.0%,8.3%,33.3%,33.3%,33.3%,44.4%
Salvador Perez RHB,+235,14,3.60,1,1,0.250,0.286,0.500,0.250,0.329,-,29.2%,14.3%,17.9%,92.5,9.1%,9.1%,18.2%,36.4%,36.4%,71.3,17.4%,39.1%,13.0%,95.8%,36.4%,25.0%,18.2%,45.5%,45.5%,45.5%,9.1%,72.7%
Vinnie Pasquantino LHB,+211,29,4.00,0,2,0.269,0.345,0.346,0.077,0.308,10.3%,13.6%,13.8%,6.5%,86.2,-,-,18.2%,22.7%,40.9%,70.6,10.0%,32.5%,5.0%,90.9%,18.2%,0.0%,31.8%,31.8%,36.4%,40.9%,22.7%,35.7%
Isaac Collins SHB,+408,25,3.20,0,0,0.222,0.400,0.278,0.056,0.313,24.0%,27.5%,24.0%,10.6%,87.9,15.4%,7.7%,23.1%,38.5%,61.5%,72.6,11.1%,19.4%,8.3%,90.0%,30.8%,0.0%,38.5%,30.8%,46.2%,46.2%,7.7%,8.7%
Kyle Isbel LHB,+661,23,3.00,0,0,0.300,0.348,0.400,0.100,0.322,8.7%,25.7%,30.4%,10.8%,82.8,-,-,-,28.6%,42.9%,72.2,30.3%,21.2%,6.1%,94.3%,21.4%,0.0%,35.7%,28.6%,14.3%,42.9%,42.9%,26.9%
Maikel Garcia RHB,+416,20,4.20,0,0,0.150,0.150,0.200,0.050,0.152,-,10.7%,20.0%,4.6%,89.3,-,-,12.5%,43.8%,31.2%,72.6,22.7%,45.5%,18.2%,78.6%,6.2%,0.0%,37.5%,56.2%,43.8%,25.0%,31.2%,23.8%
Michael Massey LHB,+446,20,2.80,0,0,0.278,0.300,0.389,0.111,0.293,5.0%,6.2%,5.0%,2.9%,90.5,-,-,11.1%,27.8%,27.8%,72.3,13.8%,37.9%,10.3%,90.6%,50.0%,0.0%,22.2%,27.8%,33.3%,38.9%,27.8%,20.0%
Carter Jensen LHB,+219,17,3.80,0,1,0.133,0.235,0.200,0.067,0.203,11.8%,21.4%,23.5%,10.3%,84.8,-,-,27.3%,18.2%,36.4%,74.2,44.4%,13.9%,-,87.8%,54.5%,0.0%,9.1%,9.1%,36.4%,9.1%,54.5%,27.8%
Bobby Witt Jr. RHB,+230,13,4.00,0,0,0.077,0.077,0.077,-,0.068,-,22.7%,15.4%,10.9%,96.9,-,-,9.1%,63.6%,54.5%,75.3,68.2%,31.8%,18.2%,100.0%,27.3%,0.0%,36.4%,36.4%,36.4%,45.5%,18.2%,20.0%
Lane Thomas RHB,N/A,8,2.80,0,0,0.167,0.250,0.333,0.167,0.240,12.5%,50.0%,37.5%,13.3%,76.6,-,-,50.0%,-,25.0%,73.3,22.2%,-,-,75.0%,25.0%,0.0%,-,50.0%,75.0%,25.0%,-,15.4%
Starling Marte RHB,N/A,6,2.20,0,1,0.500,0.500,0.833,0.333,0.572,-,25.0%,16.7%,15.4%,96.5,20.0%,20.0%,20.0%,60.0%,20.0%,75.3,71.4%,57.1%,42.9%,87.5%,20.0%,0.0%,20.0%,60.0%,80.0%,20.0%,-,25.0%
Nick Loftin RHB,N/A,5,2.40,0,0,0.400,0.400,0.400,-,0.356,-,0.0%,-,-,89.6,-,-,-,20.0%,-,68.2,-,42.9%,14.3%,87.5%,-,-,-,100.0%,60.0%,20.0%,20.0%,0.0%
