Matchup,NYY @ BOS
Pitcher,Payton Tolle
Pitcher Team,BOS
Opposing Team,NYY

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,64.1,261,0.217,0.273,0.346,0.129,1.09,6,0.84,6.9%,24.0%,23.8%,21.6%,13.2%,8.67,62.8%,8.3%,6.7%,34.1%,29.6%,11.3%,18.4%
vsLHB,18.1,76,0.247,0.309,0.452,0.205,1.09,4,1.96,2.6%,16.1%,13.2%,18.5%,8.7%,4.91,61.8%,8.2%,7.9%,33.3%,23.8%,26.7%,11.1%
vsRHB,45.1,185,0.204,0.258,0.299,0.096,1.10,2,0.40,8.6%,26.5%,28.1%,22.3%,14.7%,10.32,63.2%,8.3%,6.0%,34.5%,32.8%,5.3%,22.4%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Paul Goldschmidt RHB,,+421,24,8,3.60,2,2,0.500,0.500,1.250,0.750,0.748,-,16.7%,12.5%,6.8%,86.8,293.1,2,2,14.3%,-,14.3%,28.6%,28.6%,71.0,9.5%,19.0%,4.8%,87.5%,42.9%,66.7%,-,42.9%,28.6%,42.9%,28.6%,18.8%
Cody Bellinger LHB,,+560,32,16,4.00,1,1,0.267,0.312,0.533,0.267,0.362,6.2%,7.7%,18.8%,3.5%,86.1,277.9,2,2,8.3%,-,16.7%,41.7%,25.0%,69.9,-,29.2%,16.7%,96.0%,16.7%,50.0%,8.3%,66.7%,58.3%,33.3%,8.3%,53.3%
Jazz Chisholm Jr. LHB,,+504,25,14,4.00,0,1,0.250,0.357,0.417,0.167,0.336,14.3%,25.0%,21.4%,10.5%,92.6,229.2,2,1,11.1%,11.1%,22.2%,33.3%,33.3%,72.1,18.2%,36.4%,9.1%,95.7%,11.1%,0.0%,22.2%,44.4%,44.4%,33.3%,22.2%,17.6%
Anthony Volpe RHB,,+630,24,14,4.00,0,0,0.333,0.429,0.500,0.167,0.399,14.3%,30.0%,28.6%,14.8%,99.4,281.9,1,1,12.5%,-,12.5%,75.0%,50.0%,73.0,39.3%,25.0%,14.3%,93.3%,12.5%,0.0%,50.0%,37.5%,25.0%,50.0%,25.0%,31.2%
Amed Rosario RHB,,+725,14,13,3.80,0,0,0.083,0.154,0.083,-,0.118,7.7%,20.0%,23.1%,10.3%,93.9,240.5,2,1,11.1%,-,22.2%,55.6%,44.4%,73.8,52.6%,36.8%,15.8%,95.0%,11.1%,0.0%,33.3%,44.4%,44.4%,44.4%,11.1%,33.3%
Max Schuemann RHB,—,N/A,22,11,2.40,0,0,0.286,0.545,0.429,0.143,0.432,36.4%,9.1%,18.2%,3.1%,90.4,299.0,2,2,40.0%,40.0%,40.0%,40.0%,60.0%,71.2,-,33.3%,11.1%,90.0%,80.0%,0.0%,20.0%,-,40.0%,20.0%,40.0%,33.3%
Jose Caballero RHB,,+870,12,11,3.80,0,0,0.143,0.455,0.143,-,0.323,27.3%,25.0%,27.3%,12.2%,77.5,262.7,1,0,-,-,-,50.0%,50.0%,71.9,27.3%,4.5%,-,100.0%,-,-,50.0%,25.0%,25.0%,50.0%,25.0%,33.3%
Jasson Dominguez SHB,,+500,27,11,4.00,0,1,0.364,0.364,0.455,0.091,0.358,-,22.2%,18.2%,13.6%,85.5,261.1,1,1,11.1%,-,11.1%,33.3%,44.4%,72.0,8.7%,8.7%,4.3%,92.0%,11.1%,0.0%,22.2%,66.7%,33.3%,55.6%,11.1%,45.5%
Ben Rice LHB,,+394,27,11,4.40,0,0,0.200,0.273,0.200,-,0.221,9.1%,0.0%,18.2%,-,86.0,227.7,0,0,-,-,-,37.5%,12.5%,72.5,29.4%,23.5%,11.8%,100.0%,25.0%,0.0%,-,62.5%,25.0%,37.5%,37.5%,26.7%
Austin Wells LHB,,+600,13,10,2.60,0,0,0.222,0.300,0.333,0.111,0.281,10.0%,30.0%,30.0%,12.2%,83.8,214.4,0,0,-,-,33.3%,33.3%,33.3%,71.2,16.7%,11.1%,-,94.7%,-,-,33.3%,33.3%,50.0%,16.7%,33.3%,28.6%
Ali Sanchez RHB,—,N/A,1,8,2.60,0,0,0.375,0.375,0.500,0.125,0.381,-,46.7%,37.5%,25.0%,78.3,194.7,0,0,-,-,-,40.0%,80.0%,70.4,9.1%,18.2%,18.2%,73.3%,-,-,60.0%,20.0%,20.0%,40.0%,40.0%,44.4%
Spencer Jones LHB,—,N/A,-,3,3.00,0,0,-,0.667,-,-,0.433,66.7%,37.5%,33.3%,13.6%,-,-,0,0,-,-,-,-,-,76.2,62.5%,-,-,100.0%,-,-,-,-,-,-,-,66.7%
