Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jordan Walker,RHB,STL,Chris Sale,L,35.8,38.8,27.3,59.8,40.3
Carson Benge,LHB,NYM,Sonny Gray,R,33.9,44.9,23.6,52.3,39.3
Garrett Mitchell,LHB,MIL,Braxton Ashcraft,R,37.5,55.8,9.8,52.2,39.3
Francisco Lindor,SHB,NYM,Sonny Gray,R,43.8,37.8,17.5,57.7,37.3
Jackson Holliday,LHB,BAL,Luinder Avila,R,22.4,29.1,26.9,64.6,36.6
Jonathan Aranda,LHB,TB,Luis Castillo,R,27.1,41.1,21.1,50.6,36.1
Drake Baldwin,LHB,ATL,Kyle Leahy,R,33.4,27.1,27.1,55.2,34.8
Kyle Schwarber,LHB,PHI,Jack Flaherty,R,24.9,31.2,24.9,52.8,34.1
Victor Mesa Jr.,LHB,TB,Luis Castillo,R,39.5,39.4,11,51.3,33.9
Masataka Yoshida,LHB,BOS,Nolan McLean,R,32.8,28.5,31,45.4,33.9
Seiya Suzuki,RHB,CHC,Hunter Greene,R,56.3,20.1,33.3,42.9,33.4
Jac Caglianone,LHB,KC,Brandon Young,R,33.1,38.4,19,43.4,33.3
Brice Turang,LHB,MIL,Braxton Ashcraft,R,35.3,15.8,24.3,67,33.1
Colton Cowser,LHB,BAL,Luinder Avila,R,27.7,37.2,26.3,34.2,32.2
Daulton Varsho,LHB,TOR,JP Sears,L,39.6,26.7,11.8,61.4,32.2
Jackson Chourio,RHB,MIL,Braxton Ashcraft,R,39.7,35,19,39.5,31.8
Dillon Dingler,RHB,DET,Aaron Nola,R,42.1,21.1,27.5,47.3,31.7
Lane Thomas,RHB,KC,Brandon Young,R,59.9,23.4,24.2,40.5,31.6
Rhys Hoskins,RHB,CLE,Sandy Alcantara,R,43,25.4,21.4,46.1,31.1
Dansby Swanson,RHB,CHC,Hunter Greene,R,41.3,33.5,19.9,36.6,31
Spencer Torkelson,RHB,DET,Aaron Nola,R,45.1,23.7,24.2,42.9,30.8
Carter Jensen,LHB,KC,Brandon Young,R,18.5,29.8,36.9,28.7,30.5
Ryan Vilade,RHB,TB,Luis Castillo,R,54.1,18.8,18.8,51,30.4
Heriberto Hernandez,RHB,MIA,Parker Messick,L,55.5,26,31,25.3,30.3
