Matchup,MIN @ SD
Pitcher,Dean Kremer
Pitcher Team,MIN
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,53.1,216,0.239,0.336,0.503,0.264,1.18,13,2.19,7.4%,28.4%,23.6%,20.6%,13.1%,8.61,61.0%,6.6%,7.4%,33.8%,37.2%,23.6%,23.6%
vsLHB,31.1,131,0.248,0.348,0.504,0.256,1.31,7,2.01,9.2%,25.9%,19.8%,17.8%,11.7%,7.47,61.7%,5.8%,5.4%,31.2%,34.4%,21.9%,24.7%
vsRHB,21.1,85,0.225,0.318,0.500,0.275,1.03,6,2.53,4.7%,32.1%,29.4%,24.5%,15.3%,10.55,60.0%,7.8%,10.9%,38.2%,41.8%,26.1%,21.8%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Gavin Sheets LHB,,+630,18,2.80,10,1,1,91.9,339.4,3,3,20.0%,10.0%,30.0%,50.0%,30.0%,75.5,46.2%,46.2%,38.5%,100.0%,40.0%,10.0%,0.0%,30.0%,60.0%,70.0%,20.0%,10.0%,25.0%
Luis Rengifo SHB,,+1080,21,4.00,10,1,1,87.3,255.9,2,1,10.0%,-,10.0%,20.0%,30.0%,71.4,8.3%,50.0%,16.7%,85.7%,50.0%,30.0%,33.3%,20.0%,40.0%,20.0%,20.0%,60.0%,57.1%
Manny Machado RHB,,+436,18,4.40,10,1,1,94.8,299.0,3,1,-,-,10.0%,70.0%,-,76.2,72.7%,63.6%,45.5%,84.6%,40.0%,40.0%,25.0%,-,50.0%,30.0%,40.0%,30.0%,42.9%
Freddy Fermin RHB,—,N/A,14,3.20,10,1,1,84.6,252.4,2,1,10.0%,10.0%,30.0%,30.0%,50.0%,69.6,7.1%,42.9%,14.3%,100.0%,50.0%,10.0%,100.0%,40.0%,40.0%,50.0%,40.0%,10.0%,55.6%
Austin Hays RHB,—,N/A,13,2.80,10,1,1,82.3,255.9,1,1,10.0%,-,10.0%,30.0%,20.0%,70.1,7.1%,35.7%,14.3%,87.5%,40.0%,20.0%,50.0%,20.0%,60.0%,50.0%,30.0%,20.0%,57.1%
Fernando Tatis Jr. RHB,,+403,22,4.40,10,1,3,100.7,321.4,4,4,30.0%,20.0%,20.0%,70.0%,20.0%,79.5,84.6%,46.2%,38.5%,92.9%,50.0%,30.0%,33.3%,20.0%,50.0%,40.0%,50.0%,10.0%,55.6%
Sung-Mun Song LHB,,+645,19,2.00,10,0,0,86.2,202.3,2,1,-,-,30.0%,40.0%,-,72.6,26.7%,20.0%,6.7%,100.0%,50.0%,50.0%,0.0%,-,30.0%,40.0%,40.0%,20.0%,50.0%
Jase Bowen RHB,—,N/A,13,1.20,10,0,1,74.5,217.9,1,1,10.0%,-,10.0%,20.0%,10.0%,71.2,-,20.0%,10.0%,83.3%,40.0%,30.0%,0.0%,10.0%,40.0%,30.0%,50.0%,20.0%,62.5%
Xander Bogaerts RHB,,+820,12,3.80,10,0,1,93.7,253.5,4,0,20.0%,20.0%,40.0%,40.0%,30.0%,74.0,53.8%,53.8%,23.1%,100.0%,50.0%,30.0%,0.0%,20.0%,30.0%,50.0%,30.0%,20.0%,25.0%
Jake Cronenworth LHB,,+1080,14,4.00,10,0,0,80.1,263.6,1,1,-,-,-,30.0%,30.0%,69.8,8.3%,41.7%,8.3%,100.0%,40.0%,30.0%,0.0%,10.0%,40.0%,20.0%,50.0%,30.0%,33.3%
Luis Campusano RHB,,+600,42,3.60,10,0,2,89.2,276.0,5,1,20.0%,-,20.0%,30.0%,70.0%,74.6,35.7%,28.6%,14.3%,100.0%,80.0%,30.0%,0.0%,50.0%,10.0%,30.0%,20.0%,50.0%,50.0%
Ty France RHB,,+650,27,4.40,10,0,0,94.0,272.6,1,1,-,-,10.0%,60.0%,40.0%,72.2,23.5%,41.2%,17.6%,100.0%,50.0%,10.0%,0.0%,40.0%,50.0%,20.0%,60.0%,20.0%,44.4%
Jackson Merrill LHB,,+560,19,4.00,10,0,1,92.5,299.7,4,1,-,-,20.0%,40.0%,30.0%,71.8,18.8%,50.0%,18.8%,100.0%,70.0%,40.0%,0.0%,30.0%,30.0%,40.0%,30.0%,30.0%,57.1%
