Matchup,LAA @ ARI
Pitcher,Reid Detmers
Pitcher Team,LAA
Opposing Team,ARI

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,81.0,330,0.205,0.268,0.333,0.128,1.05,7,0.78,7.3%,29.4%,29.4%,21.7%,14.4%,10.78,62.5%,8.2%,7.3%,35.4%,30.6%,9.5%,14.1%
vsLHB,21.1,86,0.184,0.236,0.237,0.053,0.94,1,0.42,7.0%,29.4%,25.6%,20.0%,13.9%,9.28,64.0%,8.0%,7.3%,36.4%,27.3%,-,1.8%
vsRHB,59.0,244,0.213,0.279,0.367,0.154,1.10,6,0.92,7.4%,29.4%,30.7%,22.3%,14.5%,11.44,62.0%,8.3%,7.3%,35.1%,31.8%,12.5%,18.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ketel Marte SHB,,+398,28,17,4.60,2,3,0.375,0.353,0.938,0.562,0.524,-,8.0%,11.8%,3.6%,98.0,310.6,7,4,20.0%,20.0%,26.7%,66.7%,53.3%,79.4,87.5%,41.7%,33.3%,96.0%,33.3%,20.0%,46.7%,20.0%,33.3%,60.0%,6.7%,22.2%
Gabriel Moreno RHB,,+900,25,18,4.60,1,1,0.118,0.167,0.294,0.176,0.202,5.6%,23.3%,22.2%,11.3%,94.8,283.5,2,1,7.7%,7.7%,15.4%,61.5%,30.8%,72.3,38.5%,38.5%,15.4%,89.7%,23.1%,33.3%,15.4%,53.8%,46.2%,7.7%,46.2%,25.0%
Nolan Arenado RHB,,+610,16,15,4.40,1,2,0.308,0.400,0.615,0.308,0.430,13.3%,24.1%,6.7%,10.9%,88.8,293.4,4,2,9.1%,9.1%,36.4%,36.4%,45.5%,73.6,40.0%,24.0%,8.0%,96.2%,45.5%,20.0%,27.3%,27.3%,36.4%,45.5%,18.2%,21.4%
Tommy Troy RHB,,+1050,2,6,3.40,1,1,0.500,0.500,1.000,0.500,0.647,-,23.1%,16.7%,8.1%,81.7,280.3,1,1,20.0%,20.0%,20.0%,40.0%,40.0%,70.6,18.2%,36.4%,18.2%,84.6%,40.0%,50.0%,20.0%,20.0%,40.0%,20.0%,40.0%,16.7%
Lourdes Gurriel Jr. RHB,,+770,11,16,3.60,0,1,0.286,0.375,0.357,0.071,0.327,12.5%,33.3%,18.8%,20.0%,86.2,307.5,2,1,9.1%,9.1%,9.1%,36.4%,27.3%,70.4,12.0%,32.0%,12.0%,86.2%,18.2%,0.0%,18.2%,63.6%,54.5%,9.1%,36.4%,50.0%
Corbin Carroll LHB,,+570,16,14,4.60,0,0,0.250,0.357,0.333,0.083,0.311,14.3%,37.0%,21.4%,23.3%,90.0,200.5,1,0,-,-,25.0%,50.0%,25.0%,75.9,65.4%,19.2%,15.4%,96.3%,25.0%,0.0%,12.5%,50.0%,50.0%,37.5%,12.5%,50.0%
Ildemaro Vargas SHB,,+820,23,13,3.00,0,0,0.167,0.231,0.250,0.083,0.216,7.7%,18.5%,15.4%,9.4%,89.4,236.1,1,0,-,-,20.0%,30.0%,20.0%,71.3,23.1%,23.1%,11.5%,96.3%,20.0%,0.0%,20.0%,50.0%,50.0%,40.0%,10.0%,14.3%
Geraldo Perdomo SHB,,+1160,12,13,4.20,0,0,0.333,0.308,0.333,-,0.274,-,7.1%,7.7%,3.3%,80.8,230.2,0,0,-,-,16.7%,25.0%,16.7%,69.3,-,28.0%,4.0%,92.6%,16.7%,0.0%,25.0%,41.7%,41.7%,25.0%,33.3%,16.7%
Jordan Lawlar RHB,,+900,2,11,3.80,0,0,0.250,0.455,0.250,-,0.345,18.2%,25.0%,27.3%,8.9%,81.0,252.9,1,0,-,-,20.0%,-,40.0%,70.4,-,14.3%,-,87.5%,80.0%,0.0%,-,20.0%,40.0%,40.0%,20.0%,20.0%
Jorge Barrosa SHB,—,N/A,23,10,1.80,0,1,-,0.100,-,-,0.065,10.0%,21.4%,30.0%,7.0%,90.2,324.9,4,0,-,-,16.7%,16.7%,50.0%,69.5,-,28.6%,-,100.0%,33.3%,0.0%,33.3%,33.3%,50.0%,33.3%,16.7%,0.0%
Adrian Del Castillo LHB,—,N/A,2,6,2.20,0,0,-,-,-,-,-,-,35.7%,50.0%,16.1%,92.4,231.6,1,0,-,-,66.7%,33.3%,33.3%,71.6,25.0%,16.7%,8.3%,85.7%,66.7%,0.0%,-,-,66.7%,33.3%,-,22.2%
LuJames Groover RHB,,+635,3,5,4.20,0,1,0.250,0.400,0.250,-,0.322,-,27.3%,20.0%,11.5%,98.0,344.3,2,1,33.3%,33.3%,33.3%,66.7%,33.3%,70.7,-,30.0%,20.0%,90.9%,66.7%,0.0%,-,33.3%,33.3%,33.3%,33.3%,14.3%
Pavin Smith LHB,—,N/A,-,2,4.20,0,0,-,-,-,-,-,-,0.0%,-,-,81.2,-,0,0,-,-,-,-,-,66.9,-,33.3%,-,60.0%,-,-,-,100.0%,100.0%,-,-,0.0%
