Matchup,TB @ COL
Pitcher,Michael Lorenzen
Pitcher Team,COL
Opposing Team,TB

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,12.1,2.35,="26-61",.426,.836,0.410,5,6,2,15,18.5,3,.446,1.282
Batting Second,12.2,1.74,="16-55",.291,.473,0.182,1,3,2,7,11.3,6,.371,.844
Batting Third,12.0,2.17,="19-53",.358,.491,0.133,1,2,1,3,13.1,7,.443,.934
Batting Fourth,13.2,1.32,="13-52",.250,.558,0.308,4,2,1,18,15.0,5,.317,.875
Batting Fifth,10.2,2.06,="18-50",.360,.640,0.280,4,2,0,11,14.5,4,.400,1.040
Batting Sixth,14.1,0.77,="9-49",.184,.224,0.040,0,2,0,2,26.9,2,.212,.436
Batting Seventh,9.0,2.67,="18-44",.409,.568,0.159,1,4,0,8,7.8,6,.471,1.039
Batting Eighth,9.0,2.44,="19-44",.432,.523,0.091,0,4,0,6,18.0,3,.490,1.013
Batting Ninth,10.2,1.41,="11-42",.262,.333,0.071,0,3,0,7,19.6,4,.326,.659

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Yandy Diaz RHB,Batting First ​,="94-302",.311,.457,0.146,9,15,1,47,16.1,30,.383,.840
Chandler Simpson LHB,Batting First ​,="36-143",.252,.301,0.049,0,3,2,6,13.8,7,.285,.586
Jonathan Aranda LHB,Batting Second ​,="67-238",.282,.429,0.147,8,11,0,33,22.1,25,.360,.789
Junior Caminero RHB,Batting Third ​,="56-200",.280,.585,0.305,16,11,1,37,19.4,30,.379,.964
Ryan Vilade RHB,Batting Fourth ​,="27-82",.329,.585,0.256,5,4,1,20,16.7,10,.400,.985
Jonny DeLuca RHB,Batting Fifth ​,="25-93",.269,.419,0.150,2,8,0,17,19.0,6,.313,.732
Richie Palacios LHB,Batting Fifth ​,="13-55",.236,.309,0.073,0,2,1,8,16.7,5,.300,.609
Cedric Mullins LHB,Batting Sixth ​,="19-83",.229,.434,0.205,5,0,1,14,19.1,6,.286,.720
Victor Mesa Jr. LHB,Batting Sixth ​,="13-48",.271,.521,0.250,4,0,0,7,32.1,5,.340,.861
Ben Williamson RHB,Batting Sixth ​,="17-89",.191,.247,0.056,0,3,1,5,22.9,6,.250,.497
Nick Fortes RHB,Batting Eighth ​,="30-127",.236,.299,0.063,1,5,0,12,14.0,2,.269,.568
Hunter Feduccia LHB,Batting Eighth ​,="14-68",.206,.294,0.088,1,3,0,7,29.9,6,.276,.570
Taylor Walls SHB,Batting Ninth ​,="32-160",.200,.263,0.063,0,6,2,16,27.0,21,.293,.556
