Matchup,SD @ TB
Pitcher,Walker Buehler
Pitcher Team,SD
Opposing Team,TB
Source,SyntheticGapFill

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,47.2,210,0.250,0.342,0.462,0.212,1.45,9,1.70,11.0%,20.7%,18.1%,14.9%,9.4%,7.17,61.4%,7.4%,8.2%,33.3%,29.3%,20.9%,15.0%
vsLHB,26.2,120,0.262,0.351,0.495,0.234,1.46,5,1.69,9.2%,16.9%,17.5%,14.6%,7.8%,7.09,63.3%,8.6%,9.3%,32.6%,27.9%,20.8%,19.8%
vsRHB,21.0,90,0.234,0.329,0.416,0.182,1.43,4,1.71,13.3%,26.1%,18.9%,15.3%,11.5%,7.29,58.9%,5.8%,6.6%,34.4%,31.1%,21.1%,8.2%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonathan Aranda LHB,—,N/A,43,4.00,8,0,0,93.4,275.6,2,0,-,-,-,37.5%,37.5%,71.0,14.3%,57.1%,7.1%,100.0%,62.5%,25.0%,0.0%,37.5%,37.5%,25.0%,25.0%,50.0%,42.9%
Liam Hicks LHB,—,N/A,33,3.40,8,0,0,81.4,261.0,3,0,-,-,-,-,75.0%,68.1,9.1%,36.4%,-,84.6%,87.5%,25.0%,0.0%,62.5%,12.5%,-,37.5%,62.5%,75.0%
Junior Caminero RHB,—,N/A,29,4.00,8,0,0,95.8,246.7,1,1,-,-,12.5%,50.0%,12.5%,78.4,66.7%,33.3%,25.0%,75.0%,37.5%,12.5%,0.0%,25.0%,62.5%,50.0%,25.0%,25.0%,50.0%
Cedric Mullins LHB,—,N/A,27,3.20,8,0,2,86.5,251.2,3,2,12.5%,-,12.5%,25.0%,25.0%,72.4,18.2%,45.5%,9.1%,100.0%,62.5%,62.5%,0.0%,-,-,12.5%,50.0%,37.5%,33.3%
Ryan Vilade RHB,—,N/A,25,2.80,8,1,1,80.4,334.9,2,1,12.5%,-,-,37.5%,25.0%,76.8,70.0%,30.0%,20.0%,76.9%,37.5%,25.0%,50.0%,12.5%,62.5%,12.5%,87.5%,-,62.5%
Richie Palacios LHB,—,N/A,24,3.80,8,0,0,86.4,235.6,2,1,-,-,-,12.5%,-,70.0,-,50.0%,10.0%,100.0%,50.0%,50.0%,0.0%,-,37.5%,37.5%,25.0%,37.5%,25.0%
Yandy Diaz RHB,—,N/A,19,4.40,8,0,0,90.7,246.8,1,0,-,-,-,37.5%,12.5%,71.4,30.0%,50.0%,20.0%,83.3%,12.5%,12.5%,0.0%,-,75.0%,12.5%,75.0%,12.5%,16.7%
Nick Fortes RHB,—,N/A,18,3.40,8,0,0,84.1,288.0,3,2,-,-,25.0%,25.0%,50.0%,73.2,20.0%,50.0%,20.0%,100.0%,50.0%,-,-,50.0%,25.0%,50.0%,37.5%,12.5%,57.1%
Jorge Mateo RHB,—,N/A,14,3.20,8,1,1,77.3,195.5,1,1,12.5%,12.5%,12.5%,25.0%,37.5%,73.2,40.0%,30.0%,10.0%,90.9%,25.0%,12.5%,100.0%,12.5%,37.5%,50.0%,12.5%,37.5%,14.3%
Taylor Walls SHB,—,N/A,13,3.60,8,0,0,80.6,278.6,1,1,-,-,-,37.5%,50.0%,68.0,-,36.4%,9.1%,91.7%,25.0%,25.0%,0.0%,-,50.0%,50.0%,25.0%,25.0%,62.5%
Jonny DeLuca RHB,—,N/A,10,4.00,8,0,0,89.7,272.0,1,0,-,-,37.5%,37.5%,37.5%,72.7,18.2%,45.5%,27.3%,91.7%,50.0%,12.5%,0.0%,37.5%,50.0%,75.0%,12.5%,12.5%,33.3%
Chandler Simpson LHB,—,N/A,8,4.00,8,0,0,77.2,224.8,1,0,-,-,-,-,50.0%,64.8,-,62.5%,-,88.9%,50.0%,-,-,50.0%,25.0%,12.5%,62.5%,25.0%,50.0%
Kenny Piper RHB,—,N/A,,3.00,4,0,0,83.7,166.9,0,0,-,-,-,-,-,75.0,50.0%,16.7%,-,100.0%,25.0%,25.0%,0.0%,-,50.0%,25.0%,25.0%,50.0%,75.0%
