Split,vsRHB
Range,L10
Dates,="8/20/2026"
Games,20

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
1:10 PM,Shane Bieber,@,21.0,96,4.81,0.333,0.380,1.71,0.178,0.511,4,1.71,46,24.8%,17.7%,21.8%,11.8%,7.29,6,6.2%,60.4%,6.8%,73,42.5%,8,11.0%,19.2%,28.6%,17.8%
2:10 PM,Robert Gasser,vs,35.2,159,4.64,0.307,0.362,1.46,0.200,0.507,7,1.77,76,18.6%,18.9%,16.3%,9.8%,7.57,6,3.8%,66.7%,8.3%,121,34.7%,8,6.6%,28.9%,20.0%,22.3%
2:10 PM,Gage Jump,@,33.2,158,4.64,0.307,0.396,1.84,0.241,0.547,6,1.60,75,26.3%,27.2%,20.8%,12.2%,11.50,20,12.7%,55.4%,9.1%,95,46.3%,8,8.4%,22.1%,28.6%,16.8%
8:05 PM,Jacob deGrom,vs,21.0,96,3.29,0.291,0.339,1.67,0.116,0.407,2,0.86,35,30.4%,27.1%,20.5%,15.6%,11.14,10,10.4%,62.5%,5.5%,60,33.3%,3,5.0%,18.3%,18.2%,15.0%
2:10 PM,Grant Holmes,@,19.0,85,3.78,0.286,0.336,1.47,0.143,0.429,2,0.95,33,26.5%,20.0%,17.5%,13.8%,8.05,6,7.1%,63.5%,9.1%,61,41.0%,5,8.2%,27.9%,5.9%,23.0%
2:10 PM,George Kirby,@,28.1,120,3.56,0.278,0.325,1.27,0.174,0.452,4,1.27,52,25.9%,22.5%,19.4%,13.8%,8.58,4,3.3%,66.4%,8.3%,88,34.1%,10,11.4%,26.1%,13.0%,13.6%
6:35 PM,Gerrit Cole,@,22.1,94,2.16,0.278,0.306,1.30,0.122,0.400,1,0.40,36,19.0%,24.5%,24.0%,8.6%,9.27,4,4.3%,63.2%,10.7%,67,50.7%,7,10.4%,14.9%,10.0%,20.9%
12:40 PM,Michael McGreevy,@,20.1,81,3.44,0.267,0.309,1.13,0.160,0.427,2,0.89,32,17.0%,17.3%,17.3%,7.7%,6.20,3,3.7%,63.0%,8.1%,64,35.9%,6,9.4%,26.6%,5.9%,14.1%
8:10 PM,Peter Lambert,vs,25.0,111,3.58,0.260,0.322,1.36,0.140,0.400,3,1.08,40,26.7%,27.0%,22.1%,12.5%,10.80,8,7.2%,59.5%,7.4%,70,27.1%,4,5.7%,34.3%,12.5%,18.6%
2:10 PM,Randy Dobnak,vs,14.2,68,4.33,0.254,0.323,1.64,0.119,0.373,1,0.61,22,24.8%,16.2%,13.9%,10.7%,6.75,9,13.2%,69.1%,3.2%,48,43.8%,2,4.2%,14.6%,14.3%,22.9%
8:10 PM,Grayson Rodriguez,@,21.0,91,5.77,0.253,0.375,1.29,0.291,0.544,5,2.14,43,24.0%,23.1%,16.9%,11.8%,9.00,7,7.7%,58.2%,8.8%,59,44.1%,10,16.9%,27.1%,25.0%,25.4%
2:10 PM,Anthony Kay,vs,34.1,154,5.28,0.252,0.344,1.37,0.168,0.420,5,1.31,55,26.1%,18.2%,15.7%,12.7%,7.34,14,9.1%,58.7%,7.2%,104,45.2%,10,9.6%,26.0%,14.8%,18.3%
1:10 PM,Gavin Williams,vs,21.2,92,4.62,0.247,0.331,1.25,0.224,0.471,6,2.49,40,32.0%,35.9%,21.9%,16.1%,13.71,6,6.5%,65.2%,6.8%,52,50.0%,7,13.5%,25.0%,46.2%,15.4%
8:05 PM,Andrew Alvarez,@,33.0,144,3.43,0.242,0.302,1.36,0.089,0.331,1,0.27,41,25.3%,19.4%,20.4%,11.3%,7.64,15,10.4%,55.9%,5.2%,98,35.7%,4,4.1%,23.5%,4.3%,15.3%
1:10 PM,Landen Roupp,@,21.1,92,4.55,0.232,0.305,1.36,0.146,0.378,3,1.27,31,28.6%,20.7%,22.1%,12.7%,8.02,10,10.9%,57.0%,4.6%,63,27.0%,4,6.3%,27.0%,17.6%,19.0%
6:35 PM,Kyle Bradish,vs,27.0,107,3.21,0.202,0.255,0.96,0.096,0.298,2,0.67,28,27.9%,23.4%,18.4%,12.5%,8.33,7,6.5%,57.0%,5.9%,73,37.0%,4,5.5%,24.7%,11.1%,6.8%
1:10 PM,Ian Seymour,vs,38.0,143,2.89,0.173,0.246,0.84,0.173,0.346,5,1.18,46,31.4%,35.0%,25.8%,16.0%,11.84,9,6.3%,59.7%,11.6%,84,35.7%,8,9.5%,28.6%,20.8%,23.8%
12:40 PM,Brady Singer,vs,20.2,82,3.10,0.169,0.225,0.97,0.028,0.197,0,-,14,29.8%,18.3%,16.9%,12.5%,6.53,8,9.8%,64.6%,7.3%,57,38.6%,3,5.3%,17.5%,-,12.3%
