Matchup,PIT @ WSH
Pitcher,Foster Griffin
Pitcher Team,WSH
Opposing Team,PIT

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,59.2,237,0.218,0.288,0.395,0.177,0.99,11,1.66,4.6%,26.3%,27.4%,20.2%,13.1%,9.80,61.2%,6.5%,9.6%,38.5%,24.4%,26.3%,20.5%
vsLHB,16.2,61,0.155,0.207,0.276,0.121,0.60,2,1.08,1.6%,32.5%,36.1%,24.4%,16.2%,11.88,65.6%,7.1%,8.3%,33.3%,25.0%,22.2%,27.8%
vsRHB,43.0,176,0.241,0.316,0.438,0.198,1.14,9,1.88,5.7%,24.2%,24.4%,18.6%,12.1%,9.00,59.7%,6.3%,10.0%,40.0%,24.2%,27.6%,18.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Esmerlyn Valdez RHB,,+418,20,16,4.80,2,3,0.357,0.438,0.929,0.571,0.558,12.5%,40.0%,31.2%,15.4%,99.9,298.4,4,2,22.2%,11.1%,22.2%,66.7%,22.2%,74.7,50.0%,35.0%,25.0%,100.0%,66.6%,44.4%,50.0%,22.2%,22.2%,33.3%,55.6%,11.1%,30.8%
Konnor Griffin RHB,,+560,17,20,4.80,1,1,0.263,0.300,0.526,0.263,0.353,5.0%,27.0%,25.0%,14.1%,83.6,257.5,2,1,7.1%,7.1%,14.3%,28.6%,14.3%,76.6,66.7%,11.1%,11.1%,97.3%,35.7%,28.6%,25.0%,7.1%,57.1%,35.7%,28.6%,35.7%,35.3%
Marcell Ozuna RHB,,+450,28,19,4.20,1,1,0.222,0.263,0.389,0.167,0.285,5.3%,37.0%,31.6%,17.9%,90.1,287.0,2,1,8.3%,-,16.7%,33.3%,33.3%,74.2,52.4%,16.7%,7.1%,91.3%,50.0%,25.0%,33.3%,25.0%,50.0%,58.3%,25.0%,16.7%,16.7%
Bryan Reynolds SHB,,+444,22,15,4.80,1,1,0.286,0.333,0.500,0.214,0.361,6.7%,21.4%,6.7%,10.9%,87.6,301.6,1,1,-,-,-,30.8%,30.8%,75.1,53.6%,32.1%,10.7%,100.0%,46.2%,23.1%,33.3%,23.1%,53.8%,15.4%,53.8%,30.8%,53.8%
Ryan O'Hearn LHB,,+830,12,14,4.20,1,1,0.231,0.286,0.462,0.231,0.324,7.1%,22.7%,21.4%,11.1%,86.8,252.3,3,2,-,-,10.0%,40.0%,30.0%,71.1,20.0%,35.0%,10.0%,90.9%,60.0%,40.0%,25.0%,20.0%,30.0%,20.0%,40.0%,40.0%,31.2%
Brandon Lowe LHB,,+418,29,17,5.00,0,1,0.286,0.294,0.357,0.071,0.270,5.9%,34.4%,29.4%,22.0%,95.5,312.8,5,2,27.3%,18.2%,36.4%,45.5%,45.5%,72.3,30.0%,26.7%,13.3%,93.8%,72.8%,36.4%,0.0%,36.4%,27.3%,45.5%,27.3%,27.3%,62.5%
Henry Davis RHB,,+600,17,16,3.00,0,0,0.067,0.062,0.133,0.067,0.079,-,30.3%,25.0%,19.2%,93.4,257.0,4,1,16.7%,-,8.3%,41.7%,25.0%,73.7,40.6%,25.0%,12.5%,97.0%,41.6%,33.3%,0.0%,8.3%,33.3%,41.7%,41.7%,16.7%,28.6%
Jared Triolo RHB,,+420,8,13,4.00,0,2,0.231,0.231,0.308,0.077,0.235,-,24.0%,15.4%,11.1%,86.6,307.5,5,2,-,-,9.1%,45.5%,54.5%,70.2,-,31.8%,9.1%,88.0%,63.7%,36.4%,0.0%,27.3%,36.4%,18.2%,72.7%,9.1%,16.7%
Jake Mangum SHB,,+1300,17,13,4.80,0,0,0.154,0.154,0.231,0.077,0.166,-,19.5%,30.8%,14.8%,73.8,223.9,1,0,-,-,11.1%,-,33.3%,66.6,5.3%,10.5%,-,92.7%,33.3%,11.1%,0.0%,22.2%,44.4%,66.7%,22.2%,11.1%,57.1%
Nick Gonzales RHB,,+750,10,12,4.20,0,0,0.182,0.250,0.182,-,0.202,8.3%,22.6%,8.3%,13.5%,84.7,291.9,2,0,-,-,-,20.0%,20.0%,70.4,12.0%,12.0%,-,89.3%,40.0%,40.0%,0.0%,-,60.0%,20.0%,20.0%,60.0%,50.0%
