Batter,Batter Team,Pitcher,Pitcher Team,AB,Avg,BABIP,ISO,SLG,1B,2B,3B,HR,XBH,RBI,TB,K%,OBP,BB
"Jacob Young","WSH","Brandon Young","BAL","1","1.000","0.00","3.00","4.00","0","0","0","1","1","1","4","0.0","1.000","1"
"Keibert Ruiz","WSH","Brandon Young","BAL","1","1.000","0.50","1.00","2.00","0","1","0","0","1","1","2","0.0","0.500","0"
"Taylor Ward","BAL","Foster Griffin","WSH","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Ildemaro Vargas","ARI","Cole Sulser","TB","1","1.000","1.00","1.00","2.00","0","1","0","0","1","1","2","0.0","1.000","0"
"Rafael Devers","SF","Bryce Elder","ATL","4","0.750","0.75","0.25","1.00","2","1","0","0","1","0","4","0.0","0.833","2"
"Dominic Canzone","SEA","Slade Cecconi","CLE","2","0.500","0.50","0.50","1.00","0","1","0","0","1","0","2","0.0","0.500","0"
"Kody Clemens","MIN","Michael Lorenzen","COL","2","0.500","0.00","1.50","2.00","0","0","0","1","1","2","4","50.0","0.500","0"
"Donovan Walton","LAA","Jack Perkins","ATH","2","0.500","0.00","1.50","2.00","0","0","0","1","1","3","4","0.0","0.500","0"
"Royce Lewis","MIN","Michael Lorenzen","COL","4","0.500","0.67","0.25","0.75","1","1","0","0","1","0","3","25.0","0.500","0"
"Rhys Hoskins","CLE","Logan Gilbert","SEA","6","0.500","1.00","0.67","1.17","1","1","0","1","2","4","7","50.0","0.500","0"
"Miguel Andujar","SD","Yoshinobu Yamamoto","LAD","6","0.500","0.50","0.67","1.17","1","1","0","1","2","2","7","16.7","0.500","0"
"Michael Harris II","ATL","Logan Webb","SF","14","0.500","0.56","0.57","1.07","4","0","1","2","3","3","15","21.4","0.500","0"
"Xander Bogaerts","SD","Yoshinobu Yamamoto","LAD","16","0.438","0.75","0.31","0.75","4","2","0","1","3","3","12","43.8","0.471","1"
"Freddie Freeman","LAD","Randy Vasquez","SD","7","0.429","0.43","0.29","0.71","1","2","0","0","2","0","5","0.0","0.500","1"
"Andy Pages","LAD","Randy Vasquez","SD","8","0.375","0.20","0.75","1.13","1","0","0","2","2","2","9","12.5","0.375","0"
"Ozzie Albies","ATL","Logan Webb","SF","11","0.364","0.44","0.09","0.45","3","1","0","0","1","0","5","18.2","0.364","0"
"Randy Arozarena","SEA","Slade Cecconi","CLE","3","0.333","0.33","0.33","0.67","0","1","0","0","1","1","2","0.0","0.333","0"
"Nico Hoerner","CHC","Kyle Harrison","MIL","3","0.333","0.33","0.33","0.67","0","1","0","0","1","0","2","0.0","0.333","0"
"Henry Bolte","ATH","Reid Detmers","LAA","6","0.333","0.67","0.17","0.50","1","1","0","0","1","1","3","50.0","0.333","0"
"Luis Arraez","SF","Bryce Elder","ATL","15","0.333","0.29","0.20","0.53","4","0","0","1","1","1","8","0.0","0.333","0"
"Willy Adames","SF","Bryce Elder","ATL","16","0.313","0.38","0.50","0.81","1","2","0","2","4","5","13","37.5","0.353","1"
"Josh Bell","MIN","Michael Lorenzen","COL","31","0.290","0.26","0.23","0.52","6","1","0","2","3","6","16","6.5","0.389","5"
"Zach Neto","LAA","Jack Perkins","ATH","7","0.286","0.25","0.57","0.86","0","1","0","1","2","2","6","28.6","0.286","0"
"Austin Hedges","CLE","Logan Gilbert","SEA","7","0.286","0.40","0.14","0.43","1","1","0","0","1","0","3","28.6","0.286","0"
"Victor Caratini","MIN","Michael Lorenzen","COL","14","0.286","0.38","0.21","0.50","3","0","0","1","1","4","7","35.7","0.286","0"
"Manny Machado","SD","Yoshinobu Yamamoto","LAD","14","0.286","0.25","0.43","0.71","2","0","0","2","2","4","10","28.6","0.375","2"
"Austin Riley","ATL","Logan Webb","SF","25","0.280","0.33","0.04","0.32","6","1","0","0","1","1","8","20.0","0.269","0"
"Jonah Heim","ATH","Reid Detmers","LAA","22","0.273","0.33","0.14","0.41","3","3","0","0","3","3","9","22.7","0.346","3"
"Brayan Rocchio","CLE","Logan Gilbert","SEA","4","0.250","0.33","0.25","0.50","0","1","0","0","1","2","2","25.0","0.250","0"
"Mitch Garver","SEA","Slade Cecconi","CLE","4","0.250","0.33","0.25","0.50","0","1","0","0","1","0","2","25.0","0.250","0"
"Max Muncy","LAD","Randy Vasquez","SD","4","0.250","0.20","0.25","0.50","0","1","0","0","1","1","2","0.0","0.333","1"
"Rowdy Tellez","ATL","Logan Webb","SF","8","0.250","0.29","0.13","0.38","1","1","0","0","1","0","3","12.5","0.250","0"
"Matt Olson","ATL","Logan Webb","SF","25","0.240","0.31","0.16","0.40","4","1","0","1","2","4","10","32.0","0.296","2"
"Fernando Tatis Jr.","SD","Yoshinobu Yamamoto","LAD","13","0.231","0.30","0.08","0.31","2","1","0","0","1","0","4","23.1","0.375","2"
"Kyle Manzardo","CLE","Logan Gilbert","SEA","5","0.200","0.00","0.60","0.80","0","0","0","1","1","2","4","40.0","0.200","0"
"Daniel Schneemann","CLE","Logan Gilbert","SEA","5","0.200","0.33","0.20","0.40","0","1","0","0","1","0","2","40.0","0.200","0"
"Gary Sanchez","MIL","David Peterson","CHC","5","0.200","0.25","0.20","0.40","0","1","0","0","1","1","2","20.0","0.429","2"
"Byron Buxton","MIN","Michael Lorenzen","COL","10","0.200","0.17","0.30","0.50","1","0","0","1","1","1","5","30.0","0.273","0"
"Colby Thomas","ATH","Reid Detmers","LAA","6","0.167","0.20","0.17","0.33","0","1","0","0","1","3","2","33.3","0.143","0"
"Joey Ortiz","MIL","David Peterson","CHC","6","0.167","0.20","0.17","0.33","0","1","0","0","1","0","2","16.7","0.167","0"
"Shohei Ohtani","LAD","Randy Vasquez","SD","7","0.143","0.00","0.43","0.57","0","0","0","1","1","2","4","42.9","0.333","1"
"Gavin Sheets","SD","Yoshinobu Yamamoto","LAD","8","0.125","0.20","0.13","0.25","0","1","0","0","1","0","2","37.5","0.125","0"
