HR Split,Overall
Dates,="7/26/2026"
Games,15

#,TIME,PITCHER,VS,HR RISK,VS LHB,VS RHB,HR/9,BARREL%,HR/FB%,HH%,FB%,MEATBALL%,BF
1,2:10 PM,Ronel Blanco,@,2.77,3.38,-0.60,3.05,28.3%,27.3%,52.4%,61.4%,6.7%,237
2,1:35 PM,Jameson Taillon,@,1.17,1.14,0.98,2.50,13.1%,22.8%,41.8%,38.1%,7.2%,955
3,2:10 PM,Jeffrey Springs,@,0.88,-0.41,1.23,2.58,10.4%,22.0%,34.8%,36.1%,6.5%,1273
4,2:10 PM,Kyle Freeland,@,0.68,-0.09,0.92,1.83,12.5%,18.0%,43.7%,31.6%,8.9%,1262
5,7:20 PM,Will Warren,@,0.62,0.62,0.34,1.91,8.4%,27.3%,44.0%,24.1%,7.8%,1255
6,1:40 PM,Walker Buehler,@,0.61,0.21,1.10,2.01,10.2%,21.5%,38.9%,32.1%,7.7%,1079
7,1:35 PM,Braxton Ashcraft,vs,0.56,1.03,-0.77,1.80,8.3%,25.1%,48.0%,26.9%,7.0%,885
8,1:35 PM,Miles Mikolas,vs,0.43,0.05,0.74,1.87,8.2%,21.7%,42.3%,26.0%,7.6%,1192
9,1:40 PM,Janson Junk,vs,0.39,0.31,0.41,1.82,7.8%,24.8%,41.4%,23.7%,7.3%,855
10,1:40 PM,Emmet Sheehan,@,0.38,0.45,0.31,1.68,10.3%,21.7%,41.9%,30.3%,6.3%,811
11,1:35 PM,Reynaldo Lopez,@,0.11,0.50,-0.30,1.57,9.6%,20.3%,36.2%,25.4%,6.9%,401
12,2:10 PM,Connor Prielipp,vs,0.03,-0.44,0.11,1.20,9.0%,18.1%,41.3%,25.3%,9.0%,414
13,2:35 PM,Jacob deGrom,vs,-0.01,0.13,-0.04,1.18,8.9%,18.7%,45.8%,27.2%,6.5%,1212
14,1:40 PM,Freddy Peralta,vs,-0.11,0.06,-0.07,1.56,6.0%,17.9%,36.4%,28.5%,6.3%,1394
15,7:20 PM,Cristopher Sanchez,vs,-0.13,-0.95,0.18,1.14,7.7%,22.2%,43.9%,18.3%,6.8%,1532
16,1:35 PM,Kevin Gausman,@,-0.16,-0.42,0.51,1.23,8.9%,16.6%,43.6%,25.9%,5.3%,1506
17,4:05 PM,Carson Whisenhunt,vs,-0.20,-1.10,0.51,1.09,6.9%,10.8%,42.4%,39.0%,7.6%,194
18,2:10 PM,Jacob Misiorowski,vs,-0.25,-0.84,0.95,1.14,4.6%,23.3%,36.7%,25.2%,7.8%,867
19,2:15 PM,Andrew Abbott,@,-0.26,-0.10,-0.23,1.29,7.5%,13.6%,37.1%,28.0%,7.1%,1278
20,12:15 PM,Drew Rasmussen,vs,-0.28,0.08,-0.41,1.08,7.1%,16.0%,37.5%,24.8%,8.7%,1107
21,2:10 PM,Erick Fedde,vs,-0.36,-0.21,-0.15,1.18,5.3%,13.5%,41.8%,27.4%,6.8%,1122
22,2:35 PM,Logan Gilbert,@,-0.36,-0.15,-0.17,0.90,8.7%,12.7%,40.0%,27.7%,7.9%,1202
23,2:15 PM,Kyle Leahy,vs,-0.49,-0.29,-0.41,0.62,9.2%,10.7%,48.8%,20.5%,7.4%,863
24,4:05 PM,Jose Soriano,@,-0.62,0.13,-1.25,0.79,6.7%,19.0%,37.8%,16.5%,6.7%,1321
25,1:40 PM,Framber Valdez,vs,-0.73,-0.45,-0.66,0.80,5.8%,11.1%,41.1%,17.8%,7.3%,1393
26,1:35 PM,Shane Baz,vs,-0.75,-0.32,-0.78,0.63,5.8%,8.8%,42.6%,25.5%,7.5%,1342
27,12:15 PM,Parker Messick,@,-0.85,-0.80,-0.67,0.87,5.1%,16.6%,30.5%,20.6%,5.9%,754
28,1:40 PM,Luinder Avila,@,-0.85,-0.69,-0.08,0.69,4.8%,10.8%,37.1%,22.8%,7.4%,437
29,1:35 PM,Ranger Suarez,vs,-1.35,0.10,-1.45,0.47,3.6%,8.3%,28.9%,22.0%,6.1%,1160
30,1:35 PM,Kohl Drake,@,-,-,-0.25,0.00,15.4%,0.0%,46.2%,30.8%,5.9%,42
