Matchup,LAA @ SEA
Pitcher,Ryan Johnson
Pitcher Team,LAA
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,19.2,91,0.300,0.386,0.538,0.238,1.68,5,2.29,9.9%,25.4%,16.5%,14.7%,13.5%,6.86,57.6%,8.6%,7.5%,41.8%,34.3%,21.7%,17.9%
vsLHB,10.1,48,0.262,0.357,0.476,0.214,1.65,2,1.74,12.5%,22.0%,18.8%,13.6%,12.3%,7.84,61.2%,8.7%,6.1%,36.4%,33.3%,18.2%,12.1%
vsRHB,9.1,43,0.342,0.420,0.605,0.263,1.71,3,2.89,7.0%,30.3%,14.0%,16.7%,14.9%,5.79,53.5%,8.4%,8.8%,47.1%,35.3%,25.0%,23.5%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Mitch Garver RHB,—,N/A,22,9,3.40,1,1,0.375,0.444,0.750,0.375,0.503,11.1%,11.8%,11.1%,4.7%,91.7,279.8,3,1,14.3%,14.3%,28.6%,57.1%,28.6%,73.1,33.3%,33.3%,13.3%,88.2%,71.5%,42.9%,33.3%,28.6%,28.6%,42.9%,57.1%,-,38.5%
Julio Rodriguez RHB,,+430,29,16,4.40,0,1,0.312,0.312,0.375,0.062,0.302,-,9.5%,12.5%,4.3%,90.0,210.8,2,2,-,-,23.1%,46.2%,53.8%,75.8,61.9%,38.1%,14.3%,100.0%,61.5%,7.7%,0.0%,53.8%,30.8%,38.5%,23.1%,38.5%,40.0%
Randy Arozarena RHB,,+520,29,16,4.00,0,0,0.462,0.562,0.538,0.077,0.484,12.5%,20.0%,12.5%,7.7%,88.5,208.3,1,0,-,-,-,18.2%,45.5%,71.3,14.3%,23.8%,9.5%,84.0%,36.4%,9.1%,0.0%,27.3%,54.5%,27.3%,27.3%,45.5%,15.0%
Victor Robles RHB,—,N/A,13,15,3.20,0,2,0.308,0.400,0.308,-,0.324,13.3%,18.5%,-,10.4%,81.0,285.6,2,2,7.7%,-,30.8%,7.7%,23.1%,68.6,-,24.0%,4.0%,96.2%,38.5%,23.1%,0.0%,15.4%,61.5%,76.9%,23.1%,-,43.8%
Josh Naylor LHB,,+520,27,13,4.20,0,0,0.231,0.231,0.231,-,0.205,-,5.0%,-,2.9%,92.1,255.5,1,0,-,-,-,38.5%,30.8%,72.4,10.5%,47.4%,15.8%,100.0%,38.5%,15.4%,0.0%,23.1%,53.8%,23.1%,38.5%,38.5%,53.3%
Weston Wilson RHB,—,N/A,8,11,1.80,0,0,0.111,0.273,0.111,-,0.199,18.2%,8.3%,9.1%,3.2%,80.7,141.2,0,0,-,-,12.5%,12.5%,25.0%,72.4,30.0%,30.0%,10.0%,100.0%,25.0%,12.5%,0.0%,12.5%,50.0%,25.0%,37.5%,37.5%,30.0%
Dominic Canzone LHB,,+360,29,11,3.40,0,2,0.300,0.364,0.600,0.300,0.403,9.1%,18.2%,18.2%,9.1%,102.9,300.0,2,2,12.5%,-,-,87.5%,37.5%,75.1,52.4%,38.1%,28.6%,95.5%,37.5%,25.0%,0.0%,12.5%,62.5%,37.5%,50.0%,12.5%,41.7%
JP Crawford LHB,,+790,31,10,4.60,0,0,-,-,-,-,-,-,21.4%,40.0%,6.8%,79.8,248.5,1,0,-,-,-,16.7%,-,74.5,30.8%,15.4%,7.7%,92.9%,16.7%,16.7%,0.0%,-,66.7%,33.3%,66.7%,-,0.0%
Cole Young LHB,,+750,13,10,3.80,0,0,0.111,0.200,0.111,-,0.154,10.0%,0.0%,10.0%,-,93.7,271.5,0,0,-,-,12.5%,50.0%,25.0%,74.9,60.0%,60.0%,10.0%,83.3%,37.5%,12.5%,0.0%,25.0%,62.5%,37.5%,37.5%,25.0%,27.3%
Colt Emerson LHB,,+730,25,9,3.80,0,1,0.250,0.333,0.250,-,0.270,11.1%,41.2%,33.3%,22.6%,94.0,304.4,1,1,20.0%,-,-,40.0%,60.0%,73.0,26.7%,33.3%,6.7%,88.2%,40.0%,20.0%,0.0%,20.0%,60.0%,40.0%,60.0%,-,50.0%
Luke Raley LHB,,+474,29,9,3.20,0,1,0.111,0.111,0.222,0.111,0.141,-,28.6%,33.3%,15.0%,95.0,298.8,1,1,16.7%,-,16.7%,66.7%,50.0%,75.8,60.0%,25.0%,20.0%,95.2%,50.0%,16.7%,0.0%,33.3%,50.0%,50.0%,33.3%,16.7%,14.3%
Cal Raleigh SHB,,+310,26,9,4.20,0,0,-,0.444,-,-,0.288,44.4%,29.4%,11.1%,11.1%,89.1,309.6,1,0,-,-,25.0%,50.0%,50.0%,74.6,64.7%,17.6%,5.9%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,75.0%,25.0%,-,44.4%
Rob Refsnyder RHB,—,N/A,8,8,3.00,0,0,0.143,0.250,0.143,-,0.192,12.5%,14.3%,12.5%,6.9%,73.3,225.7,1,0,-,-,33.3%,16.7%,33.3%,73.1,33.3%,8.3%,8.3%,92.3%,50.0%,16.7%,0.0%,33.3%,16.7%,66.7%,33.3%,-,50.0%
