Matchup,SEA @ WSH
Pitcher,Luis Castillo
Pitcher Team,SEA
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,61.0,271,0.249,0.321,0.407,0.158,1.36,8,1.18,8.5%,25.4%,22.1%,15.1%,13.3%,8.85,68.5%,6.7%,11.0%,47.3%,28.0%,15.7%,19.8%
vsLHB,31.2,145,0.246,0.346,0.468,0.222,1.42,6,1.71,9.7%,24.3%,18.6%,13.0%,13.4%,7.67,63.9%,7.8%,13.9%,51.5%,37.6%,15.8%,22.8%
vsRHB,28.2,126,0.252,0.292,0.339,0.087,1.33,2,0.63,7.1%,26.8%,26.2%,17.3%,13.1%,10.36,73.8%,5.5%,7.4%,42.0%,16.0%,15.4%,16.0%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Luis Garcia Jr. LHB,,N/A,35,21,2.80,1,2,0.211,0.286,0.526,0.316,0.342,9.5%,18.8%,9.5%,10.0%,88.1,231.9,3,2,11.8%,-,5.9%,29.4%,35.3%,74.2,36.7%,23.3%,16.7%,93.8%,11.8%,0.0%,23.5%,52.9%,47.1%,41.2%,11.8%,13.3%
Daylen Lile LHB,,N/A,17,20,4.20,1,2,0.353,0.450,0.647,0.294,0.461,15.0%,5.7%,5.0%,2.9%,93.6,293.1,5,4,18.8%,6.2%,18.8%,56.2%,43.8%,72.2,24.1%,37.9%,27.6%,85.3%,37.5%,16.7%,31.2%,25.0%,31.2%,56.2%,12.5%,44.4%
Keibert Ruiz SHB,,N/A,17,17,3.60,1,1,0.312,0.353,0.500,0.188,0.371,5.9%,19.2%,-,11.9%,85.3,241.5,2,2,-,-,25.0%,37.5%,18.8%,68.2,-,54.5%,27.3%,88.0%,31.2%,20.0%,12.5%,37.5%,50.0%,43.8%,6.2%,62.5%
James Wood LHB,,N/A,46,17,4.60,1,2,0.154,0.353,0.385,0.231,0.329,23.5%,38.7%,47.1%,13.8%,90.3,337.1,3,2,40.0%,-,-,40.0%,80.0%,76.0,53.8%,7.7%,7.7%,83.9%,60.0%,33.3%,20.0%,20.0%,-,60.0%,40.0%,21.4%
CJ Abrams LHB,,N/A,16,21,4.60,0,0,0.250,0.286,0.250,-,0.243,4.8%,25.6%,23.8%,15.3%,91.4,244.0,3,1,-,-,33.3%,46.7%,46.7%,73.5,37.5%,30.0%,10.0%,93.0%,13.3%,0.0%,46.7%,33.3%,53.3%,40.0%,6.7%,61.9%
Dylan Crews RHB,,N/A,12,21,3.80,0,1,0.150,0.190,0.150,-,0.161,-,26.3%,19.0%,14.7%,91.9,297.5,5,2,12.5%,-,6.2%,62.5%,37.5%,74.7,48.6%,34.3%,28.6%,92.1%,31.2%,0.0%,25.0%,43.8%,37.5%,50.0%,12.5%,31.8%
Jorbit Vivas LHB,,N/A,18,18,3.80,0,1,0.118,0.167,0.118,-,0.135,5.6%,22.2%,16.7%,11.3%,87.7,272.2,6,2,14.3%,7.1%,14.3%,28.6%,35.7%,69.5,-,40.0%,12.0%,96.2%,64.3%,0.0%,7.1%,21.4%,35.7%,21.4%,42.9%,50.0%
Jose Tena LHB,—,N/A,12,18,2.20,0,0,0.176,0.222,0.176,-,0.184,5.6%,39.5%,33.3%,23.9%,90.3,259.3,1,0,9.1%,9.1%,18.2%,54.5%,36.4%,74.7,57.1%,14.3%,14.3%,100.0%,9.1%,0.0%,36.4%,54.5%,45.5%,45.5%,9.1%,31.2%
Curtis Mead RHB,,N/A,13,18,4.20,0,0,0.176,0.222,0.176,-,0.184,5.6%,11.9%,22.2%,5.5%,86.2,219.3,1,1,-,-,23.1%,23.1%,38.5%,73.0,24.3%,16.2%,5.4%,92.5%,30.8%,0.0%,38.5%,15.4%,30.8%,53.8%,15.4%,9.1%
Jacob Young RHB,,N/A,26,18,3.40,0,1,0.294,0.333,0.412,0.118,0.324,5.6%,15.6%,33.3%,6.2%,91.2,281.1,3,2,9.1%,-,-,45.5%,36.4%,67.8,4.0%,28.0%,16.0%,83.3%,45.5%,0.0%,27.3%,27.3%,-,45.5%,54.5%,5.3%
Nasim Nuñez SHB,—,N/A,7,16,4.00,0,0,0.250,0.250,0.312,0.062,0.246,-,25.6%,31.2%,14.9%,83.8,219.8,1,0,-,-,18.2%,36.4%,36.4%,68.4,-,11.4%,5.7%,94.6%,-,-,36.4%,45.5%,63.6%,27.3%,9.1%,42.9%
Drew Millas SHB,—,N/A,15,16,3.60,0,0,0.143,0.250,0.143,-,0.197,6.2%,26.9%,12.5%,9.9%,83.2,242.7,0,0,-,-,18.2%,27.3%,27.3%,67.3,4.3%,26.1%,13.0%,92.0%,18.2%,0.0%,27.3%,54.5%,36.4%,36.4%,27.3%,23.8%
Andres Chaparro RHB,—,N/A,-,2,2.00,0,0,0.500,0.500,0.500,-,0.445,-,0.0%,-,-,76.6,251.7,0,0,-,-,-,-,-,74.2,25.0%,-,-,100.0%,50.0%,0.0%,-,50.0%,-,100.0%,-,0.0%
