Matchup,SD @ WSH
Pitcher,Michael King
Pitcher Team,SD
Opposing Team,WSH

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,62.0,247,0.201,0.278,0.308,0.107,1.15,5,0.73,11.3%,28.9%,25.1%,20.5%,12.9%,9.00,58.0%,6.3%,9.2%,32.9%,21.1%,12.5%,11.8%
vsLHB,37.2,146,0.186,0.258,0.295,0.109,1.01,3,0.72,9.6%,27.1%,24.7%,20.1%,12.2%,8.60,53.4%,5.4%,11.8%,34.4%,22.6%,14.3%,12.9%
vsRHB,23.1,101,0.224,0.308,0.329,0.106,1.41,2,0.77,13.9%,31.5%,25.7%,21.1%,14.0%,10.03,64.7%,7.6%,5.1%,30.5%,18.6%,9.1%,10.2%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Curtis Mead RHB,+680,20,4.60,3,4,0.333,0.400,0.889,0.556,0.532,10.0%,8.6%,15.0%,3.6%,92.4,26.7%,13.3%,20.0%,53.3%,40.0%,73.2,26.7%,40.0%,23.3%,85.7%,60.0%,33.3%,13.3%,26.7%,26.7%,53.3%,20.0%,4.8%
Jacob Young RHB,N/A,18,3.40,2,3,0.333,0.444,0.800,0.467,0.519,5.6%,10.0%,11.1%,3.4%,94.2,7.7%,7.7%,30.8%,61.5%,30.8%,69.6,-,57.9%,31.6%,95.0%,30.8%,50.0%,15.4%,46.2%,53.8%,30.8%,15.4%,12.5%
Drew Millas SHB,+1600,26,4.40,1,1,0.208,0.269,0.375,0.167,0.282,7.7%,25.5%,19.2%,11.8%,81.1,5.3%,-,5.3%,21.1%,21.1%,68.2,7.0%,16.3%,7.0%,95.6%,10.5%,50.0%,26.3%,36.8%,21.1%,26.3%,42.1%,26.7%
Luis Garcia Jr. LHB,+590,21,3.60,1,2,0.238,0.238,0.476,0.238,0.306,-,27.9%,14.3%,16.2%,94.2,11.1%,5.6%,16.7%,61.1%,44.4%,72.6,25.0%,37.5%,17.5%,93.0%,16.7%,0.0%,38.9%,33.3%,44.4%,33.3%,22.2%,39.1%
Jorbit Vivas LHB,+1300,20,2.20,1,1,0.235,0.300,0.529,0.294,0.341,10.0%,14.3%,20.0%,6.9%,85.6,7.1%,-,21.4%,28.6%,14.3%,69.3,-,26.1%,8.7%,88.5%,50.0%,14.3%,14.3%,14.3%,21.4%,50.0%,28.6%,44.0%
James Wood LHB,+360,20,4.60,1,3,0.467,0.600,0.667,0.200,0.534,25.0%,12.5%,10.0%,4.4%,96.2,23.1%,-,7.7%,61.5%,46.2%,77.1,65.5%,31.0%,20.7%,90.6%,38.5%,20.0%,30.8%,30.8%,30.8%,38.5%,30.8%,23.5%
CJ Abrams LHB,+590,15,4.20,1,1,0.444,0.667,0.889,0.444,0.608,33.3%,26.7%,6.7%,10.7%,93.8,12.5%,12.5%,37.5%,62.5%,50.0%,72.9,16.7%,20.0%,10.0%,100.0%,25.0%,50.0%,37.5%,25.0%,50.0%,37.5%,12.5%,40.0%
Jose Tena LHB,N/A,12,2.20,1,1,0.182,0.250,0.455,0.273,0.303,8.3%,39.4%,25.0%,21.7%,87.2,12.5%,-,12.5%,37.5%,37.5%,73.7,36.4%,12.1%,6.1%,100.0%,25.0%,50.0%,25.0%,50.0%,37.5%,12.5%,50.0%,40.0%
Keibert Ruiz SHB,N/A,12,3.80,1,2,0.250,0.250,0.583,0.333,0.355,-,17.4%,8.3%,8.9%,91.8,9.1%,9.1%,54.5%,45.5%,36.4%,69.2,-,38.1%,23.8%,91.3%,63.6%,14.3%,18.2%,18.2%,63.6%,18.2%,18.2%,43.8%
Daylen Lile LHB,+760,21,4.40,0,1,0.263,0.238,0.474,0.211,0.283,-,23.4%,9.5%,15.1%,86.1,5.3%,5.3%,26.3%,31.6%,31.6%,71.0,11.1%,24.4%,4.4%,95.7%,42.1%,0.0%,21.1%,31.6%,52.6%,10.5%,36.8%,52.4%
Nasim Nuñez SHB,+1800,20,3.80,0,0,0.150,0.150,0.150,-,0.134,-,19.6%,15.0%,10.7%,77.1,-,-,5.9%,29.4%,23.5%,68.0,2.4%,14.6%,4.9%,93.2%,29.4%,0.0%,5.9%,52.9%,41.2%,35.3%,23.5%,53.8%
Dylan Crews RHB,+650,17,4.40,0,0,0.235,0.235,0.235,-,0.209,-,14.7%,11.8%,7.8%,91.8,-,-,-,40.0%,26.7%,73.6,31.0%,31.0%,10.3%,87.9%,13.3%,0.0%,33.3%,46.7%,40.0%,40.0%,20.0%,37.5%
Andres Chaparro RHB,N/A,2,2.60,0,0,0.500,0.500,0.500,-,0.445,-,25.0%,50.0%,16.7%,72.1,-,-,-,-,-,73.8,25.0%,-,-,100.0%,100.0%,0.0%,-,-,-,100.0%,-,0.0%
