Matchup,TEX @ CLE
Pitcher,Tanner Bibee
Pitcher Team,CLE
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,58.1,232,0.203,0.280,0.387,0.184,0.99,11,1.70,6.5%,25.5%,20.7%,19.4%,11.9%,7.41,64.8%,8.7%,10.8%,41.6%,34.9%,15.5%,20.5%
vsLHB,32.0,125,0.174,0.249,0.339,0.165,0.84,5,1.41,5.6%,26.4%,24.0%,22.1%,12.8%,8.44,63.2%,9.5%,12.9%,41.2%,34.1%,13.8%,23.5%
vsRHB,26.1,107,0.237,0.316,0.443,0.206,1.18,6,2.05,7.5%,24.5%,16.8%,16.1%,10.9%,6.15,66.7%,7.8%,8.6%,42.0%,35.8%,17.2%,17.3%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Joc Pederson LHB,,+348,33,28,4.80,4,5,0.259,0.286,0.704,0.444,0.419,3.6%,28.0%,21.4%,13.0%,96.2,284.2,7,5,23.8%,14.3%,23.8%,66.7%,42.9%,72.3,23.9%,37.0%,23.9%,97.9%,52.3%,33.3%,57.1%,19.0%,38.1%,42.9%,38.1%,19.0%,32.1%
Corey Seager LHB,,+320,27,26,5.00,1,1,0.174,0.269,0.304,0.130,0.258,11.5%,26.1%,26.9%,12.4%,86.1,269.1,4,2,-,-,12.5%,12.5%,31.2%,71.5,5.0%,20.0%,5.0%,87.0%,62.4%,31.2%,20.0%,31.2%,37.5%,25.0%,43.8%,31.2%,57.7%
Jake Burger RHB,,+392,21,13,4.20,1,3,0.273,0.385,0.545,0.273,0.398,15.4%,19.2%,15.4%,9.8%,92.6,304.7,3,2,11.1%,-,22.2%,55.6%,22.2%,75.4,69.6%,26.1%,17.4%,88.5%,33.3%,33.3%,33.3%,-,55.6%,66.7%,22.2%,11.1%,30.8%
Ezequiel Duran RHB,,+830,18,9,3.80,1,1,0.111,0.111,0.444,0.333,0.233,-,18.8%,-,10.7%,84.5,266.0,4,2,22.2%,-,-,44.4%,33.3%,72.3,22.6%,16.1%,3.2%,96.9%,44.4%,33.3%,33.3%,11.1%,22.2%,22.2%,22.2%,55.6%,26.7%
Justin Foscue RHB,—,N/A,26,8,2.60,1,1,0.125,0.125,0.500,0.375,0.262,-,22.2%,12.5%,10.5%,85.2,256.2,1,1,14.3%,-,-,57.1%,14.3%,69.5,-,26.7%,20.0%,83.3%,42.9%,42.9%,33.3%,-,42.9%,14.3%,42.9%,42.9%,27.3%
Brandon Nimmo LHB,—,N/A,24,30,4.40,0,6,0.308,0.400,0.500,0.192,0.386,13.3%,17.5%,13.3%,8.5%,96.6,304.0,10,4,27.3%,4.5%,9.1%,59.1%,54.5%,72.8,41.7%,33.3%,22.9%,85.7%,68.2%,27.3%,0.0%,40.9%,31.8%,27.3%,50.0%,22.7%,33.3%
Alejandro Osuna LHB,,+1060,9,22,4.20,0,0,0.250,0.318,0.350,0.100,0.296,9.1%,20.8%,27.3%,9.7%,89.2,217.6,2,0,-,-,21.4%,35.7%,57.1%,71.3,15.9%,18.2%,9.1%,93.6%,71.4%,14.3%,0.0%,57.1%,21.4%,28.6%,35.7%,35.7%,8.3%
Nicky Lopez LHB,,+1850,14,20,3.40,0,0,0.474,0.500,0.474,-,0.433,5.0%,20.9%,10.0%,13.0%,88.7,255.0,1,0,-,-,-,47.1%,11.8%,67.4,-,41.7%,8.3%,83.7%,29.4%,5.9%,0.0%,23.5%,64.7%,23.5%,64.7%,11.8%,52.4%
Josh Jung RHB,,+560,23,19,4.80,0,1,0.250,0.368,0.375,0.125,0.330,15.8%,8.1%,21.1%,3.7%,97.2,296.9,4,2,16.7%,-,16.7%,66.7%,41.7%,70.1,6.7%,33.3%,13.3%,83.3%,58.3%,25.0%,0.0%,33.3%,41.7%,33.3%,41.7%,25.0%,45.0%
Evan Carter LHB,,+630,20,19,3.40,0,0,0.188,0.316,0.188,-,0.243,15.8%,27.0%,21.1%,10.6%,75.1,229.3,2,2,-,-,16.7%,16.7%,16.7%,71.3,21.9%,15.6%,9.4%,86.5%,41.6%,33.3%,0.0%,8.3%,25.0%,25.0%,41.7%,33.3%,25.0%
Kyle Higashioka RHB,,+500,21,15,4.00,0,0,0.308,0.400,0.308,-,0.324,13.3%,13.0%,13.3%,5.2%,85.5,265.9,1,0,-,-,9.1%,54.5%,18.2%,72.5,15.8%,31.6%,26.3%,86.4%,36.4%,18.2%,0.0%,18.2%,54.5%,36.4%,45.5%,18.2%,16.7%
Elias Diaz RHB,,+650,12,13,4.00,0,0,0.231,0.231,0.308,0.077,0.235,-,30.0%,30.8%,18.8%,87.0,209.8,2,0,-,-,33.3%,33.3%,44.4%,75.5,55.6%,11.1%,11.1%,90.0%,44.4%,11.1%,0.0%,33.3%,22.2%,55.6%,22.2%,22.2%,46.7%
