Matchup,CLE @ NYY
Pitcher,Carlos Rodon
Pitcher Team,NYY
Opposing Team,CLE

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,19.0,81,0.182,0.285,0.288,0.106,1.32,1,0.47,16.0%,25.0%,24.7%,19.0%,11.9%,9.47,61.0%,9.3%,6.4%,29.8%,25.5%,8.3%,8.5%
vsLHB,4.2,23,0.350,0.443,0.650,0.300,1.93,1,1.93,8.7%,15.9%,17.4%,13.3%,7.3%,7.71,60.9%,9.4%,17.6%,35.3%,11.8%,50.0%,11.8%
vsRHB,14.1,58,0.109,0.225,0.130,0.022,1.12,0,-,19.0%,28.2%,27.6%,21.3%,13.6%,10.05,61.0%,9.3%,-,26.7%,33.3%,-,6.7%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Rhys Hoskins RHB,+390,12,3.00,2,3,0.333,0.417,1.000,0.667,0.532,16.7%,26.1%,33.3%,10.7%,101.4,33.3%,33.3%,83.3%,83.3%,66.7%,72.5,27.3%,27.3%,22.7%,95.7%,50.0%,33.3%,50.0%,-,83.3%,16.7%,-,20.0%
Angel Martinez SHB,+630,14,3.80,1,1,0.143,0.143,0.357,0.214,0.214,-,33.3%,35.7%,20.5%,86.0,11.1%,11.1%,11.1%,44.4%,44.4%,72.9,22.2%,22.2%,14.8%,100.0%,22.2%,50.0%,11.1%,66.7%,33.3%,44.4%,22.2%,41.7%
Patrick Bailey SHB,N/A,13,3.20,1,1,0.250,0.308,0.500,0.250,0.348,7.7%,40.7%,30.8%,21.6%,88.5,12.5%,12.5%,25.0%,25.0%,25.0%,73.5,42.9%,19.0%,4.8%,80.8%,37.5%,33.3%,12.5%,37.5%,37.5%,25.0%,37.5%,50.0%
Jose Ramirez SHB,+395,12,4.40,1,1,0.455,0.417,0.818,0.364,0.503,-,15.8%,-,7.7%,97.1,8.3%,8.3%,33.3%,58.3%,33.3%,72.5,25.0%,56.2%,31.2%,88.9%,25.0%,33.3%,25.0%,41.7%,58.3%,41.7%,-,15.4%
Kyle Manzardo LHB,+253,10,4.00,1,2,0.500,0.500,0.900,0.400,0.604,-,36.4%,40.0%,22.2%,83.6,33.3%,16.7%,33.3%,50.0%,50.0%,69.8,5.9%,17.6%,17.6%,77.3%,50.0%,33.3%,16.7%,33.3%,33.3%,66.7%,-,37.5%
Chase DeLauter LHB,+680,15,4.40,0,0,0.462,0.533,0.462,-,0.443,13.3%,20.0%,13.3%,9.7%,73.0,-,-,-,9.1%,27.3%,69.7,3.8%,15.4%,3.8%,86.7%,9.1%,0.0%,18.2%,63.6%,18.2%,54.5%,27.3%,30.0%
Austin Hedges RHB,+1000,15,3.60,0,0,0.267,0.267,0.333,0.067,0.263,-,20.7%,20.0%,10.3%,85.5,-,-,25.0%,25.0%,16.7%,69.6,4.0%,28.0%,8.0%,89.3%,16.7%,0.0%,25.0%,41.7%,41.7%,41.7%,16.7%,56.2%
David Fry RHB,+650,14,2.40,0,0,0.214,0.214,0.286,0.071,0.218,-,37.5%,42.9%,17.1%,81.1,-,-,37.5%,25.0%,37.5%,71.9,39.1%,13.0%,4.3%,82.1%,12.5%,0.0%,37.5%,37.5%,50.0%,37.5%,12.5%,0.0%
Steven Kwan LHB,+1800,13,4.00,0,1,0.250,0.538,0.375,0.125,0.416,38.5%,13.3%,-,3.8%,86.7,-,-,37.5%,12.5%,50.0%,62.6,-,50.0%,-,85.7%,12.5%,0.0%,37.5%,37.5%,37.5%,50.0%,-,15.4%
Travis Bazzana LHB,+880,11,4.40,0,0,0.091,0.091,0.182,0.091,0.115,-,37.5%,36.4%,17.3%,88.3,-,-,-,28.6%,-,68.6,10.5%,15.8%,5.3%,82.6%,14.3%,0.0%,-,71.4%,57.1%,14.3%,28.6%,9.1%
Daniel Schneemann LHB,N/A,10,3.60,0,0,0.125,0.300,0.125,-,0.219,20.0%,42.1%,30.0%,18.2%,83.2,-,-,-,20.0%,40.0%,71.1,26.7%,26.7%,6.7%,78.9%,20.0%,0.0%,40.0%,40.0%,20.0%,40.0%,40.0%,40.0%
Brayan Rocchio SHB,+980,9,3.80,0,1,0.143,0.333,0.143,-,0.251,11.1%,56.2%,55.6%,23.1%,93.1,-,-,50.0%,50.0%,100.0%,68.6,6.7%,13.3%,-,93.8%,50.0%,0.0%,50.0%,-,50.0%,-,50.0%,35.7%
