Matchup,STL @ SF
Pitcher,Quinn Mathews
Pitcher Team,STL
Opposing Team,SF

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,24.2,112,0.278,0.321,0.351,0.072,1.58,1,0.36,10.7%,27.2%,21.4%,14.1%,12.0%,8.76,60.7%,4.7%,1.3%,34.7%,25.3%,5.3%,13.3%
vsLHB,5.0,20,0.211,0.210,0.211,-,1.00,0,-,5.0%,35.0%,35.0%,20.6%,15.6%,12.60,50.0%,6.7%,-,16.7%,33.3%,-,-
vsRHB,19.2,92,0.295,0.345,0.385,0.090,1.73,1,0.46,12.0%,25.4%,18.5%,12.5%,11.2%,7.78,63.0%,4.2%,1.6%,38.1%,23.8%,6.7%,15.9%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jonah Cox RHB,,+1150,13,4.00,8,2,3,98.1,329.2,5,2,25.0%,25.0%,25.0%,87.5%,62.5%,69.2,-,80.0%,30.0%,100.0%,75.0%,50.0%,50.0%,25.0%,25.0%,25.0%,25.0%,50.0%,50.0%
Christian Koss RHB,,+1700,18,3.60,8,2,2,75.8,234.4,2,2,12.5%,12.5%,25.0%,37.5%,12.5%,68.7,-,30.0%,30.0%,90.9%,25.0%,25.0%,100.0%,-,37.5%,50.0%,50.0%,-,28.6%
Rafael Devers LHB,,+501,9,4.40,8,1,1,90.8,249.4,1,1,12.5%,-,12.5%,50.0%,-,71.4,33.3%,58.3%,25.0%,85.7%,62.5%,50.0%,25.0%,12.5%,37.5%,37.5%,25.0%,37.5%,28.6%
Bryce Eldridge LHB,,+610,28,4.40,8,1,1,102.7,291.2,2,2,12.5%,12.5%,12.5%,100.0%,62.5%,71.6,20.0%,50.0%,50.0%,100.0%,62.5%,12.5%,100.0%,50.0%,37.5%,25.0%,12.5%,62.5%,71.4%
Osleivis Basabe RHB,,+1250,19,3.00,8,1,1,82.6,221.5,2,1,12.5%,12.5%,50.0%,25.0%,62.5%,72.3,25.0%,25.0%,8.3%,92.3%,62.5%,25.0%,0.0%,37.5%,12.5%,50.0%,25.0%,25.0%,0.0%
Shay Whitcomb RHB,,+870,9,3.80,7,1,1,87.0,260.8,2,1,28.6%,28.6%,42.9%,28.6%,28.6%,73.6,28.6%,42.9%,28.6%,100.0%,57.2%,42.9%,33.3%,14.3%,28.6%,57.1%,14.3%,28.6%,28.6%
Drew Gilbert LHB,—,N/A,11,3.40,8,0,0,84.7,123.0,0,0,-,-,12.5%,37.5%,25.0%,67.9,-,35.7%,7.1%,82.4%,25.0%,-,-,25.0%,50.0%,62.5%,25.0%,12.5%,25.0%
Turner Hill LHB,,+1850,3,4.60,8,0,0,84.0,304.0,2,0,-,-,25.0%,37.5%,25.0%,64.7,-,50.0%,10.0%,90.9%,37.5%,12.5%,0.0%,25.0%,50.0%,87.5%,12.5%,-,33.3%
Andrew Knizner RHB,,+1050,4,3.00,8,0,0,81.9,215.1,2,0,-,-,12.5%,12.5%,25.0%,68.9,-,30.8%,7.7%,100.0%,50.0%,37.5%,0.0%,12.5%,25.0%,12.5%,75.0%,12.5%,62.5%
Jung Hoo Lee LHB,,+1200,8,4.20,8,0,0,93.8,274.4,1,0,-,-,12.5%,62.5%,25.0%,67.1,-,75.0%,25.0%,100.0%,37.5%,25.0%,0.0%,12.5%,62.5%,50.0%,37.5%,12.5%,33.3%
Grant McCray LHB,—,N/A,2,3.40,6,0,0,70.7,206.0,0,0,-,-,-,-,33.3%,69.0,-,25.0%,-,88.9%,50.0%,16.7%,0.0%,33.3%,16.7%,-,50.0%,50.0%,33.3%
Drew Cavanaugh LHB,—,N/A,1,2.60,5,0,0,82.4,218.2,1,0,-,-,-,20.0%,40.0%,69.4,-,42.9%,14.3%,100.0%,60.0%,20.0%,0.0%,40.0%,20.0%,-,80.0%,20.0%,20.0%
Nate Furman LHB,—,N/A,-,3.00,1,0,0,19.0,-,0,0,-,-,-,-,-,-,-,-,-,0.0%,-,-,-,-,-,-,-,100.0%,100.0%
