Matchup,BOS @ TEX
Pitcher,Patrick Sandoval
Pitcher Team,BOS
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,253,0.315,0.369,0.455,0.140,1.76,6,0.98,10.7%,25.9%,22.5%,24.7%,11.9%,9.33,54.2%,6.9%,6.5%,35.7%,24.4%,14.6%,14.9%
vsLHB,14.0,75,0.364,0.414,0.515,0.152,2.29,2,1.29,10.7%,25.0%,28.0%,30.0%,10.5%,13.50,56.0%,6.7%,6.7%,33.3%,31.1%,14.3%,13.3%
vsRHB,40.1,178,0.295,0.350,0.429,0.135,1.61,4,0.89,10.7%,26.2%,20.2%,22.4%,12.5%,8.03,53.4%,6.9%,6.5%,36.6%,22.0%,14.8%,15.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Jake Burger RHB,,+428,35,4.00,8,3,3,94.9,301.8,6,3,50.0%,12.5%,37.5%,62.5%,62.5%,78.6,77.8%,55.6%,55.6%,100.0%,75.0%,50.0%,75.0%,25.0%,-,37.5%,50.0%,12.5%,40.0%
Corey Seager LHB,,+470,18,4.40,8,2,2,88.3,378.7,3,2,25.0%,-,-,25.0%,12.5%,71.1,10.0%,50.0%,20.0%,90.9%,37.5%,37.5%,66.7%,-,62.5%,12.5%,62.5%,25.0%,71.4%
Elias Diaz RHB,,+800,29,3.20,8,1,1,88.8,284.3,2,1,25.0%,25.0%,50.0%,62.5%,50.0%,78.7,90.9%,36.4%,36.4%,91.7%,75.0%,25.0%,0.0%,50.0%,12.5%,62.5%,12.5%,25.0%,40.0%
Cameron Cauley RHB,—,N/A,18,2.40,8,1,1,82.5,302.8,2,1,-,-,12.5%,25.0%,-,68.5,12.5%,75.0%,12.5%,88.9%,50.0%,50.0%,25.0%,-,37.5%,37.5%,37.5%,25.0%,50.0%
Ezequiel Duran RHB,,+820,30,4.20,8,1,1,93.7,279.1,1,1,12.5%,12.5%,12.5%,62.5%,25.0%,73.8,42.9%,35.7%,28.6%,87.5%,37.5%,12.5%,100.0%,25.0%,62.5%,50.0%,37.5%,12.5%,25.0%
Danny Jansen RHB,,+880,20,3.00,8,0,0,82.0,171.5,1,0,-,-,25.0%,12.5%,37.5%,67.9,-,30.8%,-,100.0%,37.5%,12.5%,0.0%,25.0%,37.5%,25.0%,62.5%,12.5%,40.0%
Joc Pederson LHB,—,N/A,17,3.00,8,0,0,88.1,214.4,0,0,-,-,25.0%,37.5%,25.0%,70.1,7.1%,35.7%,21.4%,82.4%,37.5%,12.5%,0.0%,25.0%,50.0%,50.0%,37.5%,12.5%,57.1%
Brandon Nimmo LHB,,+800,19,4.20,8,0,0,90.0,286.8,2,0,-,-,-,62.5%,37.5%,72.5,30.8%,38.5%,15.4%,100.0%,37.5%,12.5%,0.0%,25.0%,62.5%,37.5%,37.5%,25.0%,100.0%
Nicky Lopez LHB,—,N/A,4,2.20,8,0,0,87.5,317.3,3,2,-,-,12.5%,12.5%,25.0%,66.9,7.1%,42.9%,-,82.4%,50.0%,50.0%,0.0%,-,50.0%,25.0%,62.5%,12.5%,50.0%
Josh Jung RHB,,+820,16,4.00,8,0,0,89.6,248.2,1,0,-,-,25.0%,50.0%,37.5%,71.0,11.1%,55.6%,33.3%,100.0%,50.0%,25.0%,0.0%,25.0%,50.0%,37.5%,37.5%,25.0%,25.0%
Cody Freeman RHB,,+1280,20,1.80,8,0,0,83.5,280.8,1,0,-,-,-,25.0%,12.5%,70.2,-,85.7%,14.3%,100.0%,50.0%,37.5%,0.0%,12.5%,37.5%,25.0%,37.5%,37.5%,33.3%
Justin Foscue RHB,,+650,45,2.60,8,0,0,89.8,270.8,2,0,-,-,-,37.5%,25.0%,71.4,5.3%,21.1%,5.3%,82.6%,75.0%,50.0%,0.0%,25.0%,25.0%,25.0%,62.5%,12.5%,80.0%
Wyatt Langford RHB,,+570,21,4.00,8,0,0,88.9,268.1,2,1,-,-,25.0%,12.5%,37.5%,73.6,33.3%,20.0%,-,100.0%,75.0%,62.5%,0.0%,12.5%,12.5%,25.0%,62.5%,12.5%,60.0%
Evan Carter LHB,—,N/A,11,2.60,8,0,0,68.7,228.1,1,0,-,-,-,12.5%,12.5%,68.6,-,80.0%,-,62.5%,25.0%,12.5%,0.0%,12.5%,25.0%,37.5%,25.0%,37.5%,50.0%
