Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Zach Neto,RHB,LAA,Kade Anderson,L,57.6,36.6,40.6,51,43.5
Denzer Guzman,RHB,LAA,Kade Anderson,L,21.1,48,39.9,35,39.6
Tim Tawa,RHB,ARI,Sandy Alcantara,R,42,39.3,32.8,43,38.5
Juan Soto,LHB,NYM,Brandon Young,R,27.7,43.1,23.2,53.2,38.1
Pete Alonso,RHB,BAL,Jonah Tong,R,34.4,33.2,36.7,41.4,36.4
Adael Amador,SHB,COL,Casey Mize,R,41,24.4,35.6,52.2,36.4
Mike Trout,RHB,LAA,Kade Anderson,L,46.2,31,19,54.9,34.9
Cal Raleigh,SHB,SEA,Reid Detmers,L,19.4,38.7,28.7,40.3,34.2
Elly De La Cruz,SHB,CIN,Tarik Skubal,L,31.6,26,38.9,38.9,33.7
Mickey Moniak,LHB,COL,Casey Mize,R,38.4,36.8,27.2,35.4,33.7
Griffin Conine,LHB,MIA,Corbin Burnes,R,42.4,27.6,36.5,33.6,33.2
Christian Koss,RHB,SF,Quinn Mathews,L,48,28,41.2,25.1,33.2
Angel Martinez,SHB,CLE,Sean Newcomb,L,33.2,25.4,30.7,46.5,33
Ben Rice,LHB,NYY,Dean Kremer,R,40.3,21.3,18.4,61.7,32.4
Sean Keys,LHB,TOR,Troy Melton,R,56.6,30,30.6,25.5,31.7
Kyle Stowers,LHB,MIA,Corbin Burnes,R,33.9,24.4,27.6,44.2,31.3
Colton Cowser,LHB,BAL,Jonah Tong,R,32.5,36.3,24.9,30.1,30.9
Joe Mack,LHB,MIA,Corbin Burnes,R,51.9,27.6,27.6,29.4,30.5
Gabriel Arias,RHB,CHC,Reynaldo Lopez,R,52.8,25.2,26.7,32.8,30.3
Pete Crow-Armstrong,LHB,CHC,Reynaldo Lopez,R,29,26.6,28.2,38.4,30.3
Heriberto Hernandez,RHB,MIA,Corbin Burnes,R,40,30.9,17.5,40.4,30.2
Jake McCarthy,LHB,COL,Casey Mize,R,47.1,25.4,15.1,46.9,29.9
Bryce Eldridge,LHB,SF,Quinn Mathews,L,39.3,28.7,19.9,39.2,29.7
Julio Rodriguez,RHB,SEA,Reid Detmers,L,29.3,18.9,18.9,55.2,29
Munetaka Murakami,LHB,CWS,Gavin Williams,R,21.6,43,13.1,31.2,28.9
Josh Bell,SHB,MIN,Will Warren,R,30.5,31.1,11.8,45.2,28.8
Oswald Peraza,RHB,LAA,Kade Anderson,L,40.4,31.3,13.7,38.8,28.8
Moisés Ballesteros,LHB,LAA,Kade Anderson,L,66.7,28.1,,49.1,28.8
Francisco Lindor,SHB,NYM,Brandon Young,R,28.6,27,27.2,32.1,28.5
Cole Carrigg,SHB,COL,Casey Mize,R,42.4,16.4,35,31.5,28.4
Josh Smith,LHB,TOR,Troy Melton,R,34.4,29.9,9.6,46.4,28.4
Jose Siri,RHB,LAA,Kade Anderson,L,27.5,35.4,24.5,21.3,27.8
Luis Campusano,RHB,SD,Tomoyuki Sugano,R,46.5,21,15.9,43.9,27.7
David Fry,RHB,CLE,Sean Newcomb,L,21.6,8.9,18.7,67.4,27.7
Jo Adell,RHB,CLE,Sean Newcomb,L,35.6,35.2,22.6,19.2,27.5
Esteury Ruiz,RHB,MIA,Corbin Burnes,R,32.6,38.7,14.3,24.7,27.3
George Lombard Jr.,RHB,NYY,Dean Kremer,R,35.7,16.5,29.4,36,27.2
Seiya Suzuki,RHB,CHC,Reynaldo Lopez,R,57.7,17.7,22,34.7,27.2
Dominic Canzone,LHB,SEA,Reid Detmers,L,38.3,24.1,28.9,25.2,27.2
Fernando Tatis Jr.,RHB,SD,Tomoyuki Sugano,R,46.5,26.5,13.5,36.4,27.1
Kazuma Okamoto,RHB,TOR,Troy Melton,R,40,26.5,21.1,29.4,27
Cole Young,LHB,SEA,Reid Detmers,L,33.1,22.8,25.9,31.2,26.9
Samuel Basallo,LHB,BAL,Jonah Tong,R,36.1,17.3,20.7,43.6,26.8
Ryan Jeffers,RHB,MIN,Will Warren,R,50.8,25.5,26,19.8,26.8
TJ Rumfield,LHB,COL,Casey Mize,R,29.2,19.2,19.3,45.2,26.7
Corbin Carroll,LHB,ARI,Sandy Alcantara,R,26.8,17.3,14.5,54.3,26.7
Jose Ramirez,SHB,CLE,Sean Newcomb,L,13.1,20.9,27.8,37.2,26.3
Jeremiah Jackson,RHB,BAL,Jonah Tong,R,49.9,16.9,30.4,24.2,26.1
Hao-Yu  Lee,RHB,DET,Jose Soriano,R,33.4,20.5,19.7,37.9,25.9
Randy Arozarena,RHB,SEA,Reid Detmers,L,28.6,19.9,25.5,33.8,25.9
Tommy Edman,SHB,LAD,Nick Lodolo,L,24.9,17,17,49.5,25.9
Dylan Beavers,LHB,BAL,Jonah Tong,R,29.6,25.2,15.3,37.4,25.7
Gunnar Henderson,LHB,BAL,Jonah Tong,R,22.6,22.8,23.5,33.4,25.6
Héctor Rodríguez,LHB,CIN,Tarik Skubal,L,57.5,11.5,11.5,49.1,25.5
Colson Montgomery,LHB,CWS,Gavin Williams,R,34.8,18.3,26.6,30.6,25.5
Leody Taveras,SHB,BAL,Jonah Tong,R,40,15.1,21.6,37.5,25.1
Ryan McMahon,LHB,NYY,Dean Kremer,R,31.1,21.8,8,47.5,25
Eugenio Suarez,RHB,CIN,Tarik Skubal,L,34.8,5.4,30.7,41.3,24.9
Heliot Ramos,RHB,NYY,Dean Kremer,R,32.2,28.9,14,29,24.8
Spencer Torkelson,RHB,DET,Jose Soriano,R,27.5,21.4,24,29,24.7
Juan Brito,SHB,CIN,Tarik Skubal,L,30,26.3,9.4,38.3,24.6
Miguel Vargas,RHB,CWS,Gavin Williams,R,10.9,22.8,28.8,27.4,24.6
Francisco Alvarez,RHB,NYM,Brandon Young,R,37.5,20.9,17.9,32.4,24.5
Tyrone Taylor,RHB,CHC,Reynaldo Lopez,R,52,17.2,22.3,26,24.4
JJ Bleday,LHB,CIN,Tarik Skubal,L,57.5,16.1,9.7,39.1,24.1
Max Muncy,LHB,LAD,Nick Lodolo,L,34.3,25,8.2,37.5,24
Aaron Judge,RHB,NYY,Dean Kremer,R,37.5,29.4,18.2,18.2,24
Mark Vientos,RHB,NYM,Brandon Young,R,51.2,13.4,25.4,26,23.9
Miguel Amaya,RHB,CHC,Reynaldo Lopez,R,44.6,24,9.9,31.8,23.8
Austin Wells,LHB,NYY,Dean Kremer,R,24.1,16.4,12.2,47.6,23.7
Zac Veen,LHB,COL,Casey Mize,R,41.3,21.1,13.3,32.5,23.6
Joshua Baez,RHB,STL,Landen Roupp,R,35.8,14.9,22.4,32.1,23.5
Coby Mayo,RHB,BAL,Jonah Tong,R,50.6,11.5,23.2,29.7,23.5
Spencer Jones,LHB,NYY,Dean Kremer,R,24.6,18.6,10.4,43.5,23
Luis Torrens,RHB,NYM,Brandon Young,R,33.2,16.8,17.3,32.9,22.6
Kyle Teel,LHB,CWS,Gavin Williams,R,31.2,26,13.1,25.7,22.6
Dane Myers,RHB,CIN,Tarik Skubal,L,32.4,16.4,9.4,42.6,22.5
Daniel Schneemann,LHB,CLE,Sean Newcomb,L,57.9,10,10,40.7,22.5
Chase DeLauter,LHB,CLE,Sean Newcomb,L,50.4,24.3,19.8,11.5,22.4
Weston Wilson,RHB,SEA,Reid Detmers,L,36.4,9.9,10.7,48,22.3
Mauricio Dubon,RHB,ATL,David Peterson,L,20.7,21.7,21.8,24,22.2
Andrew Benintendi,LHB,CWS,Gavin Williams,R,21.8,22.7,21.2,22.7,22.2
Riley Greene,LHB,DET,Jose Soriano,R,28.4,22.5,17.7,24.9,22.2
Amed Rosario,RHB,NYY,Dean Kremer,R,29.3,13.3,12.3,42.7,22
Ben Malgeri,RHB,DET,Jose Soriano,R,47.7,12.9,16.4,30.6,21.9
Michael Busch,LHB,CHC,Reynaldo Lopez,R,28.5,16.9,8.7,42.2,21.9
Matt Olson,LHB,ATL,David Peterson,L,35.5,12.1,22.3,28.7,21.7
Randal Grichuk,RHB,CWS,Gavin Williams,R,25.9,19.8,18.8,25.8,21.6
Thomas Saggese,RHB,STL,Landen Roupp,R,32.5,22,10.9,29.6,21.6
Jared Young,LHB,NYM,Brandon Young,R,37.3,17.1,15.4,28.6,21.5
Max Clark,LHB,DET,Jose Soriano,R,24.2,,23.6,47.2,21.3
Braden Montgomery,SHB,CWS,Gavin Williams,R,28.1,9.8,16,40.3,21.1
Gabriel Moreno,RHB,ARI,Sandy Alcantara,R,31.5,9.2,11,45.8,21.1
Carson Kelly,RHB,CHC,Reynaldo Lopez,R,55,10.5,16.5,27.1,20.9
Tyler Stephenson,RHB,CIN,Tarik Skubal,L,26,8.6,22,34.6,20.9
Josh Naylor,LHB,SEA,Reid Detmers,L,44,9.8,20,27.9,20.8
Alejandro Kirk,RHB,TOR,Troy Melton,R,16.3,18.5,18.6,28.3,20.8
Leonardo Bernal,SHB,STL,Landen Roupp,R,22.9,11.5,11.5,43.7,20.7
Cody Bellinger,LHB,NYY,Dean Kremer,R,23.4,12.5,12.6,40.9,20.7
Jose Fernandez,RHB,ARI,Sandy Alcantara,R,49.1,10.8,11.6,33.8,20.6
Trevor Larnach,LHB,MIN,Will Warren,R,24.4,16.2,8.7,37.4,20.1
Drake Baldwin,LHB,ATL,David Peterson,L,34.7,9.1,11.3,40.1,20.1
Charles McAdoo,RHB,TOR,Troy Melton,R,27.1,17.4,8.6,34.5,20
Austin Riley,RHB,ATL,David Peterson,L,26.2,18.2,9.2,33.1,20
Kody Clemens,LHB,MIN,Will Warren,R,33.3,15.9,11.4,29.7,19.7
Michael Conforto,LHB,CHC,Reynaldo Lopez,R,28.4,12.8,7.2,40,19.5
Otto Lopez,RHB,MIA,Corbin Burnes,R,32.4,12.8,7.4,38.1,19.5
Anthony Volpe,RHB,NYY,Dean Kremer,R,41.8,12.5,11.2,30.5,19.5
Nolan Arenado,RHB,ARI,Sandy Alcantara,R,30.4,11.1,11.1,36,19.3
Walker Jenkins,LHB,MIN,Will Warren,R,22.8,9.4,16.5,34,19
Carson Benge,LHB,NYM,Brandon Young,R,24.9,17.4,15.5,22.3,18.8
Xavier Edwards,SHB,MIA,Corbin Burnes,R,35.6,8.7,10,36.6,18.8
Ian Happ,SHB,CHC,Reynaldo Lopez,R,29.3,13.6,5,38.6,18.8
Xander Bogaerts,RHB,SD,Tomoyuki Sugano,R,30.3,14.8,4.6,36.3,18.7
Christian Moore,RHB,LAA,Kade Anderson,L,36.8,19.8,,32.5,18.7
Travis Bazzana,LHB,CLE,Sean Newcomb,L,40.7,17.7,9.5,21.8,18.6
Kaelen Culpepper,RHB,MIN,Will Warren,R,34.5,6.1,11.6,37.2,18.4
Manny Machado,RHB,SD,Tomoyuki Sugano,R,36.4,9.9,13.3,29.1,18.4
Jake Cronenworth,LHB,SD,Tomoyuki Sugano,R,36.5,4.6,19.5,29.1,18.4
Jordan Lawlar,RHB,ARI,Sandy Alcantara,R,28,9.4,9.4,38.1,18.4
Jonah Cox,RHB,SF,Quinn Mathews,L,24.5,17,9.2,28,18.2
Alex Jackson,RHB,MIN,Will Warren,R,38.2,11.6,11.6,26.2,17.9
Sal Stewart,RHB,CIN,Tarik Skubal,L,18.9,18,18,16.9,17.8
James McCann,RHB,ARI,Sandy Alcantara,R,40.8,9.1,17.8,20.7,17.8
Eduardo Valencia,RHB,DET,Jose Soriano,R,37,8,8.6,34.7,17.8
Colt Keith,LHB,DET,Jose Soriano,R,45.6,11.7,9.4,25.4,17.8
Jake Rogers,RHB,CWS,Gavin Williams,R,34.2,15.1,8.9,25.3,17.7
Ildemaro Vargas,SHB,ARI,Sandy Alcantara,R,28.4,3.4,5.5,47.7,17.6
Tommy Troy,RHB,ARI,Sandy Alcantara,R,37.5,17.2,9,20.7,17.6
Teoscar Hernandez,RHB,LAD,Nick Lodolo,L,23.1,8,13.2,34.3,17.6
A.J. Ewing,LHB,NYM,Brandon Young,R,35.4,7.2,10.7,33.1,17.5
Ronald Acuna Jr.,RHB,ATL,David Peterson,L,25,6.7,21.8,24.3,17.5
Tristan Peters,LHB,CWS,Gavin Williams,R,22.8,13,17.1,21.6,17.4
Kyle Tucker,LHB,LAD,Nick Lodolo,L,22.2,5.3,10.6,40.6,17.4
Jackson Merrill,LHB,SD,Tomoyuki Sugano,R,35.4,12.6,4.6,32.1,17.4
Kyle Karros,RHB,COL,Casey Mize,R,50.1,3.3,5.2,38.3,17.3
Pedro Pages,RHB,STL,Landen Roupp,R,31.2,10.1,18.4,20.7,17.3
Jase Bowen,RHB,SD,Tomoyuki Sugano,R,16.8,21.6,,31.7,17.2
Vladimir Guerrero Jr.,RHB,TOR,Troy Melton,R,43.8,12.6,7.5,24.8,17.2
Ryan Kreidler,RHB,MIN,Will Warren,R,24.6,15.4,8.5,27,17.2
Jordan Walker,RHB,STL,Landen Roupp,R,29.5,11.6,11.2,27.3,17.2
Ryan Waldschmidt,RHB,ARI,Sandy Alcantara,R,46.6,11.6,4.1,28.5,17.1
Luisangel Acuna,RHB,CWS,Gavin Williams,R,34.8,14.3,,34.3,17.1
George Springer,RHB,TOR,Troy Melton,R,34.1,13.2,8.5,25.8,17
Osleivis Basabe,RHB,SF,Quinn Mathews,L,39.9,9.2,9.2,28,17
Dillon Dingler,RHB,DET,Jose Soriano,R,30.8,11.4,9.2,28.5,17
Ernie Clement,RHB,TOR,Troy Melton,R,29.4,5.7,5.5,41.1,16.9
Troy Johnston,LHB,COL,Casey Mize,R,32.5,,,53.7,16.7
Drew Gilbert,LHB,SF,Quinn Mathews,L,29.9,,,54.4,16.6
Alex Bregman,RHB,CHC,Reynaldo Lopez,R,36.8,4.5,14.9,27.1,16.5
Paul Goldschmidt,RHB,NYY,Dean Kremer,R,22.7,11.2,15.2,22.4,16.4
Freddie Freeman,LHB,LAD,Nick Lodolo,L,26.4,3,19.5,27.3,16.4
Nolan Gorman,LHB,STL,Landen Roupp,R,12.9,23.8,8.5,17,16.4
Graham Pauley,LHB,MIA,Corbin Burnes,R,36.7,,19.5,27.5,16.4
Hunter Goodman,RHB,COL,Casey Mize,R,21.6,15.6,15.1,16.7,16.3
Marcus Semien,RHB,NYM,Brandon Young,R,32.4,7.5,19.2,17.9,16.1
Mookie Betts,RHB,LAD,Nick Lodolo,L,28.8,14.8,8,22.5,16.1
Kevin McGonigle,LHB,DET,Jose Soriano,R,25.8,8,14.5,25.4,16.1
Christian Encarnacion-Strand,RHB,BAL,Jonah Tong,R,20.2,30.8,,13.2,16.1
Jose Caballero,RHB,NYY,Dean Kremer,R,20.2,7,7,38.1,16.1
JP Crawford,LHB,SEA,Reid Detmers,L,31.3,10.7,,36.7,16
Ali Sanchez,RHB,NYY,Dean Kremer,R,42.3,,,46.5,15.9
Brayan Rocchio,SHB,CLE,Sean Newcomb,L,19.3,12.6,9.8,26.5,15.9
Ivan Herrera,RHB,STL,Landen Roupp,R,13.9,10.3,10.2,30.8,15.8
Carlos Narvaez,RHB,BAL,Jonah Tong,R,31,10.1,5.1,29.8,15.6
Brett Baty,LHB,NYM,Brandon Young,R,27.3,10.6,5.9,28.6,15.4
Freddy Fermin,RHB,SD,Tomoyuki Sugano,R,35.6,3.4,,42.1,15.3
Lars Nootbaar,LHB,ARI,Sandy Alcantara,R,30.5,4.2,3.7,38.7,15.3
Enrique Hernandez,RHB,LAD,Nick Lodolo,L,40.9,10.5,18.5,8,15.3
Jackson Holliday,LHB,BAL,Jonah Tong,R,30.1,7.3,7.3,29.3,15.1
Samad Taylor,RHB,SD,Tomoyuki Sugano,R,38.2,9.9,9.9,19.1,15
Nico Hoerner,RHB,CHC,Reynaldo Lopez,R,38.9,,3.7,39.8,15
Javier Sanoja,RHB,MIA,Corbin Burnes,R,21.2,4.9,10.5,31.9,15
Ketel Marte,SHB,ARI,Sandy Alcantara,R,31.1,7.2,9.1,26.3,14.9
Brooks Lee,SHB,MIN,Will Warren,R,28.9,15.2,3.9,21.8,14.8
Victor Robles,RHB,SEA,Reid Detmers,L,20.3,9.2,,37.8,14.7
Angel Genao,SHB,CLE,Sean Newcomb,L,26,,,46.8,14.3
Connor Norby,RHB,COL,Casey Mize,R,16.7,9.9,3.6,32.2,14.3
Andres Gimenez,LHB,TOR,Troy Melton,R,27.9,3.7,5.3,33.6,14.1
Luis Garcia Jr.,LHB,NYY,Dean Kremer,R,30.8,7.5,7.5,24.4,14.1
Sam Antonacci,LHB,CWS,Gavin Williams,R,25.6,8.8,9.6,20.3,13.6
Patrick Bailey,SHB,CLE,Sean Newcomb,L,42,8.3,,25.9,13.6
Bo Bichette,RHB,NYM,Brandon Young,R,32.4,,7.4,31.9,13.4
Royce Lewis,RHB,MIN,Will Warren,R,34.2,8.4,6.9,20,13.4
Ezequiel Tovar,RHB,COL,Casey Mize,R,18.7,8.2,8.2,25,13.4
Pedro Ramirez,SHB,CHC,Reynaldo Lopez,R,25.7,13.3,10.8,11.5,13.3
Matt Shaw,RHB,CHC,Reynaldo Lopez,R,23.5,19.9,8.8,5.5,13.3
Jung Hoo Lee,LHB,SF,Quinn Mathews,L,28.9,,,41.5,13.3
Sung-Mun Song,LHB,SD,Tomoyuki Sugano,R,23.9,12,7.5,17.5,13.2
Matt McLain,RHB,CIN,Tarik Skubal,L,30.4,6.9,18,9.4,13.2
Michael Harris II,LHB,ATL,David Peterson,L,29.9,4.1,14.7,17.5,13.2
Nathan Church,LHB,STL,Landen Roupp,R,14,4.1,8.7,30.7,13.1
Travis d'Arnaud,RHB,LAA,Kade Anderson,L,25.8,13.7,,22.3,13
Taylor Ward,RHB,SEA,Reid Detmers,L,16.6,7.8,3.8,29.6,12.9
Agustin Ramirez,RHB,MIA,Corbin Burnes,R,37.8,4.8,4.8,23.8,12.8
Zach McKinstry,LHB,DET,Jose Soriano,R,26.2,7,5,24.7,12.7
Vaughn Grissom,RHB,LAA,Kade Anderson,L,51,3.3,,25.6,12.7
Gleyber Torres,RHB,DET,Jose Soriano,R,29.5,3.6,3.7,29.3,12.6
Austin Hays,RHB,SD,Tomoyuki Sugano,R,25.7,,,39.1,12.3
Nathan Lukes,LHB,TOR,Troy Melton,R,7.4,4.5,8.6,29.8,12.3
Brandon Valenzuela,SHB,TOR,Troy Melton,R,42.7,5.4,7.3,15.5,12.2
Brett Sullivan,LHB,COL,Casey Mize,R,14.3,,13.7,26.6,12.2
Brett Callahan,LHB,DET,Jose Soriano,R,22,8.9,8.9,16.6,12.1
Chase Meidroth,RHB,CWS,Gavin Williams,R,15.8,8.8,9,19.1,12.1
Masyn Winn,RHB,STL,Landen Roupp,R,23.2,6.3,3.5,25.8,12
Victor Caratini,SHB,MIN,Will Warren,R,38.9,,,32.2,11.9
Hunter Feduccia,LHB,LAD,Nick Lodolo,L,41.6,8.2,,19.5,11.9
Nathaniel Lowe,LHB,CLE,Sean Newcomb,L,40.7,,,30.7,11.7
Brett Bateman,LHB,TOR,Troy Melton,R,27,,,35.4,11.6
Tyler Heineman,SHB,LAA,Kade Anderson,L,60.2,,,22.3,11.6
TJ Friedl,LHB,CIN,Tarik Skubal,L,57.5,,,22.5,11.4
Brenton Doyle,RHB,CWS,Gavin Williams,R,50.9,,,25.3,11.4
