Matchup,ATH @ TEX
Pitcher,Jacob Lopez
Pitcher Team,ATH
Opposing Team,TEX

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,99.0,441,0.248,0.328,0.407,0.159,1.46,15,1.36,11.3%,25.1%,21.8%,18.0%,11.5%,8.73,60.8%,6.9%,5.5%,29.9%,33.3%,12.4%,19.2%
vsLHB,27.0,114,0.200,0.261,0.280,0.080,1.22,2,0.67,11.4%,25.1%,25.4%,20.3%,11.1%,9.67,57.9%,8.8%,2.8%,31.9%,25.0%,11.1%,22.2%
vsRHB,71.0,327,0.265,0.352,0.452,0.187,1.58,13,1.65,11.3%,25.0%,20.5%,17.1%,11.7%,8.49,61.8%,6.2%,6.4%,29.2%,36.1%,12.7%,18.3%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Danny Jansen RHB,,+800,19,3.40,8,1,1,83.7,205.1,2,1,12.5%,12.5%,50.0%,25.0%,62.5%,68.3,-,28.6%,7.1%,100.0%,50.0%,12.5%,100.0%,37.5%,25.0%,50.0%,37.5%,12.5%,42.9%
Cameron Cauley RHB,—,N/A,22,2.40,8,1,1,82.5,302.8,2,1,-,-,12.5%,25.0%,-,69.1,11.1%,66.7%,11.1%,90.0%,50.0%,50.0%,25.0%,-,37.5%,37.5%,37.5%,25.0%,50.0%
Jake Burger RHB,,+470,31,3.80,8,1,1,99.2,354.6,4,4,37.5%,-,-,75.0%,37.5%,76.2,62.5%,37.5%,31.2%,100.0%,75.0%,50.0%,25.0%,25.0%,25.0%,25.0%,62.5%,12.5%,25.0%
Cody Freeman RHB,,+1200,18,3.80,8,1,1,81.0,276.2,2,1,12.5%,12.5%,37.5%,37.5%,37.5%,69.9,-,38.5%,7.7%,92.9%,62.5%,37.5%,33.3%,25.0%,12.5%,50.0%,50.0%,-,16.7%
Justin Foscue RHB,,+690,41,2.60,8,1,1,93.3,289.2,3,2,25.0%,12.5%,25.0%,37.5%,37.5%,72.7,25.0%,33.3%,25.0%,92.3%,75.0%,62.5%,20.0%,12.5%,12.5%,37.5%,37.5%,25.0%,50.0%
Elias Diaz RHB,,+625,21,3.00,8,0,0,96.8,260.1,3,1,25.0%,12.5%,37.5%,50.0%,50.0%,75.1,55.6%,66.7%,44.4%,75.0%,62.5%,12.5%,0.0%,50.0%,25.0%,37.5%,50.0%,12.5%,50.0%
Brandon Nimmo LHB,,+650,19,4.20,8,0,1,97.0,284.1,3,2,-,-,12.5%,62.5%,50.0%,73.0,20.0%,60.0%,30.0%,100.0%,75.0%,50.0%,0.0%,25.0%,25.0%,25.0%,50.0%,25.0%,80.0%
Corey Seager LHB,,+456,10,4.40,8,0,2,96.8,283.2,3,2,25.0%,25.0%,37.5%,75.0%,87.5%,71.0,7.1%,42.9%,35.7%,87.5%,87.5%,25.0%,0.0%,62.5%,12.5%,50.0%,37.5%,12.5%,100.0%
Nicky Lopez LHB,—,N/A,9,1.40,8,0,0,88.2,319.7,2,2,-,-,12.5%,12.5%,25.0%,67.4,8.3%,41.7%,-,92.3%,37.5%,37.5%,0.0%,-,62.5%,25.0%,62.5%,12.5%,75.0%
Logan O'Hoppe RHB,,+650,21,1.60,8,0,1,83.5,281.6,3,1,-,-,25.0%,25.0%,12.5%,74.5,50.0%,50.0%,33.3%,85.7%,62.5%,37.5%,0.0%,25.0%,37.5%,37.5%,37.5%,25.0%,28.6%
Ezequiel Duran RHB,,+910,20,4.20,8,0,0,85.9,241.9,1,0,-,-,12.5%,37.5%,50.0%,70.8,20.0%,46.7%,13.3%,83.3%,62.5%,25.0%,0.0%,37.5%,25.0%,25.0%,62.5%,12.5%,50.0%
Wyatt Langford RHB,,+540,11,4.40,8,0,0,95.9,294.0,3,1,-,-,12.5%,62.5%,37.5%,73.2,26.7%,46.7%,13.3%,100.0%,75.0%,62.5%,0.0%,12.5%,25.0%,25.0%,62.5%,12.5%,60.0%
Evan Carter LHB,—,N/A,9,3.00,8,0,0,77.5,228.1,1,0,-,-,-,25.0%,12.5%,69.0,-,83.3%,16.7%,75.0%,25.0%,12.5%,0.0%,12.5%,37.5%,37.5%,37.5%,25.0%,37.5%
Joc Pederson LHB,—,N/A,21,2.40,6,0,1,89.7,221.3,1,1,16.7%,-,16.7%,50.0%,-,71.7,10.0%,40.0%,30.0%,90.9%,33.3%,33.3%,0.0%,-,50.0%,33.3%,33.3%,33.3%,50.0%
