Matchup,TOR @ BAL
Pitcher,Brandon Young
Pitcher Team,BAL
Opposing Team,TOR

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,36.1,162,0.245,0.312,0.392,0.147,1.40,5,1.24,9.9%,21.3%,15.4%,14.6%,10.6%,6.19,64.2%,8.4%,8.3%,40.8%,27.5%,15.2%,15.8%
vsLHB,23.0,97,0.226,0.302,0.381,0.155,1.26,3,1.17,10.3%,17.8%,10.3%,11.1%,9.0%,3.91,63.9%,8.2%,9.2%,40.8%,30.3%,13.0%,17.1%
vsRHB,13.1,65,0.271,0.326,0.407,0.136,1.65,2,1.35,9.2%,26.4%,23.1%,18.5%,12.7%,10.12,64.6%,8.7%,6.8%,40.9%,22.7%,20.0%,13.6%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
George Springer RHB,+492,21,4.40,2,2,0.238,0.238,0.619,0.381,0.363,-,29.5%,23.8%,13.8%,94.3,6.2%,6.2%,12.5%,62.5%,43.8%,72.0,25.6%,33.3%,15.4%,88.6%,25.0%,50.0%,25.0%,50.0%,31.2%,50.0%,18.8%,30.0%
Ernie Clement RHB,+1120,16,3.80,2,3,0.467,0.500,1.000,0.533,0.629,6.2%,0.0%,6.2%,-,88.0,7.1%,7.1%,28.6%,21.4%,21.4%,67.2,5.0%,65.0%,5.0%,100.0%,35.7%,40.0%,7.1%,50.0%,71.4%,21.4%,7.1%,35.3%
Tyler Heineman SHB,N/A,13,2.60,1,1,0.091,0.231,0.364,0.273,0.267,7.7%,11.5%,15.4%,5.7%,81.0,12.5%,12.5%,25.0%,12.5%,12.5%,66.0,-,16.7%,4.2%,92.3%,37.5%,33.3%,-,50.0%,50.0%,12.5%,37.5%,18.2%
Andres Gimenez LHB,+1300,13,3.80,1,1,0.250,0.308,0.500,0.250,0.354,-,28.2%,30.8%,17.5%,88.8,12.5%,12.5%,12.5%,25.0%,25.0%,68.4,-,20.0%,3.3%,83.3%,25.0%,50.0%,-,62.5%,37.5%,37.5%,25.0%,16.7%
Jesus Sanchez LHB,+720,12,3.00,1,2,0.417,0.417,0.833,0.417,0.535,-,37.5%,41.7%,23.1%,96.0,28.6%,14.3%,14.3%,71.4%,71.4%,74.2,53.8%,23.1%,15.4%,86.7%,57.1%,25.0%,28.6%,14.3%,28.6%,42.9%,28.6%,53.8%
Nathan Lukes LHB,+790,22,3.20,0,0,0.500,0.500,0.636,0.136,0.497,-,12.9%,13.6%,6.8%,83.4,-,-,21.1%,42.1%,36.8%,66.7,4.5%,50.0%,18.2%,78.6%,21.1%,0.0%,31.6%,36.8%,42.1%,31.6%,26.3%,25.0%
Vladimir Guerrero Jr. RHB,+512,21,3.80,0,0,0.250,0.381,0.312,0.062,0.315,14.3%,17.1%,9.5%,9.0%,91.2,6.7%,6.7%,26.7%,46.7%,26.7%,76.6,73.3%,23.3%,10.0%,88.2%,6.7%,0.0%,26.7%,53.3%,40.0%,40.0%,20.0%,33.3%
Brandon Valenzuela SHB,+760,19,4.00,0,0,0.176,0.263,0.176,-,0.209,10.5%,19.4%,10.5%,10.4%,85.7,-,-,13.3%,40.0%,33.3%,72.1,14.7%,26.5%,8.8%,94.4%,26.7%,0.0%,26.7%,33.3%,26.7%,46.7%,26.7%,55.0%
Kazuma Okamoto RHB,+440,16,4.00,0,1,0.143,0.250,0.214,0.071,0.221,6.2%,24.3%,25.0%,11.5%,85.9,10.0%,-,-,40.0%,20.0%,72.5,28.6%,14.3%,5.7%,94.6%,20.0%,0.0%,10.0%,50.0%,20.0%,60.0%,20.0%,19.0%
Daulton Varsho LHB,+540,14,4.40,0,0,0.167,0.286,0.333,0.167,0.272,14.3%,42.9%,42.9%,21.7%,90.1,-,-,-,50.0%,33.3%,73.2,31.0%,13.8%,10.3%,85.3%,16.7%,0.0%,33.3%,33.3%,16.7%,50.0%,33.3%,35.7%
Yohendrick Pinango LHB,N/A,12,3.40,0,0,0.273,0.333,0.364,0.091,0.308,8.3%,34.4%,41.7%,19.3%,88.1,16.7%,16.7%,16.7%,16.7%,50.0%,74.1,37.9%,3.4%,3.4%,90.6%,16.7%,0.0%,50.0%,16.7%,16.7%,33.3%,50.0%,35.7%
Myles Straw RHB,N/A,11,1.20,0,1,0.222,0.364,0.222,-,0.280,18.2%,5.9%,-,3.0%,77.4,-,-,22.2%,-,33.3%,69.2,-,21.4%,-,87.5%,44.4%,0.0%,-,33.3%,33.3%,44.4%,22.2%,30.0%
