Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Jo Adell,RHB,LAA,Gage Jump,L,42.8,52.9,27.5,43.2,41.8
Randal Grichuk,RHB,CWS,Ryan Weathers,L,38.1,49.5,25.4,41.9,39.2
Joc Pederson,LHB,TEX,Joe Ryan,R,22.9,43.5,34.2,25,34
Yohendrick Pinango,LHB,TOR,Sonny Gray,R,39.2,40.4,19.1,39.9,33.8
Edmundo Sosa,RHB,PHI,Sean Manaea,L,18.2,26.7,42.9,38.3,33.6
Jesus Sanchez,LHB,TOR,Sonny Gray,R,36.9,49.3,,49.3,33.3
Kody Clemens,LHB,MIN,Jack Leiter,R,34.5,33.9,21.7,43.2,32.6
Derek Hill,RHB,PHI,Sean Manaea,L,32.9,30.5,28.3,33.4,30.8
Kyle Schwarber,LHB,PHI,Sean Manaea,L,34,25.4,26.6,38.7,29.9
Trevor Larnach,LHB,MIN,Jack Leiter,R,67.1,20.5,17.5,43.2,29.9
Josh Bell,SHB,MIN,Jack Leiter,R,43.3,25.5,28.1,29.7,29.1
Mike Trout,RHB,LAA,Gage Jump,L,29.8,22.5,22.5,42.2,28.2
Matt Chapman,RHB,SF,Martin Perez,L,64,13.4,17.9,45.8,27.9
Tristan Gray,LHB,MIN,Jack Leiter,R,62.6,29.5,8.2,35.3,27.9
Paul Goldschmidt,RHB,NYY,Sean Burke,R,20.1,27.7,28.8,29.9,27.8
Kazuma Okamoto,RHB,TOR,Sonny Gray,R,39.5,28.2,17.7,34.4,27.7
Ben Rice,LHB,NYY,Sean Burke,R,43.7,12.6,23.3,46.6,27.4
Jordan Walker,RHB,STL,Noah Cameron,L,57.8,24.5,24.5,22.2,27.3
Francisco Alvarez,RHB,NYM,Aaron Nola,R,47.6,18.9,21.5,36.6,27
Amed Rosario,RHB,NYY,Sean Burke,R,27.9,23.6,23.6,33.8,26.6
Nathan Lukes,LHB,TOR,Sonny Gray,R,12.2,5.1,28.6,58.5,26.2
Josh Smith,LHB,TEX,Joe Ryan,R,39.1,27.2,,50.9,26.2
Alec Bohm,RHB,PHI,Sean Manaea,L,15.2,26.3,34.6,19.4,26
Mark Vientos,RHB,NYM,Aaron Nola,R,37.6,21.6,15.2,40.3,26
Brandon Nimmo,LHB,TEX,Joe Ryan,R,31.9,23.7,12.4,42.7,25.9
Salvador Perez,RHB,KC,Matthew Liberatore,L,25.1,33.7,9.7,33.7,25.6
Juan Soto,LHB,NYM,Aaron Nola,R,26.2,31.7,8.6,36.5,25.4
Jazz Chisholm Jr.,LHB,NYY,Sean Burke,R,60,17.4,5.7,43,24.6
Brandon Valenzuela,SHB,TOR,Sonny Gray,R,48,13.2,17.6,38.9,24.4
JJ Wetherholt,LHB,STL,Noah Cameron,L,41.8,29.2,7.5,30.5,24.3
Willson Contreras,RHB,BOS,Trey Yesavage,R,22.9,23.4,16,35.2,24.1
Victor Caratini,SHB,MIN,Jack Leiter,R,47.8,16.3,21.1,28.5,23.9
Jake Burger,RHB,TEX,Joe Ryan,R,46.9,15.4,21.2,29.8,23.9
Jared Young,LHB,NYM,Aaron Nola,R,34.8,14,8.9,50.5,23.7
Marcus Semien,RHB,NYM,Aaron Nola,R,44.5,16.4,9.2,42.4,23.5
Carson Benge,LHB,NYM,Aaron Nola,R,28.3,22.6,8.6,40.3,23.4
Drake Baldwin,LHB,ATL,Landen Roupp,R,25.7,23.7,18.2,28.5,23.4
Matt Olson,LHB,ATL,Landen Roupp,R,7.8,26,25.4,22.9,23.2
Andres Gimenez,LHB,TOR,Sonny Gray,R,37,12.3,24.9,31.1,23.2
Casey Schmitt,RHB,SF,Martin Perez,L,27.8,24.7,17.9,25.8,23.2
Zach Neto,RHB,LAA,Gage Jump,L,30.8,14.3,19.1,37.5,23.2
Jose Caballero,RHB,NYY,Sean Burke,R,16,13.6,26.7,35.2,23.2
Spencer Jones,LHB,NYY,Sean Burke,R,42.1,8.6,8.6,53.2,23.1
