Matchup,HOU @ KC
Pitcher,Mike Burrows
Pitcher Team,HOU
Opposing Team,KC

SPLIT,IP,WHIP,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Batting First,8.0,1.88,="13-37",.351,.811,0.460,4,3,1,10,12.5,2,.400,1.211
Batting Second,9.1,1.07,="8-36",.222,.333,0.111,1,1,0,1,15.4,2,.282,.615
Batting Third,9.0,1.56,="8-33",.242,.333,0.091,0,3,0,1,20.5,6,.359,.692
Batting Fourth,9.0,1.44,="8-32",.250,.438,0.188,2,0,0,6,24.3,5,.351,.789
Batting Fifth,8.2,1.38,="10-35",.286,.486,0.200,2,1,0,5,16.2,2,.324,.810
Batting Sixth,7.1,2.05,="14-35",.400,.657,0.257,3,0,0,8,30.6,1,.417,1.074
Batting Seventh,7.2,1.70,="8-29",.276,.552,0.276,2,2,0,5,11.4,5,.400,.952
Batting Eighth,7.2,1.57,="9-30",.300,.500,0.200,2,0,0,5,18.2,3,.364,.864
Batting Ninth,6.1,1.74,="9-28",.321,.536,0.215,1,3,0,4,16.7,2,.367,.903

PLAYER,SPLIT,H-AB,AVG,SLG,ISO,HR,2B,3B,RBI,K%,BB,OBP,OPS
Maikel Garcia RHB,Batting First ​,="57-216",.264,.384,0.120,3,15,1,20,14.4,18,.318,.702
Bobby Witt Jr. RHB,Batting Second ​,="77-277",.278,.444,0.166,9,17,1,28,17.9,32,.353,.797
Vinnie Pasquantino LHB,Batting Third ​,="46-205",.224,.366,0.142,6,7,2,26,16.9,27,.309,.675
Salvador Perez RHB,Batting Fourth ​,="44-221",.199,.335,0.136,8,6,0,25,19.7,9,.243,.578
Carter Jensen LHB,Batting Fifth ​,="27-125",.216,.400,0.184,6,5,0,18,29.7,16,.303,.703
Starling Marte RHB,Batting Sixth ​,="9-28",.321,.357,0.036,0,1,0,1,16.1,2,.387,.744
Lane Thomas RHB,Batting Sixth ​,="8-28",.286,.464,0.178,1,2,0,5,23.5,6,.412,.876
Isaac Collins SHB,Batting Seventh ​,="21-77",.273,.390,0.117,1,6,0,10,23.2,16,.389,.779
Jac Caglianone LHB,Batting Seventh ​,="22-79",.278,.456,0.178,2,6,1,5,28.7,6,.345,.801
Kameron Misner LHB,Batting Eighth ​,="2-3",.667,.667,0.000,0,0,0,2,0.0,0,.667,1.334
Nick Loftin RHB,Batting Eighth ​,="12-50",.240,.440,0.200,1,5,1,11,11.5,7,.333,.773
Michael Massey LHB,Batting Eighth ​,="15-65",.231,.385,0.154,2,4,0,6,17.6,1,.239,.624
Tyler Tolbert RHB,Batting Ninth ​,="1-6",.167,.167,0.000,0,0,0,0,50.0,0,.167,.334
