Matchup,DET @ MIN
Pitcher,Andrew Morris
Pitcher Team,MIN
Opposing Team,DET

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,63.2,274,0.254,0.292,0.359,0.105,1.34,4,0.57,8.0%,22.5%,21.5%,15.6%,10.7%,8.34,65.4%,6.3%,3.1%,33.0%,27.7%,7.5%,14.7%
vsLHB,31.0,139,0.252,0.316,0.415,0.163,1.45,3,0.87,10.1%,22.6%,21.6%,14.1%,10.5%,8.71,62.8%,7.3%,4.3%,30.9%,27.7%,11.5%,16.0%
vsRHB,32.1,135,0.256,0.267,0.304,0.048,1.24,1,0.28,5.9%,22.4%,21.5%,17.7%,11.0%,8.07,68.1%,5.1%,2.1%,35.1%,27.8%,3.7%,13.4%

,,,STATS,STATCAST
BATTER,SAVE,ODDS,ZONE,L5 PA/G,BBE,HR,NEAR HR,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Hao-Yu Lee RHB,,+650,16,3.60,8,1,1,92.9,237.1,2,1,12.5%,-,-,50.0%,12.5%,72.3,36.4%,63.6%,18.2%,100.0%,37.5%,25.0%,50.0%,12.5%,50.0%,12.5%,25.0%,62.5%,0.0%
Ben Malgeri RHB,,+830,25,3.00,8,1,1,93.7,288.2,2,1,12.5%,12.5%,25.0%,37.5%,50.0%,69.3,-,60.0%,10.0%,100.0%,75.0%,25.0%,0.0%,50.0%,25.0%,50.0%,12.5%,37.5%,62.5%
Brett Callahan LHB,,+792,14,2.80,8,0,1,96.7,287.2,2,0,-,-,12.5%,50.0%,50.0%,73.0,40.0%,60.0%,30.0%,90.9%,50.0%,25.0%,0.0%,25.0%,50.0%,50.0%,25.0%,25.0%,28.6%
Zach McKinstry LHB,,+1000,14,3.20,8,0,0,87.5,264.5,1,0,-,-,12.5%,12.5%,37.5%,67.7,-,26.7%,-,88.2%,87.5%,50.0%,0.0%,37.5%,12.5%,12.5%,62.5%,25.0%,50.0%
Javier Baez RHB,—,N/A,14,3.00,8,0,0,85.7,209.7,0,0,-,-,-,50.0%,25.0%,72.6,27.3%,36.4%,36.4%,91.7%,25.0%,12.5%,0.0%,12.5%,62.5%,12.5%,37.5%,50.0%,0.0%
Eduardo Valencia RHB,,+600,22,3.20,8,0,0,79.5,184.2,1,1,-,-,12.5%,25.0%,-,72.9,30.8%,23.1%,7.7%,100.0%,12.5%,12.5%,0.0%,-,50.0%,50.0%,12.5%,37.5%,62.5%
Kevin McGonigle LHB,,+725,15,4.20,8,0,0,90.2,223.4,0,0,-,-,25.0%,50.0%,37.5%,72.5,25.0%,41.7%,16.7%,100.0%,50.0%,12.5%,0.0%,37.5%,50.0%,50.0%,12.5%,37.5%,25.0%
Max Clark LHB,,+1200,20,3.20,8,0,1,90.0,270.1,3,3,-,-,12.5%,62.5%,50.0%,73.9,40.0%,50.0%,10.0%,100.0%,50.0%,25.0%,0.0%,25.0%,25.0%,25.0%,37.5%,37.5%,20.0%
Gleyber Torres RHB,,+870,21,4.00,8,0,0,88.7,231.8,0,0,-,-,12.5%,37.5%,12.5%,70.1,-,50.0%,16.7%,92.3%,25.0%,12.5%,0.0%,12.5%,75.0%,50.0%,50.0%,-,33.3%
Colt Keith LHB,,+850,23,2.80,8,0,0,89.9,277.1,2,0,12.5%,12.5%,37.5%,37.5%,37.5%,73.3,25.0%,41.7%,25.0%,92.3%,50.0%,12.5%,0.0%,37.5%,50.0%,75.0%,-,25.0%,37.5%
Spencer Torkelson RHB,,+500,25,2.80,8,0,1,86.7,289.4,2,2,12.5%,-,12.5%,37.5%,37.5%,72.9,18.2%,45.5%,9.1%,100.0%,50.0%,25.0%,0.0%,25.0%,37.5%,25.0%,37.5%,37.5%,14.3%
Dillon Dingler RHB,,+600,30,3.60,8,0,0,84.1,222.1,1,1,12.5%,-,-,25.0%,25.0%,71.9,-,42.9%,14.3%,70.0%,37.5%,12.5%,0.0%,25.0%,37.5%,12.5%,50.0%,37.5%,20.0%
