Matchup,CIN @ STL
Pitcher,Kyle Leahy
Pitcher Team,STL
Opposing Team,CIN

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,55.0,249,0.287,0.352,0.448,0.161,1.56,8,1.31,8.8%,22.9%,18.5%,18.5%,10.3%,7.53,58.0%,8.8%,11.3%,49.7%,23.2%,19.5%,15.3%
vsLHB,27.2,136,0.347,0.415,0.554,0.207,2.06,6,1.95,11.0%,24.8%,17.6%,20.5%,10.3%,7.81,54.4%,9.7%,13.4%,58.8%,23.7%,26.1%,12.4%
vsRHB,26.2,113,0.216,0.275,0.324,0.108,1.09,2,0.68,6.2%,21.0%,19.5%,16.8%,10.2%,7.42,62.3%,7.7%,8.8%,38.8%,22.5%,11.1%,18.8%

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
JJ Bleday LHB,+411,24,4.20,3,3,0.300,0.417,0.800,0.500,0.498,16.7%,19.0%,16.7%,8.3%,90.1,18.8%,12.5%,25.0%,43.8%,37.5%,73.4,26.8%,22.0%,12.2%,97.6%,31.2%,60.0%,18.8%,37.5%,56.2%,31.2%,6.2%,27.3%
Blake Dunn RHB,+680,33,4.20,1,1,0.242,0.242,0.333,0.091,0.252,-,29.8%,24.2%,16.2%,84.2,4.0%,4.0%,12.0%,36.0%,40.0%,69.4,13.2%,30.2%,11.3%,93.0%,24.0%,16.7%,24.0%,40.0%,24.0%,52.0%,24.0%,26.7%
Tyler Stephenson RHB,+574,28,3.40,1,1,0.160,0.250,0.320,0.160,0.253,10.7%,38.1%,28.6%,16.2%,85.2,5.9%,5.9%,11.8%,23.5%,47.1%,71.2,15.8%,28.9%,5.3%,92.7%,11.8%,50.0%,29.4%,41.2%,29.4%,41.2%,29.4%,32.0%
Nathaniel Lowe LHB,+482,21,3.20,1,2,0.211,0.286,0.421,0.211,0.307,9.5%,9.5%,4.8%,4.3%,85.1,11.1%,-,11.1%,27.8%,27.8%,74.7,45.9%,18.9%,13.5%,88.1%,22.2%,25.0%,11.1%,55.6%,27.8%,50.0%,16.7%,24.0%
Will Benson LHB,N/A,15,2.40,1,1,0.286,0.333,0.571,0.286,0.387,6.7%,42.9%,26.7%,20.3%,84.4,10.0%,10.0%,30.0%,30.0%,40.0%,73.9,43.5%,26.1%,8.7%,85.2%,50.0%,20.0%,10.0%,30.0%,40.0%,30.0%,30.0%,50.0%
Sal Stewart RHB,+555,28,4.00,0,0,0.250,0.357,0.375,0.125,0.324,14.3%,42.6%,35.7%,18.2%,90.1,7.1%,-,14.3%,35.7%,50.0%,72.4,28.2%,15.4%,2.6%,88.6%,7.1%,0.0%,50.0%,28.6%,35.7%,21.4%,35.7%,37.9%
Spencer Steer RHB,+610,28,4.00,0,1,0.250,0.357,0.333,0.083,0.311,14.3%,23.5%,28.6%,10.4%,87.7,-,-,31.2%,37.5%,37.5%,70.5,4.3%,21.3%,10.6%,92.2%,6.2%,0.0%,31.2%,50.0%,56.2%,31.2%,12.5%,23.1%
Eugenio Suarez RHB,+410,27,4.00,0,1,0.150,0.333,0.200,0.050,0.257,22.2%,34.6%,29.6%,17.0%,89.6,7.7%,-,7.7%,30.8%,30.8%,72.4,22.9%,16.7%,6.2%,92.3%,23.1%,0.0%,23.1%,30.8%,30.8%,30.8%,30.8%,44.0%
Matt McLain RHB,+660,27,2.60,0,0,0.115,0.148,0.192,0.077,0.151,3.7%,33.3%,37.0%,15.5%,88.6,6.2%,-,12.5%,62.5%,37.5%,71.8,16.3%,25.6%,11.6%,95.6%,25.0%,0.0%,12.5%,50.0%,37.5%,43.8%,12.5%,17.9%
P.J. Higgins RHB,N/A,18,3.40,0,0,0.200,0.278,0.267,0.067,0.242,11.1%,23.1%,22.2%,8.3%,79.7,-,-,16.7%,16.7%,41.7%,65.8,-,33.3%,-,92.3%,41.7%,0.0%,25.0%,16.7%,33.3%,25.0%,41.7%,25.0%
Noelvi Marte RHB,N/A,14,2.80,0,0,0.250,0.357,0.250,-,0.283,14.3%,25.0%,14.3%,13.1%,92.2,-,-,-,40.0%,-,71.6,14.8%,29.6%,14.8%,84.4%,-,-,-,90.0%,50.0%,40.0%,10.0%,44.4%
Dane Myers RHB,N/A,10,2.40,0,1,0.111,0.200,0.111,-,0.154,10.0%,9.1%,30.0%,2.9%,78.9,16.7%,-,-,16.7%,16.7%,72.9,30.0%,30.0%,10.0%,90.9%,33.3%,0.0%,-,33.3%,16.7%,66.7%,-,20.0%
Edwin Arroyo SHB,+990,1,2.67,0,0,1.000,1.000,1.000,-,0.890,-,0.0%,-,-,94.0,-,-,100.0%,-,100.0%,72.0,50.0%,25.0%,-,100.0%,-,-,100.0%,-,100.0%,-,-,50.0%
