Matchup,NYM @ SEA
Pitcher,Jonah Tong
Pitcher Team,NYM
Opposing Team,SEA

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,6.2,28,0.130,0.217,0.130,-,1.20,0,-,17.9%,25.0%,10.7%,11.1%,11.5%,4.05,60.7%,5.8%,5.0%,30.0%,45.0%,-,5.0%
vsLHB,3.1,15,0.167,0.255,0.167,-,1.50,0,-,20.0%,28.6%,13.3%,18.2%,10.7%,5.40,53.3%,5.4%,-,20.0%,40.0%,-,10.0%
vsRHB,3.1,13,0.091,0.174,0.091,-,0.90,0,-,15.4%,22.2%,7.7%,6.2%,12.5%,2.70,69.2%,6.2%,10.0%,40.0%,50.0%,-,-

,,STATS,STRIKES,STATCAST
BATTER,ODDS,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Luke Raley LHB,+475,17,3.40,2,2,0.438,0.471,0.812,0.375,0.551,-,27.3%,23.5%,16.4%,83.9,16.7%,16.7%,25.0%,25.0%,33.3%,75.9,62.5%,9.4%,9.4%,97.0%,41.7%,40.0%,16.7%,33.3%,41.7%,16.7%,41.7%,33.3%
JP Crawford LHB,+790,16,4.60,2,2,0.267,0.312,0.667,0.400,0.414,6.2%,21.6%,18.8%,11.3%,90.8,16.7%,8.3%,8.3%,41.7%,41.7%,71.7,25.7%,25.7%,8.6%,94.6%,33.3%,50.0%,16.7%,41.7%,33.3%,41.7%,25.0%,31.8%
Dominic Canzone LHB,+650,17,3.20,1,1,0.188,0.235,0.438,0.250,0.289,5.9%,23.3%,23.5%,14.0%,90.9,16.7%,16.7%,25.0%,50.0%,41.7%,74.1,39.3%,32.1%,21.4%,93.3%,16.7%,50.0%,33.3%,50.0%,41.7%,33.3%,25.0%,46.2%
Cole Young LHB,+1200,16,4.40,1,1,0.267,0.312,0.533,0.267,0.362,6.2%,12.9%,6.2%,6.2%,83.3,7.1%,7.1%,14.3%,28.6%,35.7%,71.0,26.9%,34.6%,7.7%,86.7%,21.4%,33.3%,21.4%,50.0%,35.7%,57.1%,7.1%,31.6%
Julio Rodriguez RHB,+420,14,4.60,1,1,0.231,0.286,0.538,0.308,0.351,7.1%,35.3%,28.6%,21.1%,86.5,11.1%,-,-,22.2%,33.3%,78.5,81.5%,11.1%,7.4%,79.4%,33.3%,33.3%,22.2%,33.3%,11.1%,44.4%,44.4%,50.0%
Randy Arozarena RHB,+630,14,4.60,1,2,0.214,0.214,0.429,0.214,0.277,-,42.9%,28.6%,22.6%,92.9,20.0%,-,10.0%,40.0%,40.0%,72.3,30.8%,26.9%,15.4%,92.9%,30.0%,33.3%,10.0%,40.0%,20.0%,50.0%,30.0%,30.8%
Colt Emerson LHB,+760,11,3.60,1,1,0.200,0.273,0.600,0.400,0.365,9.1%,31.0%,36.4%,15.3%,92.2,16.7%,16.7%,33.3%,50.0%,50.0%,72.3,19.2%,15.4%,11.5%,89.7%,16.7%,100.0%,33.3%,50.0%,50.0%,33.3%,16.7%,40.0%
Josh Naylor LHB,N/A,17,4.20,0,2,0.176,0.176,0.176,-,0.157,-,11.1%,5.9%,6.5%,89.7,6.2%,6.2%,18.8%,18.8%,37.5%,69.9,-,46.2%,7.7%,100.0%,37.5%,0.0%,25.0%,18.8%,31.2%,25.0%,43.8%,38.5%
Jhonny Pereda RHB,+1150,12,3.80,0,0,0.182,0.250,0.182,-,0.202,8.3%,8.3%,8.3%,4.4%,90.6,-,-,20.0%,40.0%,50.0%,70.4,4.5%,36.4%,9.1%,91.7%,40.0%,0.0%,40.0%,20.0%,20.0%,40.0%,40.0%,53.3%
Mitch Garver RHB,+536,10,3.60,0,0,-,0.300,-,-,0.195,30.0%,30.8%,30.0%,10.0%,85.1,-,-,75.0%,25.0%,25.0%,72.6,9.1%,9.1%,9.1%,84.6%,75.0%,0.0%,-,25.0%,100.0%,-,-,25.0%
Rob Refsnyder RHB,N/A,7,2.60,0,0,0.143,0.143,0.143,-,0.127,-,45.5%,28.6%,29.4%,97.7,-,-,40.0%,60.0%,80.0%,73.4,30.0%,30.0%,30.0%,90.9%,20.0%,0.0%,60.0%,20.0%,60.0%,20.0%,20.0%,100.0%
Victor Robles RHB,N/A,3,2.20,0,0,-,-,-,-,-,-,14.3%,-,7.7%,80.2,-,-,-,-,-,66.4,-,14.3%,-,100.0%,-,-,-,100.0%,66.7%,33.3%,-,0.0%
Patrick Wisdom RHB,+440,2,2.80,0,0,-,-,-,-,-,-,25.0%,50.0%,15.4%,100.3,100.0%,-,-,100.0%,100.0%,77.2,100.0%,14.3%,14.3%,87.5%,100.0%,0.0%,-,-,-,-,100.0%,100.0%
