Matchup,SD @ CHC
Pitcher,Matthew Boyd
Pitcher Team,CHC
Opposing Team,SD

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,28.0,121,0.261,0.310,0.387,0.126,1.39,2,0.64,8.3%,31.8%,28.9%,19.9%,16.2%,11.25,65.3%,5.9%,9.2%,50.0%,18.4%,14.3%,22.4%
vsLHB,8.0,31,0.185,0.231,0.185,-,1.12,0,-,12.9%,40.7%,29.0%,27.3%,21.2%,10.12,67.7%,4.4%,5.6%,55.6%,11.1%,-,16.7%
vsRHB,20.0,90,0.286,0.338,0.452,0.167,1.50,2,0.90,6.7%,29.1%,28.9%,18.2%,14.8%,11.70,64.4%,6.4%,10.3%,48.3%,20.7%,16.7%,24.1%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,AIR%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Fernando Tatis Jr. RHB,,+293,20,16,4.80,1,1,0.333,0.375,0.600,0.267,0.418,6.2%,30.8%,18.8%,17.8%,86.1,262.9,2,2,8.3%,8.3%,8.3%,25.0%,33.3%,76.7,72.0%,16.0%,8.0%,96.2%,50.0%,16.7%,50.0%,33.3%,50.0%,41.7%,41.7%,16.7%,41.7%
Freddy Fermin RHB,,+492,16,13,3.20,1,1,0.182,0.308,0.455,0.273,0.330,15.4%,14.8%,15.4%,6.8%,83.4,229.9,1,1,11.1%,11.1%,11.1%,11.1%,11.1%,69.6,4.0%,16.0%,4.0%,96.2%,33.3%,22.2%,50.0%,11.1%,44.4%,33.3%,11.1%,55.6%,18.2%
Ty France RHB,,+340,21,12,2.80,1,1,0.400,0.500,0.800,0.400,0.543,8.3%,27.3%,16.7%,13.6%,96.9,262.0,2,1,12.5%,12.5%,12.5%,62.5%,25.0%,72.7,21.1%,31.6%,15.8%,90.5%,37.5%,12.5%,100.0%,25.0%,50.0%,37.5%,25.0%,37.5%,11.1%
Jase Bowen RHB,—,N/A,20,13,2.20,0,1,-,0.077,-,-,0.050,7.7%,36.8%,23.1%,17.1%,92.8,318.8,4,1,12.5%,-,25.0%,37.5%,25.0%,73.8,41.2%,41.2%,11.8%,94.4%,75.0%,62.5%,0.0%,12.5%,25.0%,50.0%,25.0%,25.0%,40.0%
Samad Taylor RHB,,+600,2,13,4.40,0,0,0.462,0.462,0.462,-,0.411,-,12.5%,30.8%,4.8%,74.4,241.7,0,0,-,-,22.2%,22.2%,33.3%,65.9,-,30.8%,-,92.9%,44.4%,11.1%,0.0%,33.3%,33.3%,22.2%,55.6%,22.2%,16.7%
Jackson Merrill LHB,,+440,19,13,4.20,0,0,0.308,0.308,0.308,-,0.274,-,22.2%,15.4%,11.5%,81.0,264.3,1,1,9.1%,-,18.2%,36.4%,36.4%,72.3,26.3%,15.8%,10.5%,86.4%,54.6%,36.4%,0.0%,18.2%,45.5%,36.4%,36.4%,27.3%,46.7%
Xander Bogaerts RHB,,+420,12,11,3.80,0,0,0.200,0.273,0.300,0.100,0.255,9.1%,28.6%,9.1%,13.0%,93.3,359.3,2,1,11.1%,11.1%,11.1%,66.7%,22.2%,74.6,41.2%,29.4%,17.6%,89.5%,22.2%,11.1%,0.0%,11.1%,77.8%,66.7%,33.3%,-,25.0%
Miguel Andujar RHB,,+424,16,11,3.40,0,0,0.200,0.273,0.300,0.100,0.262,-,25.0%,18.2%,16.7%,81.5,270.8,0,0,-,-,-,12.5%,12.5%,70.3,18.8%,6.2%,-,84.2%,25.0%,12.5%,0.0%,12.5%,75.0%,25.0%,50.0%,25.0%,60.0%
Gavin Sheets LHB,—,N/A,14,8,2.60,0,0,0.167,0.375,0.333,0.167,0.321,25.0%,40.0%,25.0%,16.7%,86.6,195.9,0,0,-,-,-,50.0%,25.0%,71.5,25.0%,16.7%,-,80.0%,25.0%,-,-,25.0%,75.0%,-,75.0%,25.0%,14.3%
Rodolfo Durán RHB,—,N/A,6,8,3.40,0,0,-,0.375,-,-,0.243,37.5%,23.5%,12.5%,8.9%,89.6,238.3,1,1,25.0%,-,25.0%,25.0%,25.0%,73.3,29.4%,5.9%,5.9%,100.0%,50.0%,50.0%,0.0%,-,25.0%,25.0%,50.0%,25.0%,33.3%
Manny Machado RHB,,+224,20,8,4.00,0,1,0.125,0.125,0.250,0.125,0.159,-,20.0%,-,10.6%,91.3,299.5,4,3,12.5%,-,12.5%,37.5%,12.5%,74.9,60.0%,20.0%,12.0%,100.0%,62.5%,50.0%,0.0%,12.5%,25.0%,37.5%,37.5%,25.0%,20.0%
Jake Cronenworth LHB,,+800,2,6,3.20,0,0,0.200,0.333,0.200,-,0.268,-,0.0%,-,-,75.7,157.2,0,0,-,-,-,-,20.0%,70.6,-,12.5%,-,88.9%,20.0%,-,-,20.0%,60.0%,40.0%,20.0%,40.0%,30.0%
