Matchup,ARI @ STL
Pitcher,Merrill Kelly
Pitcher Team,ARI
Opposing Team,STL

,STATS,STRIKES,STATCAST
SPLIT,IP,BF,BAA,WOBA,SLG,ISO,WHIP,HR,HR/9,BB%,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,1STPS%,MEATBALL%,BARREL%,HH%,FB%,HR/FB%,PULLAIR%
Season,69.2,308,0.279,0.367,0.525,0.246,1.51,15,1.94,9.1%,22.2%,13.6%,14.9%,10.6%,5.43,62.6%,5.3%,15.3%,42.8%,28.8%,17.6%,18.6%
vsLHB,38.1,180,0.282,0.390,0.571,0.288,1.70,10,2.35,11.7%,18.8%,11.1%,12.6%,8.5%,4.70,58.8%,5.2%,17.5%,48.2%,33.6%,19.6%,21.2%
vsRHB,30.1,128,0.275,0.333,0.467,0.192,1.32,5,1.48,5.5%,26.9%,17.2%,17.9%,14.0%,6.53,68.0%,5.5%,12.1%,35.4%,22.2%,13.6%,15.2%

,,,STATS,STRIKES,STATCAST
BATTER,SAVE,ODDS,ZONE,PA,L5 PA/G,HR,NEAR HR,BA,OBP,SLG,ISO,WOBA,BB%,WHIFF%,K%,SWSTR%,EV,AVGDIST,300+,350+,BARREL%,PULLBRL%,PULLAIR%,HH%,LA SS%,BAT SPD,FAST%,SQUP%,BLAST%,COMP%,FB%,HR/FB%,LD%,GB%,PULL%,STRAIGHT%,OPPO%,1ST PITCH SWING%
Ivan Herrera RHB,,+710,20,29,5.00,2,2,0.318,0.483,0.591,0.273,0.462,13.8%,11.6%,10.3%,4.8%,94.2,271.1,4,2,10.5%,5.3%,15.8%,63.2%,26.3%,74.0,41.0%,30.8%,23.1%,92.9%,26.3%,40.0%,10.5%,52.6%,36.8%,52.6%,10.5%,16.7%
Lars Nootbaar LHB,,+650,12,22,4.20,1,1,0.350,0.409,0.600,0.250,0.432,9.1%,16.7%,18.2%,6.3%,94.0,302.9,7,3,12.5%,12.5%,18.8%,50.0%,68.8%,73.5,40.7%,40.7%,22.2%,93.1%,18.8%,33.3%,50.0%,31.2%,37.5%,50.0%,12.5%,22.2%
Blaze Jordan RHB,,+980,12,24,4.20,1,1,0.261,0.292,0.391,0.130,0.300,4.2%,20.8%,8.3%,11.8%,89.5,237.6,1,1,4.8%,4.8%,14.3%,47.6%,19.0%,72.1,28.6%,33.3%,14.3%,91.3%,9.5%,50.0%,9.5%,76.2%,38.1%,42.9%,19.0%,46.2%
Alec Burleson LHB,,+450,11,21,4.80,3,4,0.350,0.381,0.850,0.500,0.519,4.8%,11.4%,14.3%,7.2%,94.8,279.9,6,4,23.5%,17.6%,58.8%,47.1%,52.9%,75.0,46.5%,25.6%,14.0%,97.7%,41.2%,42.9%,47.1%,11.8%,70.6%,23.5%,5.9%,55.6%
Pedro Pages RHB,—,N/A,21,18,3.00,1,1,0.250,0.278,0.500,0.250,0.322,5.6%,22.2%,11.1%,10.3%,82.8,249.1,1,1,6.7%,-,13.3%,46.7%,40.0%,72.5,26.1%,34.8%,26.1%,88.5%,26.7%,25.0%,26.7%,26.7%,33.3%,33.3%,33.3%,31.2%
Masyn Winn RHB,,+1200,17,26,4.40,0,0,0.360,0.385,0.400,0.040,0.348,3.8%,15.6%,15.4%,7.4%,90.8,230.2,2,1,4.8%,-,-,42.9%,42.9%,70.9,9.5%,35.7%,16.7%,93.3%,9.5%,0.0%,38.1%,42.9%,14.3%,71.4%,14.3%,33.3%
Jimmy Crooks LHB,,+710,18,20,3.00,0,0,0.053,0.100,0.105,0.053,0.096,5.0%,24.4%,30.0%,11.1%,92.3,307.4,4,1,8.3%,-,-,41.7%,41.7%,70.9,17.1%,17.1%,-,92.1%,33.3%,0.0%,33.3%,33.3%,8.3%,50.0%,41.7%,21.1%
Bryan Torres LHB,—,N/A,14,22,3.40,1,1,0.250,0.318,0.500,0.250,0.349,9.1%,24.3%,13.6%,12.5%,88.4,278.2,4,4,11.8%,5.9%,17.6%,41.2%,35.3%,66.1,-,36.1%,5.6%,100.0%,35.3%,16.7%,23.5%,41.2%,41.2%,41.2%,17.6%,31.8%
Nelson Velazquez RHB,—,N/A,-,6,2.20,0,0,0.333,0.333,0.333,-,0.297,-,40.0%,16.7%,16.7%,80.1,247.8,1,0,-,-,-,40.0%,40.0%,73.9,37.5%,12.5%,-,88.9%,-,-,40.0%,60.0%,20.0%,40.0%,40.0%,14.3%
Jordan Walker RHB,,+433,17,27,4.60,0,1,0.115,0.148,0.115,-,0.123,3.7%,28.0%,29.6%,13.6%,86.7,248.1,3,1,5.6%,-,5.6%,38.9%,11.1%,78.7,77.3%,15.9%,11.4%,88.0%,22.2%,0.0%,5.6%,61.1%,16.7%,66.7%,16.7%,45.2%
