Split,vsRHB
Range,L10
Dates,="9/9/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
7:05 PM,Tomoyuki Sugano,@,18.2,88,4.39,0.365,0.413,1.77,0.224,0.588,3,1.45,50,17.9%,13.6%,14.0%,8.4%,5.79,2,2.3%,68.2%,4.5%,73,49.3%,7,9.6%,19.2%,21.4%,16.4%
6:40 PM,Robert Stock,@,8.1,43,3.10,0.324,0.368,1.92,0.081,0.405,0,-,15,31.0%,20.9%,17.0%,14.7%,9.72,4,9.3%,64.4%,7.3%,28,39.3%,2,7.1%,21.4%,-,25.0%
7:40 PM,Zac Gallen,@,25.2,112,5.67,0.288,0.371,1.48,0.269,0.558,6,2.10,58,19.2%,16.1%,17.1%,9.4%,6.31,8,7.1%,67.3%,5.9%,86,41.9%,12,14.0%,27.9%,20.8%,15.1%
4:10 PM,Cody Bradford,@,20.2,86,4.31,0.280,0.336,1.26,0.195,0.476,3,1.31,39,21.7%,15.1%,12.7%,11.7%,5.66,3,3.5%,67.4%,7.1%,69,36.2%,9,13.0%,34.8%,12.5%,21.7%
6:35 PM,Foster Griffin,@,43.0,180,3.47,0.280,0.320,1.35,0.137,0.417,3,0.63,70,20.2%,15.6%,12.3%,10.0%,5.86,11,6.1%,63.3%,8.3%,141,34.8%,6,4.3%,23.4%,9.1%,11.3%
6:40 PM,Cristopher Sanchez,vs,45.1,200,3.12,0.278,0.317,1.48,0.083,0.361,3,0.60,65,30.4%,24.5%,22.4%,14.3%,9.73,17,8.5%,61.2%,6.2%,131,34.4%,4,3.1%,9.2%,16.7%,10.7%
7:40 PM,Daniel Lynch IV,vs,17.2,76,5.08,0.275,0.337,1.47,0.159,0.435,2,1.02,30,14.2%,7.9%,10.2%,6.2%,3.06,7,9.2%,59.2%,9.8%,63,39.7%,3,4.8%,27.0%,11.8%,14.3%
10:10 PM,Rhett Lowder,@,20.1,82,4.48,0.266,0.314,1.13,0.177,0.443,3,1.33,35,12.1%,12.2%,10.9%,5.6%,4.43,2,2.4%,69.9%,7.9%,69,33.3%,7,10.1%,26.1%,16.7%,18.8%
7:40 PM,Kevin Gausman,@,27.2,115,3.03,0.257,0.288,1.19,0.119,0.376,3,0.98,41,26.6%,24.3%,19.3%,13.4%,9.11,5,4.3%,72.2%,7.5%,82,42.7%,4,4.9%,24.4%,15.0%,17.1%
4:10 PM,Kade Anderson,vs,12.0,49,5.35,0.256,0.328,1.33,0.163,0.419,2,1.50,18,19.2%,14.3%,12.3%,10.2%,5.25,5,10.2%,57.1%,10.8%,37,29.7%,2,5.4%,27.0%,20.0%,13.5%
7:40 PM,Davis Martin,vs,21.0,89,4.81,0.256,0.317,1.14,0.159,0.415,3,1.29,34,15.3%,13.5%,12.0%,8.1%,5.14,3,3.4%,58.4%,7.8%,70,42.9%,5,7.1%,27.1%,15.8%,18.6%
1:10 PM,Zebby Matthews,@,25.2,100,4.39,0.250,0.317,1.13,0.185,0.435,4,1.40,40,25.6%,20.0%,14.9%,12.8%,7.01,6,6.0%,72.3%,8.5%,73,42.5%,7,9.6%,21.9%,25.0%,16.4%
3:05 PM,Brady Basso,vs,9.1,38,4.71,0.250,0.274,1.07,0.167,0.417,2,1.93,15,18.7%,18.4%,16.3%,9.7%,6.75,1,2.6%,63.2%,5.6%,30,33.3%,2,6.7%,36.7%,18.2%,10.0%
6:40 PM,Janson Junk,vs,17.2,70,4.52,0.250,0.303,1.08,0.141,0.391,2,1.02,25,11.5%,11.4%,10.4%,6.0%,4.08,3,4.3%,58.6%,7.6%,57,31.6%,2,3.5%,22.8%,15.4%,14.0%
6:45 PM,Jake Bennett,vs,42.1,172,4.00,0.248,0.294,1.06,0.164,0.412,6,1.28,68,22.4%,16.9%,20.3%,12.5%,6.17,4,2.3%,66.3%,8.6%,137,40.1%,14,10.2%,33.6%,13.0%,13.9%
3:45 PM,Andre Pallante,@,25.0,99,3.02,0.247,0.274,1.20,0.056,0.303,0,-,27,19.8%,13.1%,10.3%,8.8%,4.68,8,8.1%,52.0%,7.1%,78,26.9%,2,2.6%,14.1%,-,9.0%
6:35 PM,Shane Baz,vs,22.0,85,1.69,0.247,0.251,1.05,0.049,0.296,0,-,24,28.3%,23.5%,21.1%,13.6%,8.18,3,3.5%,61.6%,8.2%,62,30.6%,0,-,19.4%,-,12.9%
4:10 PM,Jackson Kent,@,18.2,86,5.03,0.232,0.334,1.77,0.116,0.348,1,0.48,24,24.3%,16.3%,14.3%,10.6%,6.75,17,19.8%,53.5%,5.2%,55,38.2%,5,9.1%,16.4%,11.1%,23.6%
7:15 PM,Griffin Jax,@,17.1,74,4.25,0.231,0.308,1.21,0.154,0.385,2,1.04,25,24.8%,20.3%,24.2%,12.1%,7.79,6,8.1%,68.9%,7.5%,51,33.3%,3,5.9%,29.4%,13.3%,13.7%
10:10 PM,Yoshinobu Yamamoto,vs,27.2,115,4.44,0.223,0.291,1.16,0.155,0.379,4,1.30,39,26.7%,20.9%,21.1%,13.3%,7.81,9,7.8%,63.2%,8.0%,80,40.0%,4,5.0%,28.7%,17.4%,21.2%
7:05 PM,Will Warren,vs,18.2,73,4.65,0.221,0.319,1.07,0.265,0.485,4,1.93,33,25.2%,26.0%,20.7%,12.0%,9.16,5,6.8%,61.6%,6.2%,49,46.9%,5,10.2%,26.5%,30.8%,14.3%
6:40 PM,Hunter Brown,@,24.0,97,3.18,0.209,0.261,1.12,0.058,0.267,1,0.38,23,23.2%,22.7%,19.6%,10.4%,8.25,9,9.3%,59.8%,5.5%,64,25.0%,0,-,18.8%,8.3%,9.4%
6:45 PM,Ryan Johnson,@,19.1,80,5.38,0.206,0.305,1.14,0.162,0.368,3,1.40,25,21.2%,17.5%,16.7%,9.4%,6.52,8,10.0%,58.8%,6.2%,55,32.7%,6,10.9%,34.5%,15.8%,27.3%
