Split,vsLHB
Range,L10
Dates,="9/9/2026"
Games,15

,STATS,STATCAST
TIME,PITCHER,VS,IP,BF,FIP,AVG,WOBA,WHIP,ISO,SLG,HR,HR/9,TB,WHIFF%,K%,PUTAWAY%,SWSTR%,K/9,BB,BB%,1STPS%,MEATBALL%,BBE,HH%,BARRELS,BARREL%,FB%,HR/FB%,PULLAIR%
4:10 PM,Cody Bradford,@,9.0,48,5.21,0.419,0.442,2.44,0.140,0.558,1,1.00,24,8.6%,6.2%,7.9%,3.6%,3.00,4,8.3%,72.9%,8.9%,41,46.3%,3,7.3%,34.1%,7.1%,19.5%
7:40 PM,Zac Gallen,@,29.0,134,6.03,0.339,0.395,1.72,0.190,0.529,6,1.86,64,19.8%,9.7%,10.6%,8.7%,4.03,9,6.7%,62.7%,4.8%,110,45.5%,11,10.0%,28.2%,19.4%,24.5%
3:05 PM,Brady Basso,vs,7.2,34,2.71,0.333,0.336,1.57,0.091,0.424,0,-,14,14.5%,8.8%,11.5%,7.1%,3.52,1,2.9%,61.8%,8.0%,30,23.3%,1,3.3%,23.3%,-,20.0%
4:10 PM,Kade Anderson,vs,2.2,14,7.22,0.333,0.456,2.25,0.333,0.667,1,3.38,8,28.6%,28.6%,23.5%,13.6%,13.50,2,14.3%,57.1%,8.5%,8,37.5%,1,12.5%,50.0%,25.0%,12.5%
7:40 PM,Davis Martin,vs,21.1,106,5.63,0.322,0.391,2.02,0.156,0.478,3,1.27,43,18.2%,14.2%,11.6%,8.1%,6.33,14,13.2%,50.0%,7.2%,76,39.5%,5,6.6%,22.4%,17.6%,21.1%
7:05 PM,Will Warren,vs,24.0,111,4.68,0.299,0.365,1.67,0.175,0.474,3,1.12,46,19.4%,18.0%,16.8%,7.6%,7.50,11,9.9%,59.5%,7.1%,78,57.7%,6,7.7%,14.1%,18.2%,19.2%
3:05 PM,Braydon Fisher,@,4.1,21,6.10,0.294,0.394,2.08,0.176,0.471,1,2.08,8,27.7%,28.6%,14.3%,12.4%,12.46,4,19.0%,38.1%,3.8%,11,54.5%,1,9.1%,36.4%,25.0%,18.2%
3:45 PM,Blade Tidwell,vs,17.1,90,6.79,0.288,0.386,2.02,0.164,0.452,3,1.56,33,13.5%,14.4%,9.8%,5.5%,6.75,14,15.6%,63.3%,7.3%,60,38.3%,7,11.7%,30.0%,16.7%,23.3%
6:40 PM,Robert Stock,@,17.1,83,4.60,0.288,0.350,1.73,0.137,0.425,2,1.04,31,20.8%,18.1%,17.4%,10.5%,7.79,9,10.8%,60.2%,7.2%,58,25.9%,4,6.9%,32.8%,10.5%,19.0%
1:10 PM,Zebby Matthews,@,30.1,138,4.72,0.282,0.347,1.52,0.177,0.460,5,1.48,57,16.2%,18.8%,15.2%,7.7%,7.71,11,8.0%,60.9%,5.7%,100,44.0%,9,9.0%,23.0%,17.4%,16.0%
