Batter,Bats,Team,Pitcher,Throws,Contact,Barrel,HR,HardHit,ZoneScore
Ryan Jeffers,RHB,MIN,Keider Montero,R,55.1,42.6,49.6,33.1,43.6
Justin Foscue,RHB,TEX,Kade Anderson,L,30.2,41.7,35.3,60.8,43.4
Josh Bell,SHB,MIN,Keider Montero,R,37.8,42,25,56.6,40.1
Yordan Alvarez,LHB,HOU,Cristopher Sanchez,L,48.5,30.8,50.8,35.8,39.8
Tyrone Taylor,RHB,CHC,Logan Henderson,R,46.1,31.5,36.8,49.3,39
Munetaka Murakami,LHB,CWS,Lake Bachar,R,33.1,42.1,18.5,48.7,35.8
Heriberto Hernandez,RHB,MIA,Robert Stock,R,50.3,34.4,25.4,43,35.4
James Wood,LHB,WSH,Walker Buehler,R,42.2,46.2,12.6,45.1,35.4
Bryce Eldridge,LHB,SF,Andre Pallante,R,38.4,39.1,24,42.5,35.3
Oneil Cruz,LHB,PIT,Davis Martin,R,27.1,40.2,20.7,48.1,35
Jake Burger,RHB,TEX,Kade Anderson,L,51.7,24.2,29.9,49.4,35
Zac Veen,LHB,COL,Will Warren,R,34.7,33.8,24.3,46.4,34.2
Travis Bazzana,LHB,CLE,Shane Baz,R,17.7,26.9,34.7,49.6,34
Coby Mayo,RHB,BAL,Foster Griffin,L,25.9,45.7,23.4,33.5,34
Francisco Lindor,SHB,NYM,Janson Junk,R,21,40.7,28.1,36.4,33.9
Ildemaro Vargas,SHB,ARI,Daniel Lynch IV,L,43.5,13.8,28.2,64.8,33.8
Seiya Suzuki,RHB,CHC,Logan Henderson,R,45.8,26.1,38.2,33.6,33.6
Gabriel Arias,RHB,CHC,Logan Henderson,R,43.9,30.2,29.4,38.9,33.5
Christian Encarnacion-Strand,RHB,BAL,Foster Griffin,L,16.9,34.6,42.2,27.2,33.3
Derek Hill,RHB,PHI,Hunter Brown,R,16.6,34.4,29.5,42,33
Pete Alonso,RHB,BAL,Foster Griffin,L,21.9,32.6,36.4,33.5,32.9
Gabriel Moreno,RHB,ARI,Daniel Lynch IV,L,15.2,33.3,33.3,37.7,32.6
Jackson Merrill,LHB,SD,Jackson Kent,L,26.9,24.9,20.6,60.2,32.6
Gary Sanchez,RHB,MIL,Kevin Gausman,R,34.9,28.1,29,38.8,31.7
Bryce Harper,LHB,PHI,Hunter Brown,R,21.1,30.3,34.2,34.8,31.7
Mickey Gasper,SHB,BOS,Ryan Johnson,R,36.8,21.3,24.9,48.2,30.7
Esmerlyn Valdez,RHB,PIT,Davis Martin,R,38.3,28.3,22.7,39.6,30.4
Ryan Kreidler,RHB,MIN,Keider Montero,R,34.4,26.3,22.2,42.3,29.9
Pete Crow-Armstrong,LHB,CHC,Logan Henderson,R,21,31.5,28.3,33.3,29.9
Carson Benge,LHB,NYM,Janson Junk,R,37.2,30.6,21.4,35.6,29.8
Miguel Amaya,RHB,CHC,Logan Henderson,R,35.6,31.9,20.5,35.7,29.8
Adael Amador,SHB,COL,Will Warren,R,43.4,20.6,20.6,48.4,29.8
Michael Conforto,LHB,CHC,Logan Henderson,R,42.2,17.8,14,59.8,29.6
Drake Baldwin,LHB,ATL,Griffin Jax,R,29.2,27.3,17.6,46.8,29.5
Elias Diaz,RHB,TEX,Kade Anderson,L,46.4,25.9,22.8,35.6,29.4
A.J. Ewing,LHB,NYM,Janson Junk,R,37.5,26.1,15.4,46.6,29.2
Colson Montgomery,LHB,CWS,Lake Bachar,R,27.1,22.9,25.1,43.8,29.2
Kyle Schwarber,LHB,PHI,Hunter Brown,R,24.2,33.8,24.2,30.2,29.1
Andrew Vaughn,RHB,MIL,Kevin Gausman,R,25.1,19.4,29.6,43.8,29.1
Jorge Barrosa,SHB,HOU,Cristopher Sanchez,L,15.9,39.1,31,17.8,29
Will Smith,RHB,LAD,Rhett Lowder,R,28.6,29.3,26.6,30.3,28.7
Jackson Chourio,RHB,MIL,Kevin Gausman,R,34.9,24.3,17.4,45.4,28.6
Cole Carrigg,SHB,COL,Will Warren,R,37.4,23.2,29.1,31.4,28.4
Max Muncy,LHB,LAD,Rhett Lowder,R,21,27.2,17.7,44.3,28
Shohei Ohtani,LHB,LAD,Rhett Lowder,R,36.2,17.3,19.4,49,27.7
Brandon Nimmo,LHB,TEX,Kade Anderson,L,34.5,17.4,22.2,45.9,27.7
Trevor Larnach,LHB,MIN,Keider Montero,R,34,24.8,11.2,49,27.7
Ketel Marte,SHB,ARI,Daniel Lynch IV,L,32.1,22.7,17.7,44.1,27.5
Francisco Alvarez,RHB,NYM,Janson Junk,R,42.2,25.2,20.4,33.3,27.5
Juan Soto,LHB,NYM,Janson Junk,R,31.8,20.2,24.7,39.1,27.4
Fernando Tatis Jr.,RHB,SD,Jackson Kent,L,21.7,28.7,8.7,49.8,27.3
Jake McCarthy,LHB,COL,Will Warren,R,38.9,27.1,13.2,39.4,27.2
Ian Happ,SHB,CHC,Logan Henderson,R,24,27.7,18.1,38.7,27.2
Brandon Lowe,LHB,PIT,Davis Martin,R,36.4,28.8,19.3,30,27
Nolan Arenado,RHB,ARI,Daniel Lynch IV,L,44.6,13,20.2,47.5,26.9
Grant McCray,LHB,SF,Andre Pallante,R,47.2,24.1,11.9,40.3,26.8
Michael Busch,LHB,CHC,Logan Henderson,R,37.5,23.3,19.6,35.2,26.6
Dominic Canzone,LHB,SEA,Cody Bradford,L,40.1,22.8,22.8,31.1,26.6
Christian Yelich,LHB,MIL,Kevin Gausman,R,36.6,21.3,15.9,42.4,26.5
Freddie Freeman,LHB,LAD,Rhett Lowder,R,27.2,20.1,9.4,55.1,26.4
Daylen Lile,LHB,WSH,Walker Buehler,R,15.1,26.3,21.2,36.8,26.3
Matt Shaw,RHB,CHC,Logan Henderson,R,33.2,29.8,13.6,33.7,26.3
Randal Grichuk,RHB,CWS,Lake Bachar,R,27.7,18.8,18.4,45.2,26.2
Cam Smith,RHB,HOU,Cristopher Sanchez,L,17,23.4,23.8,36.5,26.2
Jacob Gonzalez,LHB,PIT,Davis Martin,R,26,19.3,33.8,26.2,26
Owen Caissie,LHB,MIA,Robert Stock,R,48.9,21,11.7,40.8,26
Nelson Velazquez,RHB,HOU,Cristopher Sanchez,L,49,13,8.1,56.4,26
Riley Greene,LHB,DET,Zebby Matthews,R,30.7,32.5,14.9,28.2,26
Ben Rice,LHB,NYY,Tomoyuki Sugano,R,38.4,20.3,15.4,41.9,26
Nolan Gorman,LHB,STL,Blade Tidwell,R,30,37.1,7.9,30,25.9
Randy Arozarena,RHB,SEA,Cody Bradford,L,47.5,26,12.2,33.5,25.9
Zack Gelof,RHB,ATH,Braydon Fisher,R,37.4,27.5,20.4,25.7,25.9
Jarren Duran,LHB,BOS,Ryan Johnson,R,36.2,14,18.8,46.9,25.9
Corey Seager,LHB,TEX,Kade Anderson,L,48.4,24.4,,48.9,25.6
Jeff McNeil,LHB,ATH,Braydon Fisher,R,22.6,28.6,12.4,37.2,25.3
Ezequiel Duran,RHB,TEX,Kade Anderson,L,32.4,24.4,9.8,42.5,25.3
Max Muncy,RHB,ATH,Braydon Fisher,R,44.1,25.1,12.6,33.2,25.3
Teoscar Hernandez,RHB,LAD,Rhett Lowder,R,52.7,18.3,17.6,32.9,25.2
Zach Neto,RHB,LAA,Jake Bennett,L,28.5,17.1,14.9,47.6,25.2
Alex Bregman,RHB,CHC,Logan Henderson,R,34.1,6.9,23.1,49.3,25.1
Eduardo Valencia,RHB,DET,Zebby Matthews,R,36.1,21.5,11.4,41.6,25
Cal Raleigh,SHB,SEA,Cody Bradford,L,36,19.4,19.1,34.8,24.8
Bryan Reynolds,SHB,PIT,Davis Martin,R,31,21.3,16.8,36.4,24.7
Spencer Jones,LHB,NYY,Tomoyuki Sugano,R,36.1,24.2,13.7,33.3,24.5
Otto Lopez,RHB,MIA,Robert Stock,R,47.3,16.2,9.1,44.6,24.3
Tyler Stephenson,RHB,CIN,Yoshinobu Yamamoto,R,32.5,16.1,23.7,33.4,24.3
Brett Baty,LHB,NYM,Janson Junk,R,34,22.4,14.8,34.5,24.3
Angel Martinez,SHB,CLE,Shane Baz,R,20.4,24.3,24.9,24.9,24.2
Tim Tawa,RHB,ARI,Daniel Lynch IV,L,26.7,25.5,,50,24.1
Hunter Goodman,RHB,COL,Will Warren,R,31.2,25.7,21.1,22.8,24.1
Trea Turner,RHB,PHI,Hunter Brown,R,39.7,21,20,26.8,24
Brandon Valenzuela,SHB,TOR,Brady Basso,L,24.8,21.4,21.4,29.8,23.8
Kyle Karros,RHB,COL,Will Warren,R,53.6,9.4,13.6,43.7,23.7
Nick Sogard,SHB,BOS,Ryan Johnson,R,34.8,19.3,13.2,38,23.7
Jordan Lawlar,RHB,ARI,Daniel Lynch IV,L,28.6,19.9,29.6,19.9,23.7
CJ Abrams,LHB,WSH,Walker Buehler,R,32.9,12.6,17.2,42.8,23.6
Brooks Lee,SHB,MIN,Keider Montero,R,35.8,26.1,15,24.8,23.4
Heliot Ramos,RHB,NYY,Tomoyuki Sugano,R,39.4,27.3,7.2,30.7,23.3
Hao-Yu  Lee,RHB,DET,Zebby Matthews,R,39.8,17.3,26.6,20.8,23.2
Jazz Chisholm Jr.,LHB,NYY,Tomoyuki Sugano,R,24,15.9,19.3,37.6,23.2
Danny Jansen,RHB,TEX,Kade Anderson,L,38.1,19.5,22.9,22.9,23.2
Rafael Flores,RHB,PIT,Davis Martin,R,29.9,23.6,15.9,28.5,23.1
Wilyer Abreu,LHB,BOS,Ryan Johnson,R,28.7,25,16,26.5,23
Alex Jackson,RHB,MIN,Keider Montero,R,44.6,12.2,12.2,42.4,23
Max Clark,LHB,DET,Zebby Matthews,R,26.8,,22.4,53.9,22.9
Kyle Stowers,LHB,MIA,Robert Stock,R,23.6,14.9,9.8,49.7,22.9
Bryan Torres,LHB,STL,Blade Tidwell,R,33.3,8.8,17.3,44.9,22.8
Daniel Schneemann,LHB,CLE,Shane Baz,R,29.2,19,20.4,28.6,22.8
Corbin Carroll,LHB,ARI,Daniel Lynch IV,L,54.4,14.3,4.8,43.5,22.8
Ryan McMahon,LHB,NYY,Tomoyuki Sugano,R,38.5,16.9,11.9,37.3,22.7
Lars Nootbaar,LHB,ARI,Daniel Lynch IV,L,47.4,16.2,9.9,37.4,22.7
Ke'Bryan Hayes,RHB,CIN,Yoshinobu Yamamoto,R,39.8,19.8,18.9,24.6,22.7
Vladimir Guerrero Jr.,RHB,TOR,Brady Basso,L,34.2,15.7,10.9,41.9,22.7
Cole Young,LHB,SEA,Cody Bradford,L,38,13.6,22.8,28.4,22.5
William Contreras,RHB,MIL,Kevin Gausman,R,42.5,14.3,14.9,34.9,22.4
Logan O'Hoppe,RHB,TEX,Kade Anderson,L,30,22.2,,46.4,22.4
Julio Rodriguez,RHB,SEA,Cody Bradford,L,41.5,10.6,11.5,43.9,22.3
Mark Vientos,RHB,NYM,Janson Junk,R,40.3,10.4,20.4,34.2,22.3
Kazuma Okamoto,RHB,TOR,Brady Basso,L,37.8,17.5,16.4,29.5,22.2
Mickey Moniak,LHB,COL,Will Warren,R,30,23.6,15.4,25.4,22.2
Moisés Ballesteros,LHB,LAA,Jake Bennett,L,49.5,21.4,,38.9,22.2
Bobby Witt Jr.,RHB,KC,Zac Gallen,R,26.5,16.7,8.5,44.1,22.1
Kyle Teel,LHB,CWS,Lake Bachar,R,33,18.5,18.5,27.1,22.1
Cameron Cauley,RHB,TEX,Kade Anderson,L,35.3,,24.2,44.4,21.9
Pedro Pages,RHB,STL,Blade Tidwell,R,39.8,19.2,21.8,18.6,21.9
Javier Sanoja,RHB,MIA,Robert Stock,R,25.6,5.1,24.2,41.1,21.9
Jo Adell,RHB,CLE,Shane Baz,R,37.4,20,10.2,32.1,21.8
Aaron Judge,RHB,NYY,Tomoyuki Sugano,R,40.9,21.5,15.9,21.5,21.8
Miguel Vargas,RHB,CWS,Lake Bachar,R,23,19.9,22.2,23.5,21.8
Jung Hoo Lee,LHB,SF,Andre Pallante,R,21.4,12.7,24.5,31.3,21.8
Jase Bowen,RHB,SD,Jackson Kent,L,26.1,27.9,15.2,19.2,21.7
Brenton Doyle,RHB,CWS,Lake Bachar,R,36,18.1,9,36.4,21.7
Joshua Baez,RHB,STL,Blade Tidwell,R,48.7,8.5,12.3,40.3,21.6
TJ Rumfield,LHB,COL,Will Warren,R,32.2,12.1,16.6,36.7,21.6
